event_id,state,latitude,longitude
ismpkansas70050803,Kansas,37.2625,-97.6465
usb000szen,Texas,32.8449,-96.9343
ismpkansas70050848,Kansas,37.215,-97.8845
ismpkansas70050853,Kansas,37.1566667,-97.8275
usb000szkm,Oklahoma,36.3277,-97.5285
usb000szgm,Oklahoma,36.3276,-97.531
usb000szgt,Oklahoma,36.327,-97.5289
usb000szh4,Oklahoma,36.118,-97.2475
usb000szls,Oklahoma,36.3262,-97.5288
usb000szhn,Oklahoma,35.816,-97.433
usb000szlk,Oklahoma,36.5967,-97.655
usb000szjr,Texas,32.846,-96.8955
ismpkansas70051008,Kansas,37.059,-97.6488333
usb000szjv,Oklahoma,36.3264,-97.5278
ismpkansas70051018,Kansas,37.0096667,-98.0185
usb000szpe,Oklahoma,36.3696,-96.9764
usb000szm7,Oklahoma,36.8728,-98.3353
ismpkansas70051473,Kansas,37.0238333,-97.9106667
usb000szpy,Oklahoma,35.8184,-97.4395
usb000szqn,Oklahoma,35.8167,-97.4363
usb000szrr,Oklahoma,36.8603,-97.8489
usb000szrj,Oklahoma,36.8567,-97.8444
usb000t01m,Oklahoma,36.8564,-97.8422
usb000t01q,Oklahoma,36.8567,-97.8431
usb000t00m,Oklahoma,36.1174,-97.4353
usb000szsg,Texas,32.8481,-96.9013
usb000t02w,Oklahoma,36.1195,-97.4251
ismpkansas70051618,Kansas,37.2708333,-97.6313333
ismpkansas70051643,Kansas,37.271,-97.6356667
ismpkansas70051648,Kansas,37.271,-97.6356667
usb000szx5,Oklahoma,36.2888,-97.4398
usb000szyk,Oklahoma,36.0765,-97.2222
usb000szz0,Oklahoma,36.0752,-97.219
usb000szwx,Oklahoma,36.8226,-97.7208
usb000szvl,Oklahoma,36.6,-97.6844
usb000szvm,Oklahoma,36.8201,-97.7191
usb000szw5,Oklahoma,36.8163,-97.7121
usb000t008,Oklahoma,35.9485,-96.7666
usb000t018,Oklahoma,36.3248,-97.5328
usb000t021,Oklahoma,35.8184,-97.4304
usb000t02m,Texas,32.8404,-96.8922
usb000t037,Oklahoma,35.8177,-97.4299
usb000t039,Oklahoma,36.8106,-97.8672
usb000t0d3,Oklahoma,36.8891,-98.2348
usb000t0c6,Oklahoma,36.8577,-97.8444
usb000t0br,Oklahoma,36.8207,-97.7111
usb000t05r,Oklahoma,36.82,-97.7072
usb000t05w,Oklahoma,35.8174,-97.424
usb000t06w,Oklahoma,36.8171,-97.7105
usb000t07g,Kansas,37.2176,-98.056
ismpkansas70052278,Kansas,37.1846667,-97.9893333
usb000t09c,Oklahoma,35.8153,-97.419
usb000t0ac,Oklahoma,35.8136,-97.4185
usb000t0av,Oklahoma,36.6803,-97.7054
usb000t0ay,Oklahoma,36.1146,-97.3101
usb000t0by,Oklahoma,35.8173,-97.4303
usb000t0e2,Oklahoma,35.6741,-97.3792
usb000t0er,Oklahoma,36.5903,-97.8065
usb000t0hv,Oklahoma,36.5886,-97.8084
usb000t1g7,Kansas,37.0689,-97.8995
ismpkansas70069098,Kansas,37.2758333,-97.632
usb000t0ik,Oklahoma,35.674,-97.3797
usb000t0ir,Oklahoma,36.194,-96.7259
usb000t0k5,Oklahoma,36.6434,-97.6742
usb000t0k6,Oklahoma,36.6316,-97.6789
usb000t0me,Oklahoma,36.4236,-97.0274
usb000t0rj,Oklahoma,36.21,-97.535
ismpkansas70052888,Kansas,37.2103333,-97.9388333
usb000t0sl,Oklahoma,36.7177,-98.6484
ismpkansas70052918,Kansas,37.2436667,-97.9776667
ismpkansas70052923,Kansas,37.0745,-97.9088333
ismpkansas70052943,Kansas,37.2266667,-97.93
usb000t0t6,Oklahoma,36.8192,-97.711
usb000t0un,Oklahoma,36.6286,-97.981
usb000t0yl,Oklahoma,36.8706,-98.3362
ismpkansas70053193,Kansas,37.2763333,-97.6275
ismpkansas70053213,Kansas,37.2391667,-97.659
ismpkansas70053218,Kansas,37.27,-97.6313333
ismpkansas70053263,Kansas,37.251,-98.0415
ismpkansas70053268,Kansas,37.2435,-98.0351667
ismpkansas70053273,Kansas,37.1176667,-97.7988333
ismpkansas70053278,Kansas,37.2471667,-98.0383333
usb000t150,Oklahoma,36.7547,-97.5514
ismpkansas70053328,Kansas,37.2101667,-97.9403333
usb000t29l,Oklahoma,36.7164,-97.9275
ismpkansas70053488,Kansas,37.271,-97.6308333
usb000t2aw,Oklahoma,36.8213,-97.7076
usb000t1c3,Texas,32.5035,-97.1328
usb000t1ca,Oklahoma,35.5382,-96.7714
usb000t2ff,Oklahoma,36.6013,-97.7654
usb000t1de,Oklahoma,36.6028,-97.6068
usb000t2iw,Oklahoma,36.5995,-97.7604
usb000t1dy,Oklahoma,35.6727,-97.3788
usb000t1yk,Oklahoma,36.7158,-97.9239
ismpkansas70053813,Kansas,37.0636667,-98.0558333
ismpkansas70054013,Kansas,37.0605,-98.0563333
ismpkansas70054018,Kansas,37.0615,-98.0508333
ismpkansas70054028,Kansas,37.0615,-98.0568333
nm610592,Arkansas,35.4631667,-92.2393333
usb000t1ww,Oklahoma,36.8324,-97.8823
ismpkansas70054048,Kansas,37.0575,-98.0573333
ismpkansas70055068,Kansas,37.0588333,-98.057
usb000t1kd,Oklahoma,36.7569,-97.5734
usb000t1wu,Oklahoma,36.2713,-97.5685
nm610593,Arkansas,35.4051667,-91.6723333
ismpkansas70054068,Kansas,37.2758333,-97.635
nm610594,Arkansas,35.4121667,-91.6753333
usb000t1jr,Oklahoma,35.6716,-97.3744
ismpkansas70054088,Kansas,37.1051667,-98.0428333
usb000t1kg,Oklahoma,36.3268,-97.5232
usb000t1x0,Oklahoma,36.0586,-97.3573
usb000t1x1,Oklahoma,36.4955,-99.0834
usb000t1zj,Oklahoma,36.0623,-97.363
ismpkansas70054128,Kansas,37.0578333,-97.6443333
usc000t452,Oklahoma,36.357,-97.1017
ismpkansas70054158,Kansas,37.2748333,-97.629
ismpkansas70054453,Kansas,37.2811667,-97.6246667
ismpkansas70054198,Kansas,37.2715,-97.631
usb000t21z,Oklahoma,35.6741,-97.377
ismpkansas70054193,Kansas,37.209,-98.0316667
usc000t46r,Oklahoma,36.8661,-97.6465
usb000t2bh,Oklahoma,35.8182,-97.4312
ismpkansas70054258,Kansas,37.2791667,-97.6233333
usb000t22s,Oklahoma,35.671,-97.3788
usb000t263,Oklahoma,36.8234,-97.7234
usb000t25v,Kansas,37.2621,-97.6335
ismpkansas70054298,Kansas,37.0575,-97.6445
ismpkansas70054303,Kansas,37.0618333,-98.0531667
usb000t26d,Oklahoma,36.175,-97.2591
ismpkansas70054323,Kansas,37.2803333,-97.6238333
usb000t26f,Texas,32.836,-96.893
usb000t29e,Oklahoma,36.1767,-97.2641
usb000t29m,Oklahoma,36.6179,-97.8666
ismpkansas70054428,Kansas,37.0606667,-97.8723333
usb000t2b0,Oklahoma,35.8165,-97.4344
usb000t2bt,Oklahoma,36.6318,-98.0151
usb000t2bn,Colorado,37.1054,-104.9393
ismpkansas70054513,Kansas,37.2778333,-97.6223333
usb000t2cw,Oklahoma,36.5082,-99.0578
ismpkansas70054518,Kansas,37.2793333,-97.6205
usb000t2dn,Oklahoma,36.8207,-97.7037
ismpkansas70054528,Kansas,37.1546667,-97.8298333
usc000t3k8,Oklahoma,36.4292,-99.1425
usc000t3k4,Oklahoma,36.8718,-97.6534
usb000t2ii,Oklahoma,36.4905,-99.0968
usb000t2jq,Oklahoma,36.4805,-99.0025
ismpkansas70054583,Kansas,37.255,-97.6511667
usb000t2id,Oklahoma,36.5,-99.0406
ismpkansas70054618,Kansas,37.1181667,-97.7983333
usb000t2ez,Oklahoma,36.5903,-98.2956
usb000t2ex,Oklahoma,36.5021,-99.0279
usb000t2fh,Oklahoma,36.7564,-97.5771
ismpkansas70054678,Kansas,37.278,-97.6236667
usb000t2i3,Oklahoma,36.4885,-99.0852
ismpkansas70054688,Kansas,37.2525,-97.6418333
usb000t2ir,Oklahoma,36.2119,-97.5561
usc000t4lu,Oklahoma,36.851,-97.8443
usc000t3sp,Oklahoma,36.8411,-97.8714
usc000t3n0,Oklahoma,36.3095,-96.8674
usc000t3vm,Oklahoma,36.3986,-96.7395
usc000t3s4,Oklahoma,36.2697,-97.2523
usc000t3ni,Oklahoma,36.7567,-97.5753
usc000t3ne,Oklahoma,35.8197,-97.4383
usc000t3nv,Oklahoma,36.4207,-97.2902
usc000t3p8,Kansas,37.1969,-98.0016
ismpkansas70054863,Kansas,37.2038333,-98.0241667
usc000t3ps,Oklahoma,36.2871,-97.4335
usc000t3rp,Oklahoma,36.2866,-97.4336
usc000t3t4,Oklahoma,36.8588,-98.2614
usc000t3sn,Oklahoma,36.758,-97.5781
usc000t3tk,Oklahoma,36.5163,-99.0229
usc000t3uc,Oklahoma,36.346,-97.0968
usc000t3us,Oklahoma,36.8476,-98.2226
usc000t3v3,Oklahoma,35.5878,-97.3722
ismpkansas70055038,Kansas,37.0391667,-97.8833333
usc000t3w0,Oklahoma,35.8999,-97.2543
usc000t4vk,Oklahoma,36.5045,-99.0472
usc000t3wf,Oklahoma,36.6734,-97.6102
ismpkansas70055103,Kansas,37.0616667,-98.0605
ismpkansas70055113,Kansas,37.0523333,-97.9256667
usc000t3wj,Kansas,36.9292,-98.0337
usc000t3wr,Oklahoma,36.674,-97.6137
usc000t3wu,Oklahoma,36.023,-97.0946
ismpkansas70055218,Kansas,37.0626667,-98.0586667
usc000t3x9,Oklahoma,35.6714,-97.3731
ismpkansas70055263,Kansas,37.061,-98.0491667
usc000t406,Oklahoma,35.958,-97.3658
usc000t442,Oklahoma,36.7026,-98.2923
usc000t448,Oklahoma,36.7032,-98.2949
usc000t451,Oklahoma,36.4192,-97.289
ismpkansas70055373,Kansas,37.0973333,-98.0061667
ismpkansas70055438,Kansas,37.2315,-97.968
usc000t48b,Oklahoma,36.7612,-98.0514
ismpkansas70055518,Kansas,37.0835,-97.5925
ismpkansas70055533,Kansas,37.0213333,-97.907
ismpkansas70055538,Kansas,37.0841667,-97.5905
usc000t4gw,Oklahoma,36.1599,-96.9945
usc000t499,Oklahoma,36.1595,-96.9915
ismpkansas70055578,Kansas,37.08,-98.0331667
usc000t4h2,Oklahoma,36.2551,-97.2651
usc000t4av,Oklahoma,36.7533,-97.58
usc000t4cf,Oklahoma,36.5937,-97.6525
usc000t4h7,Oklahoma,36.6708,-97.6137
ismpkansas70055763,Kansas,37.234,-97.9661667
ismpkansas70055818,Kansas,37.2688333,-97.6373333
usc000t4lp,Oklahoma,36.267,-96.9345
ismpkansas70055833,Kansas,37.2691667,-97.6373333
usc000t4e9,Kansas,37.2688,-97.6214
ismpkansas70055913,Kansas,37.2406667,-97.947
usc000t4ju,Oklahoma,36.7465,-97.5538
usc000t4g8,Oklahoma,34.1752,-96.7559
usc000t4gi,Oklahoma,35.8197,-97.4393
usc000t4jm,Oklahoma,36.7527,-97.5543
ismpkansas70056038,Oklahoma,36.9541667,-97.7925
usc000t4in,Oklahoma,36.5754,-97.4274
usc000t4ja,Oklahoma,35.7378,-97.5863
usc000t4nb,Oklahoma,35.745,-97.122
usc000t4mv,Oklahoma,36.9371,-97.4043
usc000t4q0,Oklahoma,35.4722,-97.3594
usc000t4zj,Oklahoma,36.5343,-97.148
usc000t4z6,Oklahoma,36.1147,-97.2614
ismpkansas70056263,Kansas,37.102,-97.6175
ismpkansas70056268,Oklahoma,36.9558333,-97.7918333
ismpkansas70056273,Oklahoma,36.9541667,-97.7896667
usc000t4rd,Oklahoma,35.8213,-97.4398
usc000t4rh,Oklahoma,35.8188,-96.8213
ismpkansas70056288,Kansas,37.2873333,-97.6293333
usc000t4rn,Oklahoma,35.8171,-96.8164
usc000t4rx,Oklahoma,35.8148,-96.8249
usc000t4s2,Oklahoma,36.8392,-97.8756
usc000t4sr,Oklahoma,36.751,-97.556
ismpkansas70056348,Kansas,37.079,-98.0265
ismpkansas70056353,Kansas,37.0783333,-98.0286667
usc000t4t2,Kansas,37.0878,-97.6345
usc000t4vq,Oklahoma,36.2877,-97.4316
usc000tg1a,Oklahoma,35.673,-97.376
ismpkansas70056403,Kansas,37.0956667,-98.0055
usc000t4vh,Oklahoma,36.2857,-97.433
usc000t4vl,Oklahoma,36.3248,-97.5291
usc000t4vy,Oklahoma,36.324,-97.5283
usc000t4zy,Oklahoma,35.4808,-96.5277
usc000t4yv,Oklahoma,35.4798,-96.5257
usc000t5by,Oklahoma,35.4762,-96.5204
usc000t4zs,Oklahoma,36.3274,-97.5225
usc000t5bg,Oklahoma,36.8671,-98.1195
ismpkansas70056448,Kansas,37.2618333,-97.6526667
usc000t523,Oklahoma,35.4782,-96.5216
usc000t526,Texas,32.8621,-96.9338
usc000t5a2,Oklahoma,35.8021,-97.4363
usc000t596,Oklahoma,36.3556,-97.1233
usc000t59c,Oklahoma,36.0785,-97.5655
usc000t52g,Oklahoma,36.8405,-97.8152
usc000t561,Oklahoma,36.2887,-97.4333
ismpkansas70056498,Kansas,37.2548333,-97.6491667
ismpkansas70056493,Oklahoma,36.9896667,-97.6053333
ismpkansas70056503,Kansas,37.2573333,-97.649
usc000t53q,Oklahoma,35.8176,-97.4329
usc000t53u,Oklahoma,36.2639,-97.0412
usc000t5dc,Oklahoma,36.9163,-98.267
ismpkansas70056523,Kansas,37.2561667,-97.6501667
ismpkansas70056528,Kansas,37.2756667,-97.6351667
usc000t58z,Oklahoma,36.8722,-98.1235
usc000t595,Oklahoma,36.1473,-97.0076
ismpkansas70056563,Kansas,37.0505,-97.9306667
usc000t5cw,Oklahoma,36.6011,-98.2176
ismpkansas70056618,Kansas,37.1538333,-98.0215
ismpkansas70056683,Kansas,37.254,-97.6486667
ismpkansas70056698,Kansas,37.0528333,-97.9258333
ismpkansas70056718,Kansas,37.2658333,-97.841
usc000t5ia,Oklahoma,36.7616,-98.0542
usc000t5mt,Oklahoma,35.8101,-97.4289
usc000t5mg,Oklahoma,36.7615,-98.0535
ismpkansas70056783,Kansas,37.0423333,-97.9223333
ismpkansas70056803,Kansas,37.2118333,-97.8818333
ismpkansas70056813,Kansas,37.215,-97.8853333
usc000t5p0,Oklahoma,36.7067,-98.0332
usc000t5p7,Oklahoma,36.9511,-97.7998
usc000t5qm,Oklahoma,35.6758,-97.3814
usc000t5q8,Oklahoma,36.8717,-98.1284
usc000t5sx,Oklahoma,36.8707,-98.1223
usc000t5t4,Oklahoma,36.8741,-98.12
usc000t7cy,Oklahoma,36.608,-97.8143
ismpkansas70056973,Kansas,37.1533333,-98.0213333
usc000t5ux,Texas,32.8501,-96.8902
usc000t7g3,Oklahoma,36.8442,-97.8743
ismpkansas70057023,Kansas,37.2321667,-97.9648333
usc000t631,Oklahoma,36.8666,-98.2872
usc000t5xc,Oklahoma,36.3524,-97.091
usc000t60h,Oklahoma,36.2409,-97.0002
ismpkansas70057113,Kansas,37.2103333,-98.014
usc000t63b,Oklahoma,36.8348,-97.6825
usc000t63t,Oklahoma,36.2564,-97.2704
usc000t64i,Oklahoma,36.2623,-97.0378
usc000t65w,Oklahoma,36.2633,-97.0363
ismpkansas70057213,Kansas,37.2141667,-98.0158333
usc000t67r,Oklahoma,36.8708,-98.1221
ismpkansas70057273,Kansas,37.2111667,-98.0136667
ismpkansas70057308,Kansas,37.2355,-97.9678333
ismpkansas70057318,Kansas,37.0648333,-98.0531667
usc000t6an,Oklahoma,36.3241,-97.5347
usc000t7wu,Oklahoma,36.3259,-97.5317
ismpkansas70057463,Kansas,37.1935,-98.0191667
ismpkansas70057473,Kansas,37.0133333,-97.9096667
usc000t6p5,Oklahoma,36.599,-98.228
usc000t6kw,Oklahoma,36.3251,-97.5296
usc000t7zm,Oklahoma,36.3152,-96.7675
usc000t81n,Oklahoma,36.8696,-98.1252
usc000t6hb,Oklahoma,36.8706,-98.1272
ismpkansas70057563,Kansas,37.065,-98.06
usc000t6hr,Oklahoma,36.3165,-96.7556
usc000t6ht,Oklahoma,36.3176,-96.7569
usc000t8bh,Oklahoma,36.3144,-96.761
usc000t6kq,Oklahoma,36.3153,-96.7712
usc000t6js,Oklahoma,36.3258,-97.5324
usc000t6kf,Oklahoma,36.3274,-97.5343
usc000t8f8,Oklahoma,36.3271,-97.5291
usc000t8gh,Oklahoma,36.7807,-98.0121
usc000t6l6,Oklahoma,36.4847,-98.2051
usc000t6p1,Oklahoma,36.3245,-97.5351
usc000t6mn,Oklahoma,36.3187,-96.7553
ismpkansas70057643,Kansas,37.2743333,-97.6323333
usc000t8ia,Oklahoma,36.3281,-97.529
usc000t6nu,Oklahoma,36.3274,-97.5262
usc000t760,Oklahoma,36.312,-96.7614
usc000t73x,Oklahoma,36.3149,-96.7543
usc000t72w,Oklahoma,36.7533,-97.5459
usc000t6qm,Oklahoma,36.3126,-96.7571
usc000t6r0,Oklahoma,36.2599,-97.0384
usc000t6zn,Oklahoma,36.3088,-96.762
usc000t6wv,Oklahoma,35.892,-97.1518
usc000t6zi,Oklahoma,36.8689,-98.1175
usc000t6x6,Oklahoma,36.831,-98.2892
usc000t6xa,Oklahoma,36.8653,-98.1227
usc000t6wa,Texas,32.8412,-96.9009
usc000t70h,Oklahoma,36.1821,-97.3721
usc000t71g,Oklahoma,35.4929,-96.8293
usc000t74t,Oklahoma,36.3251,-97.5386
usc000t8hu,Oklahoma,36.2564,-97.2594
usc000t7fn,Oklahoma,36.5871,-98.2808
ismpkansas70057918,Kansas,37.1388333,-97.8766667
usc000t7fh,Oklahoma,36.3107,-96.7387
usc000t7f4,Oklahoma,36.1558,-97.4848
usc000t7bj,Oklahoma,36.325,-97.5363
usc000t7cz,Kansas,36.928,-97.9988
ismpkansas70057958,Kansas,37.2805,-97.6266667
usc000t7d0,Oklahoma,36.8676,-98.1224
usc000t7e4,Oklahoma,36.8689,-98.1236
usc000t7ii,Oklahoma,35.7994,-97.3605
usc000t7jr,Oklahoma,36.297,-98.1869
ismpkansas70058123,Kansas,37.278,-97.6335
usc000t7pp,Oklahoma,36.0864,-97.5027
usc000t7nd,Oklahoma,35.8079,-97.409
usc000t7sp,Texas,32.8507,-96.9193
usc000t7st,Oklahoma,36.0868,-97.5035
usc000t82b,Oklahoma,36.1511,-97.4904
ismpkansas70058358,Kansas,37.21,-98.018
usc000t8gg,Oklahoma,36.2607,-97.2641
ismpkansas70058393,Kansas,37.2865,-97.6078333
usc000t8fh,Oklahoma,36.2854,-97.4333
usc000t8ae,Oklahoma,36.7621,-98.0496
usc000t89b,Oklahoma,36.7564,-97.5659
usc000t8zf,Kansas,37.1637,-98.0406
usc000t8am,Oklahoma,36.7605,-97.5594
usc000t8a3,Oklahoma,35.8038,-97.4048
ismpkansas70058628,Kansas,37.1636667,-98.0258333
usc000t8a6,Oklahoma,35.4753,-97.3538
usc000t8ei,Oklahoma,36.3273,-97.5333
usc000t8ax,Oklahoma,36.357,-97.0841
usc000t8bj,Texas,32.8245,-96.9317
usc000t8j5,Oklahoma,35.9723,-97.1747
ismpkansas70058698,Kansas,37.2621667,-98.0948333
usc000t8ls,Oklahoma,36.3666,-97.054
usc000t8mv,Oklahoma,36.8671,-98.1198
usc000t8mr,Oklahoma,36.8204,-97.7143
usc000t8n5,Texas,32.8304,-96.9188
usc000t93w,Oklahoma,36.8696,-98.1218
ismpkansas70058753,Kansas,37.1736667,-97.9136667
ismpkansas70058793,Kansas,37.1143333,-98.0016667
usc000t8q3,Kansas,37.2667,-97.6301
ismpkansas70058823,Kansas,37.1165,-98.0033333
ismpkansas70058828,Kansas,37.2463333,-97.6426667
usc000t8sh,Oklahoma,36.0574,-97.3705
usc000t8t4,Oklahoma,36.1751,-97.3867
ismpkansas70058878,Kansas,37.1148333,-98.0015
usc000t968,Oklahoma,36.3137,-96.751
usc000t8uh,Oklahoma,36.761,-97.5719
usc000t8xn,Oklahoma,36.7564,-97.5583
ismpkansas70058953,Kansas,37.2496667,-98.0118333
usc000t8v7,Oklahoma,36.5278,-98.227
usc000t98w,Oklahoma,35.9709,-97.1744
usc000t8ws,Kansas,36.9379,-97.7253
ismpkansas70059068,Oklahoma,36.9521667,-98.0696667
usc000t8xq,Oklahoma,36.6267,-97.7149
usc000t8xu,Oklahoma,36.6285,-97.7101
usc000t9fe,Oklahoma,36.6291,-97.714
usc000t908,Kansas,37.2061,-98.0114
usc000t90l,Oklahoma,36.8024,-98.1933
ismpkansas70059108,Kansas,37.2095,-98.0148333
usc000t90z,Oklahoma,36.0671,-97.3586
ismpkansas70059123,Kansas,37.1695,-97.9106667
usc000t979,Oklahoma,36.8761,-97.7027
usc000t91v,Kansas,37.2478,-97.9518
usc000t91z,Kansas,37.2649,-97.9365
ismpkansas70059158,Kansas,37.2385,-97.9523333
ismpkansas70059163,Kansas,37.21,-98.0156667
ismpkansas70059168,Kansas,37.1948333,-98.0113333
usc000t983,Oklahoma,36.6524,-97.6526
ismpkansas70059188,Kansas,37.2431667,-97.9568333
usc000t937,Oklahoma,36.2766,-97.2252
ismpkansas70059253,Kansas,37.2861667,-97.608
ismpkansas70059328,Kansas,37.0945,-98.0026667
usc000t93x,Oklahoma,36.757,-97.5838
ismpkansas70059353,Kansas,37.28,-97.6096667
ismpkansas70059358,Kansas,37.2793333,-97.6066667
ismpkansas70059368,Kansas,37.289,-97.6055
ismpkansas70059373,Kansas,37.286,-97.607
usc000t96a,Oklahoma,36.7531,-97.5769
ismpkansas70059388,Kansas,37.2828333,-97.6105
usc000t998,Oklahoma,36.504,-99.0618
usc000t9jq,Oklahoma,36.7567,-97.5759
usc000t9ax,Kansas,36.9409,-97.6785
usc000t9gi,Oklahoma,36.4604,-97.2958
usc000t9bb,Oklahoma,36.7531,-97.5596
ismpkansas70059483,Kansas,37.2011667,-98.0228333
usc000t9c1,Oklahoma,35.4417,-97.9273
usc000t9fm,Oklahoma,36.7925,-97.7633
ismpkansas70059493,Kansas,37.2608333,-97.6388333
usc000t9fq,Oklahoma,36.7573,-97.5779
ismpkansas70059523,Kansas,37.1668333,-97.9135
ismpkansas70059528,Kansas,37.166,-97.914
ismpkansas70059533,Kansas,37.1675,-97.9133333
usc000t9d5,New Mexico,36.9501,-104.7718
ismpkansas70059563,Kansas,37.1133333,-98.0016667
usc000t9g2,Oklahoma,36.8185,-97.7049
ismpkansas70059598,Kansas,37.1678333,-97.915
usc000t9gg,Oklahoma,36.8021,-98.1315
usc000t9hy,Oklahoma,35.811,-97.4277
usc000t9if,Oklahoma,36.1109,-97.077
usc000t9i2,Oklahoma,36.8913,-97.6911
ismpkansas70059633,Kansas,37.244,-97.9581667
usc000t9ks,Oklahoma,36.326,-97.5313
ismpkansas70059648,Kansas,37.1663333,-97.9143333
ismpkansas70059653,Kansas,37.1673333,-97.9153333
usc000t9ue,Oklahoma,36.6229,-97.7163
nm610683,Arkansas,36.0076667,-91.3448333
usc000te6j,Oklahoma,36.3294,-97.53
usc000te6y,Oklahoma,36.6712,-97.7289
ismpkansas70060048,Oklahoma,36.9633333,-98.0226667
ismpkansas70060058,Oklahoma,36.964,-98.0235
ismpkansas70060063,Kansas,37.0805,-98.034
usc000tapc,Oklahoma,36.7959,-97.7641
usc000ta0k,Oklahoma,36.6235,-98.3455
ismpkansas70060093,Kansas,37.0425,-97.8456667
ismpkansas70060143,Kansas,37.2181667,-97.6151667
usc000t9z0,Texas,32.9924,-100.7992
usc000t9zk,Oklahoma,35.8124,-97.4167
ismpkansas70060183,Kansas,37.2108333,-97.8931667
usc000ta04,Oklahoma,36.368,-97.0684
usc000ta0j,Kansas,37.1214,-97.9981
ismpkansas70060213,Kansas,37.2078333,-98.0178333
ismpkansas70060263,Kansas,37.1176667,-98.0535
usc000ta8w,Oklahoma,36.804,-98.1869
usc000ta2z,Oklahoma,36.8021,-98.1623
usc000ta2x,Oklahoma,35.8104,-97.416
ismpkansas70060328,Kansas,37.0611667,-97.9358333
ismpkansas70060333,Kansas,37.0631667,-97.9406667
usc000ta66,Oklahoma,36.7532,-97.5661
usc000ta60,Oklahoma,35.8143,-97.4177
usc000ta6r,Colorado,37.0159,-104.8487
ismpkansas70060368,Kansas,37.2151667,-97.8856667
ismpkansas70066943,Kansas,37.2135,-97.8815
ismpkansas70060373,Kansas,37.1103333,-98.004
ismpkansas70060378,Kansas,37.209,-98.0096667
usc000ta7c,Oklahoma,35.9107,-97.2513
ismpkansas70060393,Kansas,37.062,-97.9368333
ismpkansas70060398,Kansas,37.2071667,-98.0088333
ismpkansas70060403,Kansas,37.2121667,-98.012
ismpkansas70060413,Kansas,37.2445,-98.0226667
usc000ta8y,Oklahoma,36.2837,-96.8918
ismpkansas70060423,Kansas,37.0805,-98.034
usc000tapm,Oklahoma,36.2456,-97.0044
usc000tce3,Oklahoma,36.5726,-97.4378
ismpkansas70060473,Kansas,37.229,-97.9543333
usc000tadx,Oklahoma,35.8147,-97.4181
usc000tcew,Oklahoma,36.7927,-97.7655
usc000tapy,Oklahoma,35.8138,-97.4187
ismpkansas70060588,Kansas,37.1991667,-97.8966667
usc000taet,Oklahoma,36.6704,-97.612
usc000taey,Kansas,37.2352,-97.6005
ismpkansas70060668,Oklahoma,36.9738333,-97.8626667
ismpkansas70060813,Kansas,37.2296667,-97.953
ismpkansas70061113,Kansas,37.2281667,-97.9548333
usc000tahp,Oklahoma,36.1862,-97.3771
ismpkansas70061413,Kansas,37.2001667,-97.8981667
usc000tahx,Texas,34.7446,-100.3593
ismpkansas70061443,Kansas,37.1946667,-98.015
usc000taic,Oklahoma,36.361,-97.4511
ismpkansas70061473,Kansas,37.0936667,-98.003
ismpkansas70061533,Kansas,37.0375,-97.8443333
ismpkansas70061538,Kansas,37.1051667,-98.0316667
usc000tajx,Oklahoma,36.8363,-97.8757
usc000takq,Oklahoma,36.7545,-98.1778
usc000tecw,Oklahoma,36.6704,-97.6191
ismpkansas70061613,Kansas,37.0513333,-97.92
ismpkansas70061618,Kansas,37.0521667,-97.9181667
ismpkansas70061623,Kansas,37.0583333,-97.6445
usc000tarw,Oklahoma,35.815,-97.4091
usc000texr,Oklahoma,36.6252,-97.7233
usc000tast,Oklahoma,36.3619,-97.4506
usc000tash,Texas,32.8372,-96.9132
ismpkansas70061648,Kansas,37.161,-98.025
ismpkansas70061653,Kansas,37.1146667,-98.0098333
usc000tasq,Oklahoma,36.5709,-98.3251
usc000tbu0,Oklahoma,36.728,-98.31
usc000tavi,Oklahoma,36.2602,-97.2834
usc000tavp,Oklahoma,36.7008,-98.055
usc000tauk,Oklahoma,36.7255,-98.3075
usc000taut,Oklahoma,36.7251,-98.3084
usc000tf1h,Oklahoma,36.7294,-98.2985
usc000tf1p,Oklahoma,35.8042,-97.1317
ismpkansas70061693,Kansas,37.0578333,-97.646
usc000taww,Oklahoma,36.822,-97.7109
usc000tczp,Oklahoma,36.6561,-97.6392
ismpkansas70061723,Kansas,37.198,-97.8843333
ismpkansas70061728,Kansas,37.1973333,-97.8845
usc000taxd,Oklahoma,36.7211,-98.1713
usc000tdc2,Oklahoma,36.6675,-97.6154
usc000tdcv,Oklahoma,36.8499,-97.7032
ismpkansas70061943,Kansas,37.2015,-97.8951667
ismpkansas70061958,Kansas,37.2003333,-97.8948333
usc000tazd,Texas,32.9473,-100.8401
ismpkansas70061988,Kansas,37.2003333,-97.8936667
ismpkansas70061998,Kansas,37.1991667,-97.8931667
usc000tb1r,Texas,32.9414,-100.8872
usc000tb61,Oklahoma,36.6558,-97.6348
usc000tcfz,Oklahoma,36.6712,-97.6148
ismpkansas70062078,Kansas,37.14,-97.7296667
usc000tcga,Kansas,36.9319,-97.4921
usc000tb51,Kansas,36.929,-97.4929
ismpkansas70062143,Kansas,37.2461667,-98.0278333
usc000tb5s,Oklahoma,36.8137,-97.71
ismpkansas70062153,Kansas,37.247,-98.0336667
ismpkansas70062158,Kansas,37.2455,-98.0321667
ismpkansas70062163,Kansas,37.2481667,-98.0331667
