order_number,well_number,approval_date,year
1000550033.0,96,2009-09-18,2009
452080.0,23-2,2001-05-15,2001
450485.0,15,2001-04-03,2001
450484.0,14,2001-04-03,2001
486163.0,5-10,2004-02-11,2004
450491.0,41-8,2001-04-03,2001
474028.0,1,2003-03-28,2003
458023.0,18-7,2001-11-08,2001
457358.0,19-9,2001-10-17,2001
460001.0,A-4,2002-01-18,2002
1407000063.0,8,2014-06-04,2014
468490.0,14,2002-10-07,2002
468322.0,11,2002-10-01,2002
1501600003.0,41-9,2014-12-30,2014
480674.0,34-1,2003-09-23,2003
492864.0,1-15,2004-07-30,2004
516479.0,218,2005-12-15,2005
508446.0,221,2005-07-18,2005
549984.0,7A,2008-02-12,2008
539378.0,224,2007-05-15,2007
1306330064.0,29-A,2013-06-03,2013
1304140071.0,29-1,2013-03-11,2013
1706120038.0,30-1,2017-02-24,2017
1306330063.0,9-A,2013-11-08,2013
1503690119.0,95-A,2015-01-20,2015
557884.0,61-11,2008-08-11,2008
545832.0,46-8,2007-10-25,2007
552309.0,353,2008-04-04,2008
552015.0,351,2008-03-31,2008
533127.0,377,2006-12-12,2006
1102750064.0,104,2010-11-19,2010
1006910145.0,103,2010-05-21,2010
1501600002.0,46-9,2008-10-28,2008
552312.0,335,2008-04-04,2008
1704300002.0,61-15,2017-01-09,2017
534080.0,361,2007-01-09,2007
553125.0,337,2008-04-24,2008
552310.0,344,2008-04-04,2008
563188.0,7-9,2008-12-10,2008
545591.0,62-3,2007-10-18,2007
1002650035.0,7-3,2009-11-18,2009
1106240052.0,7-4,2011-06-22,2011
552014.0,318,2008-03-31,2008
1503690121.0,10-A,2015-01-20,2015
553523.0,5-A,2008-05-05,2008
537476.0,123,2007-04-02,2007
1503690120.0,45-A,2015-01-20,2015
1003670028.0,9-5B,2010-01-20,2010
565385.0,12-1,2009-02-18,2009
1206730009.0,126,2012-08-20,2012
556433.0,139,2008-07-09,2008
565386.0,1-7,2009-02-18,2009
557885.0,2-5,2008-08-11,2008
558109.0,40-21,2008-08-15,2008
1409320026.0,3-36,2014-09-19,2014
564889.0,61-20,2009-02-02,2009
570837.0,141,2009-10-13,2009
1709600064.0,142,2017-08-30,2017
1408150061.0,14-3,2014-06-04,2014
569061.0,12-13W,2009-07-16,2009
566213.0,13-7W,2009-03-17,2009
571876.0,12-12W,2009-12-01,2009
1003540017.0,12-8W,2010-01-04,2010
566641.0,13-4W,2009-04-02,2009
567506.0,3-20,2009-05-07,2009
1104670068.0,57,2011-02-16,2011
1001890028.0,5-11,2009-09-30,2009
1000810045.0,143,2009-09-25,2009
1302720071.0,65,2012-11-27,2012
1004670028.0,29-8,2010-03-10,2010
1003890035.0,3,2010-01-26,2010
1006500112.0,2-36,2010-05-27,2010
1708300042.0,146,2017-01-24,2017
1006990008.0,2-36,2010-05-27,2010
1006940030.0,7,2010-05-17,2010
1008420031.0,46-12,2010-11-19,2010
1008420030.0,66-5,2010-11-09,2010
1104790028.0,3-29,2011-07-07,2011
1506120080.0,1-KI,2015-10-12,2015
1303340054.0,1-22,2013-01-18,2013
1506120076.0,5-KI,2015-10-12,2015
1506120077.0,4-KI,2015-10-12,2015
1506120078.0,3-KI,2015-11-05,2015
1506120075.0,6-KI,2015-10-12,2015
1506120079.0,2-KI,2015-10-12,2015
1105850116.0,13-2,2011-06-08,2011
1700800010.0,154,2016-11-02,2016
1105650002.0,120A,2011-04-14,2011
1105160142.0,3-16,2011-03-18,2011
1100190096.0,2,2011-07-01,2011
1105500154.0,43-7,2011-05-16,2011
1105500155.0,44-35,2011-08-15,2011
1402730007.0,18,2013-11-25,2013
1202790218.0,3-33,2011-11-29,2011
1500810025.0,2,2014-09-29,2014
1202420137.0,10-10,2011-12-02,2011
1207660004.0,12-3,2014-02-06,2014
1204390151.0,2-33,2012-04-20,2012
1709360005.0,157,2017-07-07,2017
1302380014.0,44A,2012-10-30,2012
1401140007.0,82A,2014-01-09,2014
1408150023.0,109,2014-08-21,2014
1401430019.0,90A,2013-11-25,2013
1604550077.0,11,2016-01-08,2016
1402730006.0,44,2013-11-13,2013
1406060032.0,232,2014-11-03,2014
1206410057.0,4-6,2012-11-20,2012
1301030042.0,3-33,2012-08-30,2012
1304080060.0,37,2013-02-13,2013
1404220015.0,116,2014-01-21,2014
1403640065.0,236,2014-01-13,2014
1404220018.0,47A,2014-01-13,2014
1304850059.0,3-10,2013-04-17,2013
1303220043.0,17,2013-04-15,2013
1303580063.0,19,2013-04-09,2013
1306640053.0,18,2013-07-01,2013
1404070054.0,85-4,2014-05-22,2014
1402730005.0,58,2013-11-27,2013
1404220016.0,240,2014-01-13,2014
1404220019.0,32A,2015-05-01,2015
1306440019.0,15-7,2013-06-25,2013
1400970033.0,2-36,2013-10-11,2013
1407990053.0,1,2014-12-18,2014
1401830024.0,6-36,2014-09-03,2014
1607490008.0,7-36,2016-06-21,2016
1406060033.0,249,2014-05-22,2014
1501270035.0,96A,2015-02-03,2015
1408320059.0,111A,2014-08-27,2014
1501270036.0,247,2014-12-30,2014
1405500101.0,248,2014-02-21,2014
1403340014.0,29-10,2014-01-10,2014
1408640009.0,250,2014-12-04,2014
1404540013.0,4-9,2014-06-11,2014
1404540012.0,3-28,2014-02-06,2014
1404540011.0,1-28,2011-06-04,2011
1501480007.0,256,2015-03-10,2015
1501480008.0,258,2015-03-09,2015
1501480006.0,257,2015-03-04,2015
1502320046.0,252,2015-08-26,2015
649866.0,1,2016-02-16,2016
1710530007.0,156,2017-08-10,2017
1703090034.0,43,2016-11-16,2016
1706190045.0,48,2016-04-06,2016
1706190046.0,54,2017-03-16,2017
118805.0,8-20,1976-02-03,1976
429920.0,17-34,1999-02-01,1999
297228.0,2,1986-04-29,1986
435890.0,1,1999-10-12,1999
106687.0,7-45,1974-07-24,1974
113628.0,5-17,1975-06-26,1975
569009.0,17-36,2009-07-14,2009
118806.0,3-30,1976-02-03,1976
106687.0,7-44,1974-07-24,1974
391210.0,7,1995-04-05,1995
260155.0,3,1984-05-31,1984
106687.0,7-43,1974-07-24,1974
82507.0,5,1970-11-04,1970
396745.0,9,1995-10-31,1995
348017.0,3,1990-06-20,1990
362149.0,5,1991-12-20,1991
368132.0,13-1,1992-09-08,1992
1101800049.0,22,2011-01-13,2011
451711.0,4,2001-05-04,2001
549770.0,8-9,2008-02-07,2008
170395.0,2-3,1980-06-04,1980
435674.0,12-4,1999-10-05,1999
287612.0,1,1985-10-28,1985
163288.0,152,1980-01-24,1980
153617.0,H-6I,1979-05-30,1979
1202300035.0,1,2012-02-02,2012
453314.0,3-13,2001-06-20,2001
375717.0,2,1993-08-06,1993
1307390061.0,5-13,2013-09-06,2013
1307390060.0,6-13,2013-09-06,2013
1307360060.0,6-36,2013-07-26,2013
1104370066.0,2-36,2011-02-07,2011
308339.0,2,1987-02-02,1987
295120.0,2-3,1986-03-25,1986
184174.0,5-4A,1981-02-17,1981
541632.0,1,2007-07-11,2007
1302280002.0,3-20,2012-10-30,2012
323582.0,1,1988-03-24,1988
293828.0,5-D,1986-02-28,1986
506436.0,14-1,2005-06-06,2005
1303180050.0,8-35,2013-01-03,2013
1406790080.0,2-25,2014-04-23,2014
1004470029.0,1-13,2010-02-18,2010
1307360063.0,1-13X,2013-09-06,2013
1307390059.0,8-36,2013-07-26,2013
1307590069.0,9-36,2013-10-11,2013
1708440027.0,2,2017-06-13,2017
1600330098.0,8-25,2015-09-17,2015
159064.0,10-3,1979-10-19,1979
1307360061.0,2-13,2013-09-06,2013
1307390062.0,3-36,2013-09-06,2013
501694.0,1,2005-02-24,2005
114301.0,1,1975-07-28,1975
405476.0,46,1996-09-24,1996
447367.0,1-17,2000-12-07,2000
371422.0,1-27,1993-01-26,1993
1602490009.0,33-1,2015-11-23,2015
113322.0,12-3,1975-06-06,1975
440054.0,2,2000-04-04,2000
192565.0,1-17,1981-06-19,1981
440100.0,4,2000-04-04,2000
440055.0,1,2000-04-04,2000
440061.0,D3,2000-04-04,2000
440062.0,D4,2000-04-04,2000
440059.0,C-16-4,2000-04-04,2000
450482.0,2,2001-04-03,2001
369228.0,2-7,1992-10-26,1992
369131.0,1-26,1992-10-21,1992
371829.0,11-11,1993-02-16,1993
371827.0,10-8,1993-02-16,1993
371507.0,10-11,1993-02-01,1993
415976.0,12-4,1993-02-01,1993
573749.0,9,2010-02-25,2010
404092.0,2,1996-08-07,1996
1103700020.0,1-22,2011-02-07,2011
565943.0,1,2009-03-05,2009
1508350034.0,1903,2015-06-19,2015
120875.0,2,1976-04-22,1976
1200350042.0,1,2011-08-29,2011
361995.0,1,1991-12-13,1991
36764.0,1,1958-03-24,1958
69518.0,B-3,1968-07-08,1968
32454.0,15,1956-05-01,1956
84913.0,A1,1971-05-11,1971
80770.0,3,1970-06-19,1970
1709830012.0,12-2,2017-08-09,2017
534078.0,3-2,2007-01-09,2007
364829.0,2,1992-04-20,1992
1609670006.0,1,2016-08-24,2016
527102.0,2D,2006-07-17,2006
378089.0,2,1993-11-22,1993
75648.0,1,1969-07-22,1969
75650.0,A-1,1969-07-22,1969
56315.0,2,1964-09-23,1964
180925.0,2,1980-12-12,1980
75653.0,6-1,1969-07-22,1969
452315.0,1,2001-05-22,2001
155737.0,2,1979-07-26,1979
426219.0,3,1998-09-03,1998
1006800023.0,1,2010-05-27,2010
104052.0,1,1974-03-25,1974
1204430005.0,2,2012-04-24,2012
1204430001.0,1,2012-04-24,2012
571176.0,1,2009-10-29,2009
352380.0,1-20,1990-12-07,1990
537546.0,34-1,2007-04-04,2007
531595.0,1-27,2006-10-30,2006
422681.0,2-30,1998-04-27,1998
550223.0,11-1,2008-02-20,2008
556629.0,2-10,2008-07-14,2008
1601730002.0,1,2015-10-07,2015
652511.0,1,2016-05-10,2016
1204430004.0,A#1,2012-04-20,2012
1204430003.0,1,2012-04-24,2012
476472.0,1,2003-06-02,2003
633811.0,SWDW 1,2014-12-04,2014
66365.0,1,1967-07-10,1967
267430.0,2,1984-10-23,1984
153241.0,1,1979-05-17,1979
489399.0,2,2004-04-29,2004
430794.0,4B,1999-03-10,1999
201911.0,4,1981-11-05,1981
240345.0,2,1983-06-22,1983
105278.0,A-5,1974-05-16,1974
105279.0,6,1974-05-16,1974
1403710051.0,7,2015-09-01,2015
135658.0,1-A,1977-11-21,1977
437603.0,1,1999-12-28,1999
438216.0,1-B,2000-01-24,2000
447832.0,18,2000-12-27,2000
364997.0,2,1992-04-28,1992
155727.0,3,1979-07-26,1979
268452.0,5,1984-11-09,1984
253658.0,2A,1984-02-14,1984
67268.0,23,1967-10-19,1967
378287.0,4,1993-11-30,1993
1204780064.0,1,2012-03-29,2012
215699.0,1,1982-05-12,1982
378288.0,11,1993-11-30,1993
378289.0,18,1993-11-30,1993
459817.0,6A,2002-01-14,2002
556240.0,1,2008-07-03,2008
490061.0,2,2004-05-14,2004
538997.0,8,2007-05-08,2007
419359.0,1-12,1998-01-05,1998
416568.0,1-13,1997-10-07,1997
378868.0,1,1993-12-22,1993
416514.0,7,1997-10-03,1997
1002650037.0,8,2009-11-16,2009
416515.0,13,1997-10-03,1997
457364.0,3,2001-10-17,2001
413811.0,10,1997-07-02,1997
486914.0,2-13,2004-03-02,2004
55261.0,2,1964-05-21,1964
264630.0,7,1984-08-28,1984
149366.0,4,1979-02-05,1979
260204.0,15,1984-05-31,1984
527709.0,3,2006-07-28,2006
36939.0,5,1958-04-21,1958
228007.0,1,1982-11-16,1982
208574.0,A-6,1982-02-11,1982
378877.0,9,1993-12-22,1993
304420.0,3W,1986-10-21,1986
117506.0,7,1975-07-01,1975
116296.0,1W,1975-10-30,1975
350517.0,14,1990-09-27,1990
389728.0,2,1995-01-30,1995
135219.0,1,1977-10-28,1977
48767.0,B-2,1962-05-08,1962
1302370103.0,19,2012-12-10,2012
487553.0,19,2004-03-16,2004
438400.0,3,2000-02-02,2000
391637.0,2,1995-04-21,1995
1000810044.0,16,2010-08-23,2010
567061.0,12,2009-04-06,2009
389733.0,15,1995-01-30,1995
205504.0,3,1982-04-04,1982
184389.0,6,1981-02-23,1981
202763.0,5,1981-11-23,1981
94412.0,5,1972-12-01,1972
388756.0,1,1994-12-14,1994
186635.0,1-A,1981-03-25,1981
78552.0,1,1969-12-31,1969
90344.0,1,1972-04-11,1972
99861.0,WIW3,1973-09-14,1973
99860.0,WIW2,1973-09-14,1973
195778.0,3,1971-08-06,1971
110013.0,6,1975-01-06,1975
230099.0,1,1982-12-21,1982
124093.0,4,1976-09-10,1976
137390.0,5,1978-01-16,1978
183346.0,4,1981-02-02,1981
143683.0,4,1978-07-31,1978
606926.0,1,2013-01-24,2013
284832.0,1,1985-09-06,1985
356450.0,7,1991-04-26,1991
471850.0,4,2003-01-24,2003
300733.0,23,1986-07-18,1986
442413.0,A-2,2000-06-29,2000
300731.0,27,1986-07-18,1986
397618.0,28,1995-11-30,1995
300732.0,29,1986-07-18,1986
264989.0,2,1984-09-06,1984
365006.0,13,1992-04-28,1992
261052.0,33-1,1984-06-18,1984
213581.0,1,1982-04-16,1982
247605.0,10-2,1983-11-01,1983
1002650038.0,1,2010-03-08,2010
263330.0,2,1984-08-01,1984
438212.0,4,2000-01-24,2000
498077.0,3,2004-11-24,2004
225784.0,21-5,1982-10-05,1982
235171.0,3,1983-03-18,1983
1301700013.0,5,2012-10-02,2012
566438.0,3,2009-03-26,2009
376825.0,4,1993-09-29,1993
1408880031.0,9,2014-08-04,2014
461073.0,B3,2002-02-25,2002
544286.0,11,2007-09-18,2007
264345.0,60-1,1984-08-21,1984
1409080006.0,1,2014-08-22,2014
1003960054.0,2,2011-11-23,2011
492333.0,8,2004-07-19,2004
1204800017.0,19,2012-06-13,2012
371640.0,16-6T,1993-02-05,1993
381293.0,1A,1994-03-21,1994
1505860062.0,E-6,2015-09-01,2015
439833.0,21,2000-03-23,2000
1204010059.0,18,2012-02-07,2012
474909.0,10,2003-04-21,2003
537469.0,1,2007-04-02,2007
1104970040.0,2-B,2011-09-21,2011
1302370104.0,6-B,2013-03-06,2013
1302370102.0,41,2012-11-27,2012
1302370105.0,44,2012-11-27,2012
452962.0,1-9,2001-06-08,2001
458442.0,1-28,2001-11-26,2001
1207360004.0,5,2012-07-13,2012
1006750125.0,D-1,2010-05-17,2010
112487.0,1,1975-04-30,1975
48548.0,2,1962-04-17,1962
1403920003.0,3,2014-06-16,2014
1207540014.0,1,2012-08-01,2012
86505.0,7-7,1971-09-07,1971
290150.0,2,1985-12-13,1985
344389.0,3,1990-01-23,1990
378875.0,1,1993-12-22,1993
1508350032.0,2W,2015-09-11,2015
265189.0,1,1984-09-11,1984
58501.0,15,1965-05-04,1965
326980.0,3-I,1988-06-14,1988
92117.0,1,1972-07-18,1972
1400340005.0,7-3,2013-09-05,2013
332591.0,10,1988-11-18,1988
332592.0,1,1988-11-18,1988
332589.0,13,1988-11-18,1988
332590.0,8,1988-11-18,1988
1401870093.0,34,2014-01-09,2014
1401870092.0,35,2014-01-07,2014
1401870094.0,36,2014-01-07,2014
162447.0,5,1980-01-09,1980
197565.0,W-8,1981-08-31,1981
111955.0,9,1975-03-31,1975
66669.0,14,1967-08-01,1967
366371.0,4,1983-12-08,1983
506689.0,1,2005-06-09,2005
64850.0,42,1967-01-24,1967
1707830071.0,#9,2017-07-25,2017
1704160066.0,8,2017-03-24,2017
1203170106.0,14,2012-04-06,2012
382101.0,5,1994-04-08,1994
251084.0,1,1983-12-30,1983
370807.0,3,1992-12-29,1992
1205930042.0,1,2012-06-27,2012
1205280053.0,1,2012-05-15,2012
40410.0,5-1,1959-09-01,1959
40410.0,6-1,1959-09-01,1959
40410.0,12-3,1959-09-01,1959
40410.0,11-3,1959-09-01,1959
40410.0,9-1,1959-09-01,1959
40410.0,10-1,1959-09-01,1959
74536.0,3,1969-06-11,1969
97173.0,5,1973-04-24,1973
44094.0,2,1960-12-20,1960
40410.0,46-1,1959-09-01,1959
40410.0,18-2,1959-09-01,1959
40410.0,42-2,1959-09-01,1959
40410.0,2-1,1959-09-01,1959
40410.0,3-3,1959-09-01,1959
86505.0,8-1,1971-09-07,1971
40410.0,45-4,1959-09-01,1959
40410.0,45-6,1959-09-01,1959
40410.0,44-2,1959-09-01,1959
40410.0,43-1,1959-09-01,1959
1404240001.0,43-2,2013-03-15,2013
40410.0,41-6,1959-09-01,1959
40410.0,41-1,1959-09-01,1959
40410.0,41-2,1959-09-01,1959
40410.0,41-8,1959-09-01,1959
240825.0,1,1983-06-30,1983
40410.0,37-2,1959-09-01,1959
40410.0,38-2,1959-09-01,1959
40410.0,38-4,1959-09-01,1959
40410.0,36-1,1959-09-01,1959
40410.0,35-1,1959-09-01,1959
40410.0,35-3,1959-09-01,1959
1700800009.0,3,2017-03-01,2017
1403920008.0,10,2014-05-12,2014
343593.0,2-I,1989-12-14,1989
567215.0,22,2009-04-23,2009
40293.0,2,1959-08-14,1959
304867.0,2-2W,1986-10-29,1986
82261.0,W-9,1970-10-19,1970
44079.0,8-A,1960-12-13,1960
53220.0,4,1963-10-31,1963
388669.0,D-4,1994-12-13,1994
410601.0,2,1997-03-25,1997
97169.0,1,1973-04-24,1973
230059.0,2,1982-12-20,1982
555745.0,1,2008-06-23,2008
1300560047.0,S-4,2012-08-16,2012
231804.0,3,1983-01-19,1983
101808.0,1,1973-12-14,1973
1100140075.0,2,2010-09-21,2010
33985.0,6,1957-01-14,1957
1406000041.0,1,2015-03-30,2015
1200020143.0,4,2011-09-21,2011
55957.0,2,1964-08-12,1964
320165.0,2,1987-12-21,1987
144290.0,1,1978-08-21,1978
71788.0,2-D,1969-02-11,1969
33757.0,2,1956-12-03,1956
251080.0,8,1983-12-30,1983
36098.0,W-14,1957-12-18,1957
322019.0,3,1988-02-16,1988
340297.0,6,1989-07-21,1989
225673.0,1,1982-10-05,1982
321831.0,16,1988-02-09,1988
385520.0,5,1994-08-17,1994
75893.0,11,1969-07-30,1969
476014.0,8,2003-05-16,2003
496629.0,B-10,2004-10-22,2004
33611.0,1,1956-11-19,1956
326736.0,34,1988-06-07,1988
242229.0,2,1983-07-27,1983
411322.0,1,1997-04-14,1997
239529.0,16,1983-06-07,1983
303025.0,9,1986-09-17,1986
68139.0,46,1968-01-03,1968
1402020067.0,9,2014-03-05,2014
34673.0,4,1957-04-29,1957
57930.0,3,1965-03-17,1965
28978.0,23,1954-08-02,1954
81887.0,19,1970-09-18,1970
112611.0,1,1975-05-06,1975
140096.0,W-1,1978-04-17,1978
386549.0,71,1962-09-18,1962
356663.0,A1,1991-05-06,1991
511698.0,4,2005-09-23,2005
1502950045.0,2,2014-12-01,2014
272360.0,8,1985-01-29,1985
397841.0,9,1995-12-08,1995
508278.0,6,2005-07-12,2005
244110.0,B-1,1983-08-29,1983
1707600009.0,2,2017-06-26,2017
237693.0,2,1983-04-29,1983
386549.0,68W,1994-09-27,1994
462217.0,10,2002-04-01,2002
1508350035.0,2B,2015-08-11,2015
87477.0,3-1A,1971-11-14,1971
61951.0,5,1966-03-21,1966
43774.0,P-4,1960-11-10,1960
343257.0,8,1989-11-30,1989
44898.0,1,1961-03-23,1961
522253.0,2-B,2006-03-27,2006
68819.0,1,1968-04-22,1968
253279.0,6,1974-02-06,1974
569938.0,WS-1,2009-09-01,2009
538111.0,A-3,2007-04-18,2007
112611.0,1,1975-05-06,1975
91619.0,3,1972-06-19,1972
46854.0,1,1961-10-18,1961
409949.0,3,1992-05-01,1992
310498.0,5,1987-03-30,1987
477007.0,4W,2003-06-13,2003
476646.0,2,2003-06-05,2003
41144.0,4,1959-11-23,1959
421086.0,1-A,1998-02-27,1998
81815.0,31-SWD,1970-09-14,1970
664494.0,15,2017-06-06,2017
60168.0,4,1965-10-04,1965
50007.0,5,1962-10-05,1962
95961.0,W-15,1973-02-15,1973
155726.0,3,1979-07-26,1979
47668.0,1-B,1962-01-10,1962
42240.0,30,1960-05-19,1960
53539.0,8WS,1963-12-03,1963
526866.0,3,2006-07-06,2006
1403920009.0,2,2014-06-23,2014
1403920010.0,2,2014-06-16,2014
183345.0,2,1981-02-02,1981
1007470031.0,1,2010-08-05,2010
546042.0,1,2007-10-31,2007
42565.0,1,1960-05-24,1960
545283.0,3A,2007-10-11,2007
453064.0,6A,2001-06-12,2001
374984.0,7-A,1993-07-02,1993
409291.0,11A,1997-02-06,1997
39084.0,29,1959-03-13,1959
62786.0,W-2,1966-06-09,1966
39084.0,28,1959-03-13,1959
40410.0,13-5,1959-09-01,1959
40410.0,7-6,1959-09-01,1959
84959.0,5,1971-05-12,1971
1501670035.0,4-W-2,2014-12-30,2014
185941.0,52,1981-03-17,1981
422541.0,7A,1998-04-22,1998
70711.0,1,1968-12-23,1968
566033.0,W-12,2009-03-10,2009
1501670030.0,W-10,2014-12-18,2014
1001730011.0,10,2009-12-18,2009
1501670028.0,W-4,2014-12-18,2014
374357.0,13,1993-06-03,1993
1204310102.0,7-7,2012-03-29,2012
570439.0,47,2009-09-24,2009
327060.0,W-44,1988-06-15,1988
326737.0,W-45,1988-06-07,1988
572391.0,48,2009-12-22,2009
573075.0,49,2010-01-26,2010
537466.0,13-11W,2007-04-02,2007
527604.0,13W,2006-07-26,2006
327061.0,W-40,1988-06-15,1988
326733.0,W-43,1988-06-07,1988
1205070011.0,2,2012-05-15,2012
1205280054.0,3,2012-04-06,2012
327062.0,55,1984-05-30,1984
326734.0,45,1988-06-07,1988
666089.0,36,2017-07-18,2017
88097.0,3-W6,1971-12-08,1971
88097.0,2W3,1971-12-08,1971
338092.0,5,1989-04-19,1989
1306140008.0,1,2013-06-03,2013
94409.0,2W-1,1972-12-01,1972
94409.0,2W9,1972-12-01,1972
572392.0,45,2009-12-22,2009
94409.0,1-W4,1972-12-01,1972
94409.0,2W7,1972-12-01,1972
94409.0,2W-8,1972-12-01,1972
51124.0,W-14,1963-02-28,1963
251065.0,W-10,1983-12-30,1983
93668.0,1-W-2,1972-10-17,1972
666084.0,21W,2017-07-18,2017
28978.0,29,1954-08-02,1954
255992.0,46,1984-03-22,1984
255991.0,2-A,1984-03-22,1984
28978.0,35,1954-08-02,1954
68139.0,58,1968-01-03,1968
68139.0,57,1968-01-03,1968
68139.0,62,1968-01-03,1968
566375.0,30,2009-03-24,2009
94409.0,1W-12,1972-12-01,1972
154262.0,W-52,1979-01-11,1979
666085.0,34,2017-07-18,2017
76171.0,29-SWD,1969-09-03,1969
43774.0,J-9X,1960-11-10,1960
515790.0,6E,2005-12-02,2005
255993.0,44,1984-03-22,1984
1205270046.0,20,2012-11-30,2012
81002.0,2,1970-07-03,1970
101076.0,W2,1973-11-08,1973
101076.0,W-3,1973-11-08,1973
101076.0,W4,1973-11-08,1973
68139.0,31,1968-01-03,1968
543015.0,31,2007-08-16,2007
411578.0,35,1997-04-22,1997
340167.0,6,1989-07-17,1989
86565.0,4,1971-09-10,1971
666086.0,26A,2017-07-18,2017
353401.0,A-7,1991-01-16,1991
86695.0,W-1,1971-09-21,1971
91617.0,2-A,1972-06-19,1972
1707410010.0,3,2017-05-01,2017
1404740042.0,27,2014-10-23,2014
68251.0,W-17,1968-02-22,1968
68139.0,59,1968-01-03,1968
443066.0,4,2000-07-21,2000
466984.0,5,2002-08-21,2002
302667.0,1,1988-08-26,1988
239313.0,7-88,1983-06-01,1983
234942.0,7-89,1983-03-15,1983
68139.0,28,1968-01-03,1968
43774.0,93,1960-11-10,1960
178515.0,11-77,1980-10-30,1980
43774.0,76,1960-11-10,1960
1304740001.0,1,2013-05-13,2013
111964.0,1,1975-03-03,1975
116717.0,WI-2,1975-11-20,1975
116719.0,WI-3,1975-11-20,1975
116718.0,WI-4,1975-11-20,1975
575901.0,WI-5,2010-06-03,2010
116721.0,WI-6,1971-11-04,1971
374429.0,7,1992-04-09,1992
178512.0,11-78,1980-10-30,1980
178514.0,79,1980-10-30,1980
1105400013.0,2-A,2011-06-03,2011
470340.0,4,2002-12-02,2002
204076.0,2-A,1981-12-09,1981
178516.0,6-70,1980-10-30,1980
43774.0,48,1960-11-10,1960
178517.0,6-G9,1980-10-30,1980
341146.0,3A,1989-08-29,1989
220232.0,90,1982-07-08,1982
220233.0,91,1982-07-08,1982
220234.0,95,1982-07-08,1982
220235.0,96,1982-07-08,1982
43774.0,71,1960-11-10,1960
43774.0,95,1960-11-10,1960
43774.0,H6X,1960-11-10,1960
43774.0,K4,1960-11-10,1960
369128.0,2711,1992-10-21,1992
373121.0,1,1993-04-07,1993
338831.0,14,1989-05-16,1989
43774.0,H-12X,1960-11-10,1960
536829.0,1,2007-03-16,2007
154177.0,1,1979-06-13,1979
437528.0,3,1999-12-23,1999
217245.0,103,1982-05-28,1982
43774.0,E-13X,1960-11-10,1960
43774.0,E-11,1960-11-10,1960
43774.0,E-9X,1960-11-10,1960
43774.0,H-10X,1960-11-10,1960
43774.0,G-9X,1960-11-10,1960
1301720147.0,4A,2013-01-10,2013
68139.0,79,1968-01-03,1968
68139.0,83,1968-01-03,1968
496863.0,85,2004-10-29,2004
255781.0,A1,1984-03-20,1984
68139.0,36,1968-01-03,1968
144700.0,3,1978-09-05,1978
457160.0,1,2001-10-10,2001
178507.0,5-16,1980-10-30,1980
154261.0,W-41,1979-06-15,1979
154265.0,W-71,1979-06-15,1979
327829.0,2-A,1988-07-06,1988
161440.0,W-2,1979-12-14,1979
154263.0,W-61,1979-06-15,1979
167005.0,W-1,1980-04-03,1980
167007.0,W-4,1980-04-03,1980
162445.0,W-6,1980-01-09,1980
412423.0,A-1,1997-05-16,1997
68139.0,39,1968-01-03,1968
155391.0,W-10,1979-07-18,1979
43774.0,G-8,1960-11-10,1960
43774.0,G-8.5,1960-11-10,1960
43774.0,H-8.5,1960-11-10,1960
43774.0,H9J,1960-11-10,1960
43774.0,H-11J,1960-11-10,1960
43774.0,K-10,1960-11-10,1960
167403.0,4,1980-04-09,1980
43774.0,E-8,1960-11-01,1960
237679.0,1,1983-04-29,1983
201893.0,1,1981-11-05,1981
1105500131.0,2,2011-06-22,2011
1202420080.0,A-4,2012-01-09,2012
347200.0,1,1990-05-16,1990
344388.0,1,1990-01-23,1990
469437.0,4,2002-11-05,2002
1710800021.0,1,2017-08-08,2017
1101300038.0,1-17,2010-10-20,2010
43774.0,F-7,1960-11-10,1960
1404710062.0,29,2014-10-23,2014
167008.0,W-1,1980-04-03,1980
167006.0,W-7,1980-04-03,1980
382867.0,B-1,1982-09-01,1982
173961.0,58,1980-08-08,1980
173967.0,59,1980-08-08,1980
173965.0,65,1980-08-08,1980
173964.0,66,1980-08-08,1980
173962.0,73,1980-08-08,1980
173968.0,74,1980-08-08,1980
173960.0,75,1980-08-08,1980
178511.0,2-11,1980-10-30,1980
472449.0,5-17,2003-02-02,2003
173963.0,67,1980-08-08,1980
341143.0,28,1989-08-29,1989
1007820105.0,1,2010-08-05,2010
173958.0,K-12,1980-08-08,1980
1302630158.0,1-36,2012-12-12,2012
173959.0,L-9X,1980-08-08,1980
302394.0,12,1986-09-02,1986
487195.0,15,2004-03-09,2004
183029.0,2,1981-01-28,1981
371642.0,4A,1993-02-05,1993
1104780021.0,1,2011-03-18,2011
311684.0,1,1987-05-01,1987
322132.0,2,1988-02-18,1988
202761.0,CPD 1,1981-11-23,1981
1608360033.0,1,2016-06-30,2016
1100400042.0,1,2010-08-17,2010
1104960136.0,8-5W,2011-04-21,2011
244184.0,1,1983-08-31,1983
374403.0,1,1993-06-08,1993
301051.0,1A,1986-07-28,1986
183359.0,6,1981-02-02,1981
371177.0,3,1993-01-14,1993
498203.0,4,2004-12-01,2004
257326.0,1,1984-04-12,1984
446926.0,1,2000-11-21,2000
511210.0,18,2005-09-14,2005
366015.0,3511-W,1992-06-04,1992
391417.0,1,1995-04-12,1995
200084.0,W-81,1981-10-08,1981
284829.0,4,1985-09-06,1985
515793.0,4-A,2005-12-15,2005
