order_number,well_number,approval_date,year
124431.0,10,1976-09-24,1976
44801.0,SWD 3,1961-03-14,1961
532863.0,1,2006-12-05,2006
497300.0,5,2004-11-08,2004
147679.0,3,1978-12-11,1978
93075.0,4,1972-09-19,1972
569945.0,5,2009-09-01,2009
492865.0,2,2004-07-30,2004
67957.0,1,1968-01-15,1968
406598.0,7,1996-11-04,1996
68387.0,3,1968-02-26,1968
51711.0,1,1963-05-01,1963
565505.0,1,2009-02-20,2009
350969.0,1-A,1990-10-15,1990
1502780020.0,12-4,2015-05-18,2015
1502780018.0,2,2015-05-18,2015
1502780021.0,7-1,2015-05-18,2015
1506830080.0,6,2015-04-24,2015
54955.0,4,1964-04-27,1964
247183.0,6,1983-10-25,1983
95864.0,2,1973-02-05,1973
39817.0,2,1959-06-09,1959
234044.0,9,1983-03-01,1983
253920.0,1,1984-02-17,1984
61193.0,2,1966-01-05,1966
142025.0,7,1978-06-12,1978
50105.0,3,1962-10-16,1962
54589.0,2,1964-03-19,1964
34302.0,8,1957-03-04,1957
34770.0,3,1957-05-15,1957
118554.0,1,1976-01-26,1976
1303050029.0,3,2015-06-10,2015
310418.0,23,1987-02-25,1987
310346.0,7,1987-03-25,1987
310345.0,16,1987-03-25,1987
1001300026.0,11,2010-07-08,2010
206977.0,1,1982-01-21,1982
322435.0,4,1988-02-25,1988
389472.0,2,1995-01-19,1995
59301.0,5,1965-06-24,1965
97396.0,1,1973-05-04,1973
333668.0,13,1988-12-21,1988
333667.0,15,1988-12-21,1988
333673.0,22,1988-12-21,1988
333671.0,24,1988-12-21,1988
333670.0,28,1988-12-21,1988
333672.0,26,1988-12-21,1988
531324.0,1-3,2006-10-24,2006
180108.0,1-1,1980-11-26,1980
377227.0,10-4,1993-10-15,1993
1200390142.0,4,2012-04-25,2012
291723.0,7-A,1985-09-11,1985
320608.0,B-3,1988-01-06,1988
310343.0,25,1987-03-25,1987
36508.0,A22W,1958-02-20,1958
479041.0,5,2003-08-07,2003
310350.0,13,1987-03-25,1987
310349.0,14,1987-03-25,1987
296027.0,B2,1986-04-09,1986
247750.0,15,1983-11-02,1983
41011.0,2,1959-11-09,1959
293117.0,2-1,1986-12-14,1986
49115.0,C-4,1962-06-18,1962
310342.0,26,1987-03-25,1987
437921.0,5,2000-01-11,2000
82030.0,117,1970-09-30,1970
1708080008.0,#9-3,2017-05-31,2017
518529.0,12-4,2006-01-23,2006
1406600025.0,5-2,2014-04-11,2014
1402440065.0,6-3,2013-10-25,2013
1406600024.0,7-1,2014-04-11,2014
519744.0,7-3,2006-02-09,2006
446354.0,14-5,2000-11-06,2000
1708080006.0,#8-2,2017-05-31,2017
522457.0,16-3,2006-03-31,2006
1406600026.0,5-1,2014-04-11,2014
446687.0,3-5,2000-11-15,2000
1708080005.0,8-1,2017-06-30,2017
386372.0,6,1994-09-20,1994
100722.0,8,1973-10-24,1973
100722.0,29,1973-10-24,1973
1207290030.0,13-4,2012-07-06,2012
385709.0,3,1994-08-24,1994
180108.0,2-6,1980-11-26,1980
403536.0,S2,1996-07-18,1996
317293.0,16-9,1987-09-28,1987
1301140045.0,16-8,2013-06-28,2013
83948.0,3,1971-03-01,1971
57722.0,9,1965-02-24,1965
259440.0,4,1984-05-18,1984
40218.0,34,1959-07-28,1959
366793.0,3,1992-07-07,1992
433690.0,5,1999-07-14,1999
178403.0,2,1980-10-28,1980
69897.0,1,1968-09-16,1968
70144.0,5,1968-10-14,1968
388017.0,4,1994-11-17,1994
101075.0,3,1973-11-08,1973
253833.0,3,1984-02-16,1984
61059.0,9,1965-12-20,1965
40594.0,1,1959-09-22,1959
436853.0,2,1999-11-22,1999
568344.0,1,2009-06-11,2009
36508.0,A10W,1958-02-20,1958
36508.0,A8W,1958-02-20,1958
97394.0,A10,1973-05-04,1973
38713.0,5,1959-01-22,1959
406882.0,2-W,1996-11-14,1996
23195.0,15,1949-12-27,1949
39376.0,A-1,1959-04-17,1959
206976.0,1,1982-01-21,1982
290450.0,1-2,1985-12-19,1985
100722.0,A-162,1973-10-24,1973
302232.0,2-2,1986-08-28,1986
307929.0,7-6,1987-01-21,1987
34849.0,249,1957-05-20,1957
90558.0,18-4,1972-04-25,1972
90558.0,10-9,1972-04-25,1972
90558.0,10-10,1972-04-25,1972
41926.0,2,1960-03-16,1960
90558.0,24-4,1972-04-25,1972
39314.0,1,1959-04-07,1959
35327.0,1,1957-08-05,1957
34126.0,1,1957-02-04,1957
289859.0,1,1985-12-10,1985
69285.0,17,1986-08-28,1986
423624.0,3,1971-12-21,1971
35943.0,1,1957-11-18,1957
376569.0,42-D2,1957-02-04,1957
483190.0,10,1980-04-17,1980
241191.0,5B,1983-07-07,1983
146830.0,6,1978-11-09,1978
244191.0,9,1949-06-08,1949
94549.0,B-2,1972-12-06,1972
1502370050.0,1,2014-12-01,2014
270013.0,1,1949-12-27,1949
423594.0,9,1998-06-02,1998
100059.0,3,1973-09-26,1973
95959.0,6,1961-07-11,1961
90558.0,14-4,1972-04-25,1972
404247.0,1,1983-07-07,1983
1600430025.0,77,2015-09-24,2015
67245.0,7,1967-09-18,1967
550298.0,10,1974-12-02,1974
88883.0,6,1972-01-19,1972
1200270144.0,33,2011-09-29,2011
373782.0,C-3,1993-05-06,1993
130412.0,2,1977-05-06,1977
482684.0,234,2003-11-14,2003
67161.0,3,1967-10-16,1967
53014.0,5,1963-10-03,1963
142747.0,1,1978-07-03,1978
419007.0,B-5,1976-01-30,1976
417470.0,4,1997-10-30,1997
346876.0,11,1990-05-02,1990
428305.0,15,1963-10-03,1963
129565.0,1,1977-04-07,1977
168877.0,33,1980-05-06,1980
168878.0,34,1980-05-06,1980
104890.0,A-3,1974-04-30,1974
69285.0,1,1968-06-19,1968
69285.0,1,1968-06-19,1968
1200270143.0,W-15,2011-11-17,2011
380405.0,14,1994-02-24,1994
446349.0,21,2000-11-06,2000
299663.0,11,1986-06-25,1986
264347.0,1,1984-08-21,1984
388291.0,32,1994-11-29,1994
467617.0,17,2002-09-09,2002
140101.0,4,1978-04-17,1978
81942.0,5,1970-09-24,1970
428033.0,C-1,1998-09-11,1998
443598.0,252,2000-08-10,2000
519751.0,251,2006-02-09,2006
205095.0,2-11,1981-12-23,1981
80394.0,2,1970-05-26,1970
550299.0,8,2008-02-21,2008
464834.0,2,2002-05-09,2002
87526.0,1,1971-11-09,1971
333009.0,1,1988-12-06,1988
1408540038.0,1,2015-06-11,2015
452316.0,301,2001-05-22,2001
493068.0,400,2004-08-04,2004
94550.0,12,1972-12-06,1972
464496.0,261,2002-06-13,2002
449470.0,259,2001-02-26,2001
252792.0,305,1984-01-30,1984
536589.0,253,2007-03-12,2007
1509070049.0,1,2015-03-24,2015
403110.0,306,1996-07-02,1996
96573.0,1,1973-03-23,1973
277120.0,402,1985-04-25,1985
90558.0,15-5,1972-04-25,1972
440552.0,403,2000-04-20,2000
370561.0,4,1992-12-17,1992
285475.0,256,1985-09-18,1985
427775.0,264,1998-10-28,1998
257687.0,1,1984-04-18,1984
470686.0,4,2002-12-11,2002
403112.0,308,1996-07-02,1996
115053.0,9W,1975-09-03,1975
115053.0,10W,1975-09-03,1975
115053.0,11W,1975-09-03,1975
115053.0,12W,1975-09-03,1975
65100.0,1-W,1967-02-07,1967
1407610043.0,11,2014-06-11,2014
1502320048.0,3,2015-07-31,2015
395405.0,1,1995-09-12,1995
334801.0,9,1989-01-25,1989
295514.0,2,1986-04-01,1986
197580.0,5,1981-08-31,1981
239713.0,5,1983-08-09,1983
1300650001.0,23-1 SWD,2012-10-08,2012
197573.0,1-A,1981-08-31,1981
125202.0,14,1976-10-21,1976
125201.0,47,1976-10-21,1976
307148.0,3,1986-12-30,1986
404949.0,2,1996-09-05,1996
141735.0,15,1978-06-06,1978
367893.0,135,1992-08-27,1992
152284.0,7,1979-04-23,1979
141733.0,2,1978-06-06,1978
141969.0,4,1978-06-12,1978
523150.0,296,2006-04-11,2006
369341.0,24-A,1992-10-29,1992
257172.0,1,1984-04-10,1984
132740.0,1,1977-07-25,1977
132740.0,1,1977-07-25,1977
132740.0,1,1977-07-25,1977
132740.0,1,1977-07-25,1977
257171.0,41,1984-04-10,1984
257174.0,42,1984-04-10,1984
258282.0,43,1984-04-30,1984
257173.0,44,1984-04-10,1984
132740.0,45,1977-07-25,1977
260157.0,5,1984-05-31,1984
1200530118.0,1,2012-01-03,2012
44394.0,48-W,1961-01-25,1961
230436.0,1,1982-12-27,1982
287614.0,A-7,1985-10-28,1985
139375.0,WD-1,1978-03-24,1978
223182.0,421,1982-08-24,1982
1005450123.0,12,2010-03-31,2010
225787.0,1,1982-10-05,1982
141981.0,16,1978-06-12,1978
145371.0,20-W,1978-09-26,1978
246686.0,10W,1983-10-18,1983
145138.0,8,1978-09-15,1978
296788.0,14-1,1986-04-23,1986
145369.0,16-W,1978-09-26,1978
310340.0,38W,1987-03-25,1987
310341.0,36,1987-03-25,1987
800066.0,1,2001-07-31,2001
161282.0,43,1979-12-11,1979
800077.0,1,2002-01-04,2002
197572.0,6,1981-08-31,1981
358002.0,29,1991-06-21,1991
161281.0,55,1979-12-11,1979
199396.0,5,1981-09-28,1981
338543.0,3,1989-05-04,1989
159079.0,1,1979-11-19,1979
206526.0,5,1982-01-14,1982
557878.0,2,2008-08-11,2008
168879.0,50,1980-05-06,1980
285481.0,10,1985-09-18,1985
163287.0,54,1980-01-24,1980
163287.0,55,1980-01-24,1980
293832.0,5,1986-02-28,1986
167015.0,23,1980-04-03,1980
298114.0,2W,1986-05-14,1986
406193.0,2,1996-10-18,1996
450490.0,8,2001-04-03,2001
442663.0,5,2000-07-10,2000
217265.0,4,1982-05-28,1982
557879.0,8,2008-08-11,2008
1006790003.0,2,2010-06-03,2010
245951.0,4,1983-10-03,1983
247173.0,23,1983-10-25,1983
403016.0,26,1996-06-27,1996
297485.0,9,1986-05-02,1986
526952.0,11,2006-07-11,2006
344030.0,3-A,1990-01-08,1990
168871.0,63,1980-05-06,1980
168871.0,64,1980-05-06,1980
174397.0,27    ,1980-08-19,1980
163287.0,I-1,1980-01-24,1980
171403.0,W-33,1980-06-24,1980
171403.0,W-34,1980-06-24,1980
163287.0,G-1,1980-01-24,1980
549507.0,26,2008-01-30,2008
480846.0,1-W,2003-09-25,2003
171403.0,29,1980-06-24,1980
171403.0,W-30,1980-06-24,1980
330693.0,5,1986-06-17,1986
246251.0,1D,1983-10-11,1983
176056.0,34A,1980-09-16,1980
174850.0,37A,1980-08-25,1980
168871.0,1,1980-05-06,1980
333675.0,9,1988-12-21,1988
338660.0,8,1989-05-09,1989
558884.0,17,2008-09-02,2008
255917.0,7-25,1984-03-21,1984
318436.0,18,1987-10-28,1987
168871.0,1,1980-05-06,1980
407378.0,10-A,1996-12-02,1996
241192.0,A-1,1983-07-07,1983
333510.0,1,1988-12-16,1988
532861.0,6,2006-12-05,2006
289689.0,A1,1985-12-06,1985
289690.0,A2,1985-12-06,1985
292930.0,1-14,1986-02-11,1986
225680.0,1,1982-10-05,1982
344386.0,3,1990-01-23,1990
482834.0,7,2003-11-19,2003
245954.0,1A,1983-10-03,1983
258137.0,5-A,1984-04-26,1984
1500920013.0,1,2015-05-14,2015
261763.0,7,1984-07-02,1984
436428.0,15,1999-11-03,1999
543018.0,429,2007-08-16,2007
1500660002.0,23A,2014-08-27,2014
196383.0,3,1981-08-17,1981
263549.0,1,1984-08-03,1984
194768.0,1,1981-07-23,1981
800129.0,1,2011-01-13,2011
400548.0,R-1,1996-03-28,1996
209553.0,7-18A,1982-02-25,1982
291879.0,1,1986-01-22,1986
310339.0,44,1987-03-25,1987
1708080004.0,#6-6,2017-05-31,2017
211838.0,540,1982-03-25,1982
353577.0,546,1991-01-24,1991
201899.0,SWD # 1,1981-11-05,1981
326174.0,31,1988-05-23,1988
276289.0,C-1,1985-04-15,1985
334940.0,1,1989-01-31,1989
227999.0,1,1982-11-16,1982
330193.0,1,1988-09-12,1988
163170.0,7,1980-01-23,1980
245377.0,1,1983-09-21,1983
228005.0,6A,1982-11-16,1982
381294.0,35,1994-03-21,1994
257952.0,14,1984-04-10,1984
800076.0,20,2002-01-04,2002
240830.0,4,1983-06-30,1983
265679.0,9-A,1984-08-15,1984
356170.0,3,1991-04-17,1991
1402700025.0,2,2015-03-10,2015
397112.0,2-12,1995-11-15,1995
260550.0,2,1984-06-07,1984
245160.0,28,1983-09-19,1983
282513.0,1,1985-07-25,1985
246684.0,1,1983-10-18,1983
246682.0,15W,1983-10-18,1983
246689.0,22W,1983-10-18,1983
246613.0,26W,1983-10-17,1983
246610.0,32W,1983-10-17,1983
246609.0,35W,1983-10-17,1983
246608.0,37W,1983-10-17,1983
246690.0,1,1983-10-18,1983
246994.0,1,1983-10-21,1983
246685.0,1,1983-10-18,1983
246606.0,7W,1983-10-17,1983
312044.0,3-A,1987-05-12,1987
1003150053.0,1,2009-12-07,2009
246605.0,12W,1983-10-17,1983
246683.0,1,1983-10-18,1983
246611.0,30-W,1983-10-17,1983
246612.0,24W,1983-10-17,1983
246687.0,39-W,1983-10-19,1983
246614.0,20W,1983-10-17,1983
304014.0,15A,1986-10-10,1986
477280.0,C-7,2003-06-23,2003
263548.0,29,1984-08-03,1984
271378.0,18,1985-01-11,1985
271379.0,19,1985-01-11,1985
338830.0,21,1989-05-17,1989
338829.0,10,1989-05-17,1989
375200.0,16-1,1993-07-14,1993
265672.0,13,1984-09-20,1984
1500250027.0,15,2015-08-07,2015
258193.0,2P,1984-04-27,1984
246691.0,1,1983-10-18,1983
246692.0,1,1983-10-18,1983
246993.0,1,1983-10-21,1983
474908.0,15,2003-04-21,2003
299885.0,1,1986-07-01,1986
267746.0,502,1984-10-25,1984
426743.0,619,1998-09-23,1998
434119.0,6,1999-07-28,1999
270015.0,8,1984-12-13,1984
270016.0,12,1984-12-13,1984
279913.0,10,1985-06-10,1985
275159.0,1,1985-03-25,1985
338827.0,8,1989-05-17,1989
1303190064.0,1,2013-06-27,2013
301415.0,9A,1986-08-05,1986
287532.0,1,1985-10-25,1985
421713.0,1B,1998-03-25,1998
491642.0,1,2004-06-25,2004
289856.0,15,1985-12-10,1985
363736.0,28,1992-03-05,1992
293115.0,A-4,1986-02-14,1986
310419.0,51,1987-03-26,1987
310420.0,55,1987-03-26,1987
310337.0,56,1987-03-25,1987
310348.0,21,1987-03-25,1987
310347.0,27,1987-03-25,1987
332145.0,1-B,1988-11-04,1988
323817.0,2,1988-03-29,1988
333507.0,14,1988-12-16,1988
333509.0,15,1988-12-16,1988
354102.0,B-3,1991-02-08,1991
330830.0,4-C,1988-09-28,1988
340722.0,1,1989-08-09,1989
340035.0,14A,1989-07-11,1989
1501500040.0,72-I,2014-10-31,2014
318934.0,1,1987-10-13,1987
335477.0,15A,1989-02-14,1989
364780.0,B-5,1992-04-16,1992
340779.0,5,1989-08-11,1989
343368.0,2A,1989-12-07,1989
1501500043.0,50-I,2014-10-31,2014
1501500044.0,51-I,2014-11-03,2014
1501500041.0,73-I,2014-10-31,2014
342263.0,111,1989-10-17,1989
1005370073.0,40,2010-06-30,2010
340129.0,5,1989-07-14,1989
340130.0,7,1989-07-14,1989
407847.0,1,1996-12-16,1996
338661.0,17,1989-05-09,1989
349582.0,12,1990-08-22,1990
403113.0,309,1996-07-02,1996
403114.0,310,1996-07-02,1996
403115.0,311,1996-07-02,1996
377110.0,113,1993-10-11,1993
385464.0,2,1994-08-15,1994
348426.0,117,1990-07-05,1990
491176.0,44,2004-06-15,2004
543774.0,25,2007-09-04,2007
356174.0,WI4A,1991-04-17,1991
356171.0,WI6A,1991-04-17,1991
351734.0,2,1990-11-13,1990
351735.0,3W,1990-11-13,1990
397949.0,13,1995-12-12,1995
406992.0,C-5,1996-11-18,1996
391638.0,3-13,1995-04-21,1995
1104210041.0,3,2011-02-25,2011
1500660003.0,26,2014-08-27,2014
459300.0,2,2001-12-21,2001
458096.0,V-2,2001-11-09,2001
356534.0,2-B,1991-04-30,1991
372555.0,27,1993-03-19,1993
446925.0,A-1,2000-11-21,2000
369458.0,50-A,1992-10-04,1992
378322.0,90-04,1993-12-01,1993
383390.0,11,1994-05-11,1994
1504760055.0,5-12,2015-05-28,2015
383392.0,9,1994-05-11,1994
383391.0,10,1994-05-11,1994
393626.0,1,1995-06-30,1995
442245.0,6,2000-06-22,2000
404141.0,1,1996-08-08,1996
1706190044.0,1-35,2017-06-12,2017
415395.0,44,1997-08-25,1997
546698.0,2,2007-11-15,2007
1711290011.0,16-A,2017-07-20,2017
177863.0,1,1980-10-20,1980
445609.0,1,2000-10-11,2000
446350.0,20,2000-11-06,2000
447490.0,8W,2000-12-12,2000
1103820100.0,1-8,2011-05-10,2011
469250.0,3314,2002-10-29,2002
465544.0,3124,2002-07-16,2002
474910.0,3444,2003-04-21,2003
469251.0,3424,2002-10-29,2002
465293.0,9-1214,2002-07-09,2002
467585.0,9-1314,2002-09-09,2002
464327.0,7-1124,2002-06-07,2002
800088.0,16-1,2002-10-04,2002
1202490072.0,9-1424,2011-11-18,2011
468318.0,3134,2002-10-02,2002
1008540044.0,4-4424,2010-08-17,2010
1305340014.0,4-4432,2014-07-17,2014
1407010088.0,4-4434,2014-07-24,2014
470545.0,6-4434,2002-12-06,2002
469845.0,6-4444,2002-11-15,2002
469851.0,7-1114,2002-11-15,2002
470347.0,7-1144,2002-12-02,2002
469848.0,8-2324,2002-11-15,2002
475072.0,7-1414,2003-04-25,2003
480538.0,6-4344,2003-09-17,2003
469852.0,6-4424,2002-11-15,2002
492893.0,8-2244,2004-07-30,2004
469850.0,8-2234,2002-11-15,2002
1603620062.0,8-2224,2016-05-26,2016
475069.0,3414,2003-04-25,2003
471516.0,17-1214,2003-01-13,2003
1204110192.0,9-2314,2012-02-29,2012
474679.0,9-3324,2003-04-15,2003
475071.0,7-1214,2003-04-25,2003
563191.0,1,2008-12-10,2008
475070.0,3144,2003-04-25,2003
480542.0,8-3124,2003-09-17,2003
1603620067.0,8-3214,2016-05-26,2016
480539.0,8-2334,2003-09-17,2003
480541.0,8-2344,2003-09-17,2003
1007940045.0,8-4234,2010-07-30,2010
478777.0,16-2114,2003-07-31,2003
477290.0,16-2124,2003-06-23,2003
477288.0,16-2224,2003-06-23,2003
477289.0,16-2214,2003-06-23,2003
480847.0,17-1124,2003-09-25,2003
1506460044.0,1,2015-09-01,2015
480540.0,8-4414,2003-09-17,2003
548745.0,9-3144,2008-01-10,2008
479144.0,9-3314,2003-08-12,2003
480917.0,9-3334,2003-09-26,2003
479143.0,9-3424,2003-08-12,2003
547991.0,9-3414,2007-12-18,2007
490579.0,6,2004-05-27,2004
563748.0,2,2008-12-23,2008
1203320032.0,1,2012-03-01,2012
480545.0,8-4344,2003-09-17,2003
518526.0,9-2234,2006-01-23,2006
1706120039.0,66,2017-02-24,2017
492538.0,8-3244,2004-07-23,2004
492888.0,8-4434,2004-07-30,2004
492537.0,17-1114,2004-07-23,2004
494354.0,9,2004-08-31,2004
543952.0,18-1,2007-09-07,2007
516253.0,8-1134,2005-12-12,2005
521367.0,9-2334,2006-03-08,2006
492895.0,8-1434,2004-07-30,2004
1408050031.0,4-10,2016-01-16,2016
1101010016.0,2-5,2010-09-29,2010
493760.0,A-58,2004-08-19,2004
1504760056.0,4-14,2015-03-20,2015
1800810012.0,9-2344,2017-08-28,2017
500468.0,31,2005-01-28,2005
498570.0,19-14,2004-12-08,2004
1504760057.0,5-17,2015-05-28,2015
1202250100.0,14-11,2011-12-02,2011
568466.0,8-13,2009-06-18,2009
513679.0,1,2005-10-24,2005
1305340013.0,9-1414,2013-11-05,2013
542346.0,33-3434,2007-07-26,2007
542347.0,4-2111,2007-07-26,2007
557011.0,4-2211,2008-07-22,2008
1202070004.0,5-23,2007-10-26,2007
569308.0,5,2009-07-23,2009
1408050032.0,3-3,2016-01-29,2016
536223.0,I-1,2007-03-02,2007
1403290132.0,3I,2013-12-17,2013
1007940044.0,4-2134,2011-03-28,2011
1202070001.0,7-3,2011-10-27,2011
569946.0,4-2,2009-09-01,2009
1708700095.0,11,2017-05-10,2017
569948.0,6-13,2009-09-01,2009
1001960038.0,14,2009-11-24,2009
549981.0,21,2008-02-12,2008
37224.0,2,1958-06-05,1958
1007940043.0,4-2424,2010-09-14,2010
1208060041.0,24,2012-07-19,2012
564266.0,21,2009-01-08,2009
563192.0,JH-4,2008-12-10,2008
564346.0,JH-2,2009-01-12,2009
1003420006.0,JH-5,2010-03-31,2010
562130.0,1,2008-11-13,2008
1003420005.0,JH-12,2010-02-01,2010
1006430170.0,JH-15,2010-04-26,2010
565507.0,JH-16,2009-02-20,2009
565695.0,A-9,2009-02-26,2009
565506.0,A-10,2009-02-20,2009
565772.0,A-11,2009-03-02,2009
566211.0,16,2009-03-17,2009
1001520017.0,CJ-20,2009-09-25,2009
1001520015.0,CJ-30,2009-10-16,2009
1001520016.0,CJ-24,2009-10-27,2009
1007540009.0,31,2010-07-22,2010
1007540011.0,21,2010-08-05,2010
1007540010.0,25,2010-06-17,2010
1002520047.0,16,2010-08-16,2010
1001890032.0,15,2010-04-22,2010
1001890029.0,14,2010-03-30,2010
1001890031.0,W-14,2010-05-17,2010
1102330004.0,87W,2010-12-07,2010
1102330002.0,85W,2010-12-07,2010
1102330003.0,89W,2010-12-07,2010
1102410036.0,86W,2010-12-07,2010
1102410037.0,88W,2010-12-07,2010
1102410035.0,90W,2011-12-07,2011
1008570026.0,54,2010-07-20,2010
1008570028.0,49,2010-07-20,2010
1008570027.0,57,2010-09-22,2010
1103930017.0,45,2011-01-12,2011
1103060055.0,600-1,2011-01-24,2011
1103230118.0,9W,2011-02-24,2011
1200380008.0,1-A,2011-11-03,2011
1200410196.0,38-A,2011-11-17,2011
1107720088.0,W-36,2011-09-12,2011
1107720089.0,W-37,2011-09-12,2011
1107720090.0,BR-42,2011-09-12,2011
1107720091.0,BR-43,2011-09-12,2011
1107720092.0,BR-46,2011-09-12,2011
1200820006.0,JH-41,2012-07-13,2012
1106370026.0,2-I,2011-05-20,2011
1200820001.0,BR-47,2011-09-19,2011
1200820003.0,BR-50,2011-09-19,2011
1200820005.0,CX-53,2011-09-19,2011
1200820002.0,BR-49,2011-12-20,2011
1107490057.0,1 IA,2011-07-11,2011
1201630007.0,JH-54,2011-11-03,2011
1201630003.0,Y-56,2011-11-03,2011
1201630006.0,JH-55,2012-07-12,2012
1201630005.0,A-59,2011-11-03,2011
1505560017.0,1-31,2015-03-11,2015
1204190001.0,1-6,2012-02-14,2012
1303050037.0,1-I,2013-05-20,2013
1303050036.0,2-I,2013-05-29,2013
1303050035.0,3-I,2013-06-03,2013
1303050034.0,4-I,2014-04-15,2014
1204760108.0,39,2012-03-19,2012
1303050033.0,5-I,2013-05-20,2013
1301330020.0,32,2012-11-27,2012
1303050031.0,1-I,2013-05-20,2013
1303050032.0,6-I,2013-05-29,2013
1205280052.0,21,2012-04-16,2012
1506160100.0,CH-4,2015-04-20,2015
1506160099.0,CH-7,2015-06-11,2015
1300510051.0,Y-64,2012-09-14,2012
1406420043.0,65,2014-05-28,2014
1303050041.0,1-I,2013-05-20,2013
1303050038.0,1-I,2013-05-29,2013
1303050040.0,3-I,2013-05-29,2013
1303050030.0,3-I,2013-05-29,2013
1406420042.0,CX-71,2014-04-03,2014
1406420045.0,69,2014-05-28,2014
1406420044.0,BR-70,2014-04-03,2014
1301970008.0,8-12,2012-11-29,2012
1301970009.0,9-12,2013-04-23,2013
1406420041.0,75,2013-05-28,2013
1301970010.0,10-12,2012-11-29,2012
1301970011.0,11-12,2013-04-23,2013
1301970012.0,12-12,2012-11-29,2012
1301970013.0,13-12,2013-04-23,2013
1301970014.0,14-12,2012-11-29,2012
1301970015.0,15-12,2013-04-23,2013
1303620045.0,93W,2013-01-18,2013
1303620046.0,94W,2013-01-18,2013
1303620048.0,95W,2013-01-18,2013
1305770034.0,304W,2013-05-14,2013
1305770033.0,305W,2013-05-22,2013
1304620088.0,981,2013-04-03,2013
1304620087.0,991,2013-03-25,2013
1304620085.0,101I,2013-03-25,2013
1304620086.0,100I,2013-04-03,2013
1304800025.0,SL-35,2013-06-27,2013
1305700058.0,SL-34,2014-02-06,2014
1304800018.0,SL-47,2013-09-10,2013
1304800020.0,SL-42,2014-02-28,2014
1304800022.0,SL-40,2013-09-18,2013
1304800021.0,SL-41,2014-02-06,2014
1304800023.0,SL-39,2013-06-27,2013
1304800024.0,SL-38,2013-09-18,2013
1305700057.0,SL-33,2013-09-19,2013
1304800026.0,SL-30,2013-09-18,2013
1304800027.0,SL-29,2013-06-27,2013
1304800028.0,SL-28,2013-09-18,2013
1303180002.0,8,2013-03-06,2013
1303570044.0,1-31 SWD,2013-02-08,2013
1401230014.0,48,2015-04-20,2015
1503840004.0,56,2015-08-07,2015
1503840005.0,57,2015-04-20,2015
1305700055.0,SL-69,2013-09-19,2013
1305700056.0,SL-70,2014-02-06,2014
1402290019.0,20,2014-04-23,2014
1501030016.0,21 I,2015-08-07,2015
1500850069.0,W-15,2015-04-01,2015
1500850068.0,16,2015-04-22,2015
1500850067.0,W-17,2015-05-01,2015
1404500036.0,WL-22,2014-02-06,2014
1608390012.0,27,2016-06-29,2016
1306610073.0,22,2013-05-08,2013
1401230012.0,SL-66,2014-02-06,2014
1401230011.0,SL-64,2013-08-09,2013
1503840006.0,SL-58,2015-02-06,2015
1307360012.0,SWD,2013-09-23,2013
1405910049.0,14,2014-03-13,2014
1400170095.0,2 SWD,2013-09-09,2013
1404500035.0,WL-21,2014-09-08,2014
1403290131.0,3I,2013-12-17,2013
1502290110.0,4I,2014-11-07,2014
1409410024.0,1-12,2014-08-15,2014
1409090013.0,WL-20,2014-07-24,2014
1409090014.0,WL-19I,2015-08-04,2015
1409090012.0,24I,2015-08-19,2015
1409090011.0,WL-25I,2014-07-24,2014
1409090010.0,WL-26I,2015-08-04,2015
1502660012.0,W-19I,2014-11-13,2014
1500850066.0,W-21I,2015-04-22,2015
1500850064.0,W-23i,2015-04-22,2015
1500850065.0,W-22I,2015-04-29,2015
1502660010.0,271,2015-04-24,2015
1502660006.0,W-31I,2014-11-07,2014
1502660007.0,W-30I,2014-11-07,2014
1502660008.0,291,2015-04-24,2015
1502660009.0,W-28I,2014-11-13,2014
1501030014.0,24I,2015-08-17,2015
1502870061.0,W-39I,2014-11-18,2014
1502870060.0,W-38I,2014-11-18,2014
1502870059.0,W-37I,2014-11-18,2014
1502870058.0,W-36I,2014-11-18,2014
1502870057.0,W-35I,2014-11-18,2014
1504550040.0,W-43I,2015-08-07,2015
1504550039.0,W-44I,2015-02-06,2015
1703760046.0,W-15,2017-07-18,2017
1703760047.0,W-16,2017-07-16,2017
1503840008.0,W-53I,2015-04-29,2015
1503840009.0,541,2014-12-02,2014
1502660011.0,W-20I,2014-11-13,2014
1502870056.0,181,2015-04-24,2015
1503840007.0,101,2015-04-22,2015
1505940022.0,27,2015-04-01,2015
1504550044.0,J-71I,2015-08-17,2015
1504550043.0,J-72I,2015-02-06,2015
1504550041.0,73I,2015-08-07,2015
1504550042.0,801,2015-08-07,2015
1601360046.0,70i,2017-03-10,2017
1503930022.0,SWD,2015-03-09,2015
1504920071.0,1,2015-05-28,2015
1504960048.0,1,2015-08-07,2015
1604080023.0,75,2017-03-10,2017
1604080024.0,77,2016-01-06,2016
1604080026.0,81,2017-03-10,2017
1700160037.0,28,2017-03-23,2017
1709730032.0,SWD 1,2017-07-24,2017
388061.0,9,1994-11-18,1994
261051.0,2,1984-06-18,1984
161280.0,39,1979-12-11,1979
525962.0,4,2006-06-14,2006
78767.0,6,1970-01-21,1970
265648.0,5-4,1984-09-20,1984
84910.0,1,1971-05-11,1971
1005300084.0,4,2010-03-10,2010
40673.0,7,1959-09-29,1959
337935.0,A-1,1989-04-13,1989
225696.0,1,1982-10-05,1982
