well_number,latitude,longitude,zone
1,34.2447937,-97.4925619,HEALDTON
11-2B,34.4713672,-97.5609956,DEESE
8-3,34.413042,-97.4975,DEESE
30-25,34.4607216,-97.5480218,DEESE
21A-3A,34.335136,-97.4457792,DEESE
3I,34.2615089,-97.4040934,DEESE
9-9,34.3677081,-97.4889077,DEESE
14-35,34.4116454,-97.4958423,DEESE
8,34.4014696,-97.4200196,HOXBAR
1-25,34.0865043,-97.3621737,DEESE
24,34.431799,-97.4578641,"HOXBAR, PENN, TATUMS"
54-1A,34.3178799,-97.4353792,DEESE
74-1A,34.302541,-97.42324,DEESE
3302,34.2085185,-97.4049771,"HEWITT (HOXBAR, DEESE)"
9,34.3715664,-97.4252458,HOXBAR
8-10,34.4690044,-97.4382887,GOODWIN
136,34.3895078,-97.4298126,"DEESE, HOXBAR"
65,34.3794706,-97.4047406,PENNSYLVANIA
4703,34.2057206,-97.4078102,"HEWITT (HOXBAR, DEESE)"
41-7,34.3535538,-97.4693926,DEESE
4704,34.2055318,-97.408762,"HEWITT (HOXBAR, DEESE)"
37-13,34.3557687,-97.472684,DEESE
39-8,34.3554459,-97.4649924,DEESE
4603,34.2070694,-97.4108075,"HEWITT (HOXBAR, DEESE)"
4803,34.207066,-97.4065081,"HEWITT (HOXBAR, DEESE)"
3402,34.2089222,-97.4082503,"HEWITT (HOXBAR, DEESE)"
25-47,34.4622434,-97.5607089,DEESE
51-8,34.4512912,-97.5392631,DEESE
3,34.4482846,-97.4488554,HOXBAR
7,34.4473757,-97.4476798,BOXBAR
18-A,34.422203,-97.44071,HOXBAR
2-A,34.2317986,-97.4601963,PENNSYLVANIA
1-15,34.1282366,-97.3945564,DEESE
17-1A,34.4386305,-97.5327521,DEESE
4004,34.1935426,-97.4029493,"HEWITT (HOXBAR, DEESE)"
17C,34.4238169,-97.4422979,HOXBAR
2304,34.2125247,-97.4001888,"HEWITT (HOXBAR, DEESE)"
4303,34.2069546,-97.3981873,"HEWITT (HOXBAR, DEESE)"
3102,34.2107287,-97.4067677,"HEWITT (HOXBAR, DEESE)"
6103,34.203415,-97.4111099,"HEWITT (HOXBAR, DEESE)"
16D,34.4247227,-97.4433845,HOXBAR
0902,34.2143382,-97.4023774,"HEWITT (HOXBAR, DEESE)"
203,34.4278739,-97.5172611,"DEESE, SPRINGER"
204,34.4217507,-97.5246236,"DEESE, SPRINGER"
205,34.4182682,-97.5239279,"DEESE, SPRINGER"
206,34.4150479,-97.5113874,"DEESE, SPRINGER"
3703,34.2077515,-97.3968007,"HEWITT (HOXBAR, DEESE)"
12-09,34.4731973,-97.548463,PONTOTOC
5903,34.2027779,-97.3988359,"HEWITT (HOXBAR, DEESE)"
163,34.3836064,-97.5454483,SIMS
2,34.506477,-97.5188302,CISCO
140,34.3904556,-97.4375523,"DEESE, HOXBAR"
9-25,34.2047899,-97.4681779,HEALDTON
D-6A,34.1921559,-97.4789937,HEALDTON
2,34.3970326,-97.5277076,PONTOTOC
2-22,34.4079355,-97.4953861,DEESE
4-11,34.4074979,-97.4978403,DEESE
1702,34.2124582,-97.4047557,"HEWITT (HOXBAR, DEESE)"
5503,34.2045227,-97.4008752,"HEWITT (HOXBAR, DEESE)"
1103,34.1990671,-97.3990922,"HEWITT (HOXBAR, DEESE)"
1302,34.1990726,-97.3942151,"HEWITT (HOXBAR, DEESE)"
1-14,34.1209445,-97.3848983,DEESE
I-4A,34.1959947,-97.4579413,HEALDTON
1-9,34.1392193,-97.3185177,"LONE GROVE, PENN"
I-4B,34.1990258,-97.4591219,HEALDTON
69,34.3802857,-97.4068809,PENNSLYVANIA
H-3A,34.2011003,-97.4610662,HEALDTON
75,34.3839089,-97.4082492,PENNSLYVANIA
3-14,34.120043,-97.3819721,DEESE
10-1,34.1302703,-97.393799,DEESE
24-23,0.0,0.0,HEALDTON
213,34.4096225,-97.5081144,DEESE
71,34.3766165,-97.4035975,DEESE
2102,34.2126338,-97.396743,"HEWITT (HOXBAR, DEESE)"
208,34.4132721,-97.5129515,DEESE
216,34.4078167,-97.5107612,DEESE
35-2,34.4606154,-97.4582961,"PENNINGTON, STRAY, TATAUMS"
38-5,34.4605724,-97.4715431,"PENNINGTON, STRAY, TATAUMS"
48-5,34.4569244,-97.4715174,"PENNINGTON, STRAY, TATAUMS"
59-2,34.4533805,-97.4624615,"PENNINGTON, STRAY, TATAUMS"
142,34.3933565,-97.4386726,"DEESE, HOXBAR"
151,34.392939,-97.4356843,"DEESE, HOXBAR"
73,34.3805743,-97.4032574,DEESE
74,34.375123,-97.40361,PENNSYLVANIA
52-9,34.3572547,-97.4525185,DEESE
54-7,34.3551031,-97.4500957,DEESE
219,34.4059919,-97.5039158,DEESE
69,34.3786981,-97.4956969,DEESE
3-B,34.4323853,-97.4472003,HOXBAR
41,34.3837739,-97.5025085,DEESE
51,34.3820343,-97.5003096,DEESE
26-26,34.205411,-97.498434,HEALDTON
32-W22,34.2036648,-97.4925547,HEALDTON
25-W31,34.2086983,-97.5007331,HEALDTON
26-W25,34.2065692,-97.4944371,HEALDTON
27-W25,34.203961,-97.5031518,HEALDTON
28-22,34.2070015,-97.499166,HEALDTON
78,34.3830234,-97.4060532,PENNSLYVANIA
80,34.3831769,-97.404847,PENNSYLVANIA
30-W9,34.2000313,-97.4987724,HEALDTON
24,34.3892097,-97.5038618,DEESE
47,34.3822096,-97.5090719,DEESE
227,34.4166979,-97.5044615,DEESE
89,34.3821876,-97.5036534,PONTOTOC
220,34.4313765,-97.5133749,DEESE
230,34.4064028,-97.5025553,DEESE
222,34.428165,-97.5123863,DEESE
16,34.3897672,-97.5208908,DEESE
84,34.3759245,-97.4016286,PENNSYLVANIA
G-6A,34.1890646,-97.462345,HEALDTON
153,34.3913009,-97.433841,"DEESE, HOXBAR"
160,34.3869889,-97.4349566,"DEESE, HOXBAR"
83,34.3777897,-97.4016394,PENNSYLVANIA
155,34.3923134,-97.4392727,"DEESE, HOXBAR"
81,34.3817027,-97.4025757,PENNSYLVANIA
159,34.3869927,-97.437144,"DEESE, HOXBAR"
A-16,34.1717632,-97.3726516,"CHUBBEE, LONE GROVE, VIOLA"
2103,34.2110492,-97.3958847,"HEWITT (HOXBAR, DEESE)"
3603,34.2088699,-97.3953146,"HEWITT (HOXBAR, DEESE)"
81-3,34.440439,-97.5478954,DEESE
217,34.4065448,-97.5078755,DEESE
A-1,34.2088602,-97.4915909,HEALDTON
B-2A,34.206337,-97.4881207,HEALDTON
B-1,34.208604,-97.4881516,HEALDTON
2-53,34.2078115,-97.489739,HEALDTON
0702,34.2152423,-97.4010572,"HEWITT (HOXBAR, DEESE)"
5,34.1781197,-97.3721138,BAYOU
171,34.3960386,-97.4328063,"DEESE, HOXBAR"
175,34.3942251,-97.4327837,"DEESE, HOXBAR"
W14-30,34.2157612,-97.5007924,HEALDTON
14W-31,34.2145599,-97.4989614,HEALDTON
15W12,34.2158871,-97.4960496,HEALDTON
15W-14,34.2133322,-97.4963329,HEALDTON
20W-9,34.2112092,-97.4986606,HEALDTON
178,34.3925455,-97.4307741,"DEESE, HOXBAR"
4W-34,34.2201905,-97.5050665,HEALDTON
4W-35,34.218792,-97.506719,HEALDTON
4W-36,34.2179609,-97.502997,HEALDTON
32-E1,34.1705004,-97.3188288,PONTOTOC
3W-18,34.2201491,-97.4969102,HEALDTON
5W-30,34.2191707,-97.4974291,HEALDTON
30-27,34.4570977,-97.5456784,DEESE
6203,34.2027779,-97.392299,"HEWITT (HOXBAR, DEESE)"
0502,34.2148137,-97.3969545,"HEWITT (HOXBAR, DEESE)"
4502,34.2066798,-97.3952235,"HEWITT (HOXBAR, DEESE)"
5101,34.2036022,-97.3925316,"HEWITT (HOXBAR, DEESE)"
1-11,34.1300858,-97.3858553,DEESE
0-66,34.2373838,-97.5379644,VIOLA
0903,34.1985435,-97.3864104,"HEWITT (HOXBAR, DEESE)"
29-B,34.1817444,-97.3324539,ARBUCKLE
36-4,34.4607319,-97.4625584,"PENNINGTON, STRAY, TATAUMS"
14,34.401923,-97.4148967,DEESE
2-58,34.2073395,-97.4879543,HEALDTON
5-41,34.2046695,-97.4809566,HEALDTON
C-2A,34.206145,-97.4826633,HEALDTON
C-2B,34.2052574,-97.4850626,HEALDTON
G-5A,34.1930495,-97.4663576,HEALDTON
24,34.3607534,-97.4599506,FUSINILID
1703,34.1893492,-97.3878443,"HEWITT (HOXBAR, DEESE)"
10-W12,34.213778,-97.5180509,HEALDTON
11-9,34.2148947,-97.5097672,HEALDTON
18-W5,34.2118829,-97.5016123,HEALDTON
1-16,34.3806563,-97.4165348,SPRINGER
19-D,34.1892126,-97.3497769,ARBUCKLE
119-I,34.414401,-97.503351,PERMIAN
120I,34.4141922,-97.5011045,PERMIAN
122-I,34.4125101,-97.5029997,PERMIAN
2503,34.1954795,-97.4898326,"HEWITT (HOXBAR, DEESE)"
6204,34.2020222,-97.392295,"HEWITT (HOXBAR, DEESE)"
1,34.241258,-97.4727808,HOXBAR
8,34.4550776,-97.4515695,TATUM
4-10,34.4541399,-97.4488362,TATUM
37-3,34.4598307,-97.4668344,TATUM
49-5,34.4573577,-97.4668733,TATUM
50-6,34.4573302,-97.4624659,TATUM
75-12,34.4500832,-97.4620073,TATUM
8,34.1471856,-97.2149383,DEESE
H-4A,34.1966466,-97.4607665,HEALDTON
4-I,34.4378271,-97.514045,DEESE
5-I,34.4377798,-97.5119261,DEESE
6-I,34.4395994,-97.5140345,DEESE
7-I,34.4359872,-97.5120992,DEESE
130,34.4079271,-97.4450535,HOXBAR
30-H2,34.1758228,-97.3355429,PONTOTOC
200,34.383568,-97.4349856,"DEESE, HOXBAR"
195,34.3913077,-97.4299793,"DEESE, HOXBAR"
1,34.3933616,-97.4514499,PENNSYLVANIA
33-W9,34.4224469,-97.453784,PENNSYLVANIA
57-7,34.4572059,-97.4580169,TATUM
60-11,34.4534218,-97.4665442,"DEESE, TATUMS"
11-3A,34.4350791,-97.4563484,TATUM
135,34.4042819,-97.4537066,HOXBAR
63A,34.407695,-97.44728,HOXBAR
88A-01,34.4313847,-97.5539103,DEESE
4,34.198601,-97.50348,HEALDTON
35,34.2217582,-97.411117,"DEESE, HOXBAR"
1-5,34.4160761,-97.4352104,SPRINGER
5903,34.2179328,-97.3988774,"HEWITT (HOXBAR, DEESE)"
0104,34.2144562,-97.4061868,"HEWITT (HOXBAR, DEESE)"
151,34.4115465,-97.4406791,PENNSYLVANIA
47-6,34.4568945,-97.4802799,DEESE
60-12,34.4532469,-97.4714868,DEESE
6302,34.2021734,-97.4081759,"HEWITT (HOXBAR, DEESE)"
155,34.4160989,-97.4479849,PENNSYLVANIA
4,34.3951867,-97.4559576,PENNSYLVANIA
6,34.3915541,-97.4537701,PENNSYLVANIA
5-7,34.3933732,-97.4559576,TATUM
6,34.3364225,-97.4910119,"CULBERSON, HOXBAR"
1-24,34.1130433,-97.1478359," ARBUCKLE, BROMIDE, JOINS, MCLISH, OIL CREEK, VIOLA"
4904,34.2187107,-97.4055765,"HEWITT (HOXBAR, DEESE)"
4,34.3556425,-97.550664,PONTOTOC
8,34.3915434,-97.4496271,TATUM
10,34.3897761,-97.4533508,TATUM
19-5,34.4696329,-97.4887868,TATUM
SKM-9,34.5034616,-97.5318036,"FUSINILID, TUSSY"
1,34.4468145,-97.5468079,PONTOTOC
12,34.3876832,-97.4516097,PENNSYLVANIA
231,34.4320475,-97.5355862,"DEESE, SPRINGER "
3055,34.3930329,-97.5571052,DEESE
3083,34.3899199,-97.5503169,DEESE
3096,34.3878149,-97.5527096,DEESE
2,34.4438033,-97.5587279,PONTOTOC
14,34.4364537,-97.4323763,DEESE
3122,34.3819486,-97.5394882,DEESE
3119,34.382591,-97.54337,DEESE
181,34.4051721,-97.4461459,PENNSYLVANIA
179,34.416098,-97.4458199,PENNSYLVANIA
1-19,34.3716213,-97.4428974,CISCO
1,34.3538539,-97.5539548,PONTOTOC
3,34.1876541,-97.3275516,PERMIAN
13A,34.4025253,-97.433252,"DEESE, HOXBAR"
74-9,34.4497975,-97.4668147,"PENNINGTON, STRAY, TATAUMS"
19-6,34.4675446,-97.4887957,"PENNINGTON, STRAY, TATAUMS"
5-W,34.2462528,-97.381392,WHEELER
20-62,34.1022146,-97.2140986,LONE GROVE
4,34.3493002,-97.5494376,PONTOTOC
42-2,34.4623352,-97.4954149,TATUM
15,34.3610536,-97.3852165,DEESE
23-3,34.4635432,-97.4992634,"STRAY, TATUMS "
76-6,34.4539574,-97.4598062,TATUM
26-4,34.4637391,-97.4877005,"PENNINGTON, STRAY, TATAUMS"
RD-4,34.504138,-97.5374235,DEESE
25-9,34.4650167,-97.4899841,"PENNINGTON, STRAY, TATAUMS"
SKM-10,34.5048274,-97.5337798,DEESE
11,34.3524912,-97.5505346,PONTOTOC
4,34.3529464,-97.552839,PONTOTOC
207,34.403187,-97.43527,DEESE-HOXBAR
96,34.3811064,-97.4046914,PENNSYLVANIA
23-2,34.4662113,-97.498589,TATUM
15,34.354264,-97.5523307,PONTOTOC
14,34.3551702,-97.5533945,PONTOTOC
5-10,34.4712052,-97.5061453,TATUM
41-8,34.4614907,-97.4877208,TATUM
1,34.5024258,-97.4186083,"MCLISH, TULIP CREEK "
18-7,34.4694406,-97.485918,"PENNINGTON, STRAY, TATAUMS"
19-9,34.4693305,-97.4909777,TATUM
A-4,34.2474906,-97.5407537,HEALDTON
8,34.4254117,-97.5522715,PONTOTOC
14,34.3511299,-97.5490877,"PERMIAN, PONTOTOC"
11,34.3512011,-97.5522849,PONTOTOC
41-9,34.4600062,-97.4868929,TATUM
34-1,34.2526125,-97.3882418,FUSINILID
1-15,34.2035778,-97.5028188,ARBUCKLE
218,34.4015021,-97.4305377,DEESE
221,34.3976841,-97.4262869,DEESE
7A,34.4760039,-97.5161758,"FUSINILID, TUSSY"
224,34.399608,-97.4286858,DEESE
29-A,34.396978,-97.4294259,"DEESE, HOXBAR"
29-1,34.4459058,-97.4389021,DEESE
30-1,0.0,0.0,DEESE
9-A,34.4042281,-97.4361968,"DEESE, HOXBAR"
95-A,34.3861464,-97.4230984,"DEESE, HOXBAR"
61-11,34.4551948,-97.4752528,TATUM
46-8,34.4561827,-97.4876081,TATUM
353,34.1582178,-97.3587504,PENNSYLVANIA
351,34.1583041,-97.3627215,PENNSYLVANIA
377,34.1542152,-97.3541966,PENNSYLVANIA
104,34.3767568,-97.4004817,"DEESE, PENNSYLVANIAN"
103,34.3792029,-97.4024978,DEESE
46-9,34.4580074,-97.487407,"PENNINGTON, TATUM "
335,34.1621653,-97.3628243,PENNSYLVANIA
61-15,34.453878,-97.47839,"PENN, TATUM"
361,34.1561677,-97.3431847,PENNSYLVANIA
337,34.1621198,-97.3587689,PENNSYLVANIA
344,34.1599028,-97.3607068,PENNSYLVANIA
7-9,34.471637,-97.4880964,TATUM
62-3,34.4546185,-97.48115,TATUM
7-3,34.1300013,-97.3444973,DEESE
7-4,34.1317977,-97.3509892,DEESE
318,34.16353,-97.3607102,PENNSYLVANIA
10-A,34.3969549,-97.4381873,"DEESE, HOXBAR"
5-A,34.4060869,-97.4362107,"DEESE, HOXBAR"
123,34.3851774,-97.4069327,PENNSYLVANIA
45-A,34.3952223,-97.4294376,"DEESE, HOXBAR"
9-5B,34.4409471,-97.4642859,TATUM
12-1,34.1354264,-97.3531562,DEESE
126,34.3848471,-97.4054639,PENNSYLVANIA
139,34.373438,-97.3977586,DEESE
1-7,34.1299897,-97.3488197,DEESE
2-5,34.3678701,-97.3935602,DEESE
40-21,34.4629108,-97.4841469,"PENNINGTON, TATUM "
3-36,34.0832115,-97.3596993,DEESE
61-20,34.4555719,-97.4777833,TATUM
141,34.3744255,-97.4009471,DEESE
142,34.3736452,-97.3998776,PENNSYLVANIA SAND (DEESE)
14-3,34.4887124,-97.5118075,TUSSY
12-13W,34.2530743,-97.3961741,"PERMIAN, PONTOTOC"
13-7W,34.2548861,-97.4005407,"PERMIAN, PONTOTOC"
12-12W,34.2585157,-97.396168,"PERMIAN, PONTOTOC"
12-8W,34.2539797,-97.3994495,PONTOTOC
13-4W,34.2571526,-97.4021765,PONTOTOC
3-20,34.3662724,-97.3919676,DEESE
57,34.4152788,-97.4274458,DEESE
5-11,34.3637363,-97.3887828,DEESE
143,34.3774616,-97.4054676,PENNSYLVANIA
65,34.4137599,-97.4269464,"DEESE, HOXBAR"
29-8,34.4468153,-97.4383511,"DEESE, HOXBAR, SPRINGER"
3,34.501345,-97.5605299,PONTOTOC
2-36,34.0801106,-97.3545907,DEESE
146,34.386333,-97.408444,PENNSYLVANIA
2-36,34.0714805,-97.3665286,DEESE
7,34.4679996,-97.458719,SPRINGER
46-12,34.4579155,-97.4854243,"PENNINGTON, TATUM "
66-5,34.454482,-97.4942279,"STRAY, TATUMS "
3-29,34.1763724,-97.2258265,DEESE
1-KI,34.363301,-97.5576463,PERMIAN
1-22,34.3723941,-97.3906606,PENNSYLVANIA
5-KI,34.3633845,-97.5565204,PERMIAN
4-KI,34.3623942,-97.5577059,PERMIAN
3-KI,34.3624482,-97.5587997,PERMIAN
6-KI,34.36349,97.5591,PERMIAN
2-KI,34.3624501,-97.5565864,PERMIAN
13-2,34.2594044,-97.3823481,FUSINILID
154,34.3762899,-97.4063945,PENNSYLVANIA
120A,34.377827,-97.4030809,DEESE
3-16,34.4861928,-97.5519224,DEESE
2,34.4164494,-97.5157047,"PERMIAN, PONTOTOC"
43-7,34.4583108,-97.497906,"STRAY, TATUMS "
44-35,34.4517213,-97.4874147,"STRAY, TATUMS "
18,34.2639688,-97.3917316,HOXBAR
3-33,34.1687823,-97.2032527,DEESE
2,34.173107,-97.4616503,"ARBUCKLE, HEALDTON"
10-10,34.483286,-97.5548992,GOODWIN
12-3,34.1333962,-97.3538997,DEESE
2-33,34.1718598,-97.2072252,"DEESE, TUSSY"
157,34.3787216,-97.4063929,PENNSYLVANIA SANDS (DEESE)
44A,34.3952942,-97.4313883,"DEESE, HOXBAR"
82A,34.3899305,-97.4357271,HOXBAR
109,34.4086175,-97.4367814,DEESE
90A,34.3877456,-97.4278476,HOXBAR
11,34.3811389,-97.4203055,"DEESE, HOXBAR"
44,34.3699953,-97.5571651,PERMIAN
232,34.3928611,-97.4225833,"DEESE, HOXBAR"
4-6,34.3669589,-97.3962045,DEESE
3-33,34.169057,-97.2085566,DEESE
37,34.3926474,-97.4117305,PENNSYLVANIA
116,34.3945562,-97.4140135,DES MOINES
236,34.3977378,-97.4334804,"DEESE, HOXBAR"
47A,34.3949273,-97.4258079,"DEESE, HOXBAR"
3-10,34.1356898,-97.3919064,DEESE
17,34.3547644,-97.5514571,HOXBAR
19,34.3560923,-97.549721,HOXBAR
18,34.3561977,-97.5518186,HOXBAR
85-4,34.4479183,-97.4777871,"STRAY, TATUMS "
58,0.0,0.0,PERMIAN
240,34.3815417,-97.4232311,"DEESE, HOXBAR"
32A,34.397149,-97.436342,"DEESE, HOXBAR"
15-7,34.3912151,-97.4555434,PENNSLYVANIA
2-36,34.0758352,-97.3658394,DEESE
1,34.1887074,-97.4782371,ARBUCKLE
6-36,34.0735651,-97.3594338,DEESE
7-36,34.0740524,-97.3526941,DEESE
249,34.3960887,-97.4381732,"DEESE, HOXBAR"
96A,34.3862449,-97.4259852,"DEESE, HOXBAR"
111A,34.3845583,-97.419068,"DEESE, HOXBAR"
247,34.4023085,-97.4371739,"DEESE, HOXBAR"
248,34.3996162,-97.4341418,"DEESE, HOXBAR"
29-10,34.4484914,-97.438344,"DEESE, HOXBAR"
250,34.4031647,-97.4248705,"DEESE, HOXBAR"
4-9,34.3756275,-97.3889139,DEESE
3-28,34.3640671,-97.3946153,DEESE
1-28,34.3698522,-97.3988706,DEESE
256,34.385275,-97.4363445,"DEESE, HOXBAR"
258,34.397054,-97.439159,"DEESE, HOXBAR"
257,34.3855734,-97.4202854,"DEESE, HOXBAR"
252,34.3908739,-97.4404212,"DEESE, HOXBAR"
1,34.0717298,-97.4230515,PONTOTOC
156,34.40996,-97.42896,DEESE
43,34.26141,-97.39533,PONTOTOC
48,0.0,0.0,PONTOTOC
54,0.0,0.0,PONTOTOC
8-20,34.2399129,-97.5159658,HOXBAR
17-34,34.2361725,-97.5159851,HOXBAR
2,34.4604565,-97.429593,GOODWIN
1,34.4696998,-97.4493098,GOODWIN
7-45,34.2399206,-97.5159651,HOXBAR
5-17,34.2434313,-97.5116794,HOXBAR
17-36,34.232601,-97.5116367,HOXBAR
3-30,34.2440616,-97.5203838,HOXBAR
7-44,34.2408225,-97.5236613,HOXBAR
7,34.2116644,-97.3705396,HOXBAR
3,34.1917615,-97.4337992,HOXBAR
7-43,34.2399398,-97.520388,HOXBAR
5,34.3737862,-97.4214279,BAKER
9,34.3583716,-97.3841259,HOXBAR
3,34.4696084,-97.4427918,SIMS
5,34.4660078,-97.447168,GOODWIN
13-1,34.4696224,-97.4449702,GOODWIN
22,34.4106704,-97.4932917,SPRINGER
4,34.4873153,-97.4783156,HOXBAR
8-9,34.4822394,-97.5479721,DEESE
2-3,34.1481448,-97.3356785,HOXBAR
12-4,34.4895812,-97.5152163,TUSSY
1,34.1446307,-97.2723863,HOXBAR
152,34.4114343,-97.5059205,"DEESE, SPRINGER"
H-6I,34.242502,-97.54334,HEALDTON
1,36.5103627,-102.1284385,WINFIELD
3-13,36.7208708,-102.0331504,MORROW 
2,36.7786873,-102.051587,MORROW
5-13,36.7277565,-102.0342816,MORROW
6-13,36.731351,-102.0381667,MORROW
6-36,36.76778,-102.03863,MORROW
2-36,36.5934745,-102.0428385,TOPEKA
2,36.8620179,-102.0434025,MORROW 
2-3,36.796872,-102.1147172,MORROW
5-4A,36.7865507,-102.1244458,MORROW
1,36.6282256,-102.1437433,MORROW 
3-20,36.6208308,-102.1115198,MORROW 
1,36.9635746,-102.5767644,RED CAVE
5-D,36.966766,-102.5784615,LANSING
14-1,36.9895724,-102.5940848,LANSING
8-35,36.773039,-102.0579891,MORROW
2-25,36.9570168,-102.4666046,MARMATON
1-13,36.6426636,-102.1448412,MORROW 
1-13X,36.7280193,-102.0427242,MORROW
8-36,36.7677318,-102.0470594,MORROW
9-36,36.7714041,-102.0425608,MORROW
2,36.62236,-102.1345,MORROW MIDDLE
8-25,36.781319,-102.0437358,MORROW
10-3,36.7789717,-102.1240405,MORROW
2-13,36.7241183,-102.0382086,MORROW
3-36,36.764109,-102.0425745,MORROW
1,35.3114295,-97.4398389,2ND WILCOX
1,34.9514537,-97.2100194,PAWKUSKA
46,35.3293814,-97.5157777,ELGIN
1-17,35.1691087,-97.4391832,LAYTON
1-27,35.05643,-97.2900378,"VIOLA, WILCOX"
33-1,34.950758,-97.20459,VIOLA
12-3,35.3187395,-97.4686564,BARTLESVILLE
2,35.2533589,-97.5398809,PENN UNCONFORMITY
1-17,35.1716344,-97.2149549,PENNSYLVANIA
4,35.2591517,-97.5369075,BARTLESVILLE
1,35.262742,-97.5181915,BARTLESVILLE
D3,35.2556887,-97.5261992,PENN UNCONFORMITY
D4,35.2599929,-97.5226116,BARTLESVILLE
C-16-4,35.2563433,-97.5137582,BARTLESVILLE
2,35.2933953,-97.4995747,SKINNER
2-7,35.2699756,-97.4421311,UNCONFORMITY
1-26,35.3172042,-97.1610123,SANDY  SHALE
11-11,35.0926023,-97.1715428,BARTLESVILLE
10-8,35.094955,-97.1776262,BARTLESVILLE
10-11,35.0917627,-97.1870487,BARTLESVILLE
12-4,35.0999378,-97.1572195,BARTLESVILLE
9,35.0654036,-97.3487983,OSBORN
2,35.121884,-97.3984517,BROMIDE
1-22,35.3220016,-97.1896948,2ND WILCOX
1,35.2183068,-97.1597115,SIMPSON
1903,35.3282541,-97.6015402,ARBUCKLE
2,35.0970529,-97.288295,UNKNOWN FORMATION
1,35.1686468,-97.4089553,BROMIDE
1,35.1230759,-97.3211408,VIOLA
1,35.1393969,-97.3363578,"PENN, PERMIAN"
B-3,35.132117,-97.3266731,PENNSYLVANIA
15,35.1737952,-97.2836483,TONKAWA
A1,35.3676885,-97.4555007,OIL CREEK
3,35.3260426,-97.4110273,"HOOVER, SIMPSON, TONKAWA "
12-2,35.317259,-97.47561,BARTLESVILLE
3-2,35.3170283,-97.5417342,BARTLESVILLE
2,35.3115816,-97.5395036,HUNTON
1,35.313602,-97.55734,HUNTON
2D,35.3320641,-97.6024349,WELLINGTON
2,35.0953598,-97.3056259,"DOLOMITE, WILCOX"
1,35.1988494,-97.2065095,BARTLESVILLE
A-1,35.2023619,-97.2064358,BARTLESVILLE
2,35.139258,-97.40542,BROMIDE
2,35.2317562,-97.3253861,COTTAGE GROVE
6-1,35.2057391,-97.2062402,BARTLESVILLE
1,34.69155,-96.36194,SAVANNA
2,34.5388762,-96.4363083,ATOKA
3,34.5071952,-96.351925,OIL CREEK
1,34.4953217,-96.3009538,"ARBUCKLE, BASAL, JOINES, MCLISH, OIL CREEK "
1,34.7032603,-96.3565816,DEESE
2,34.6008974,-96.5050328,CROMWELL
1,34.5316506,-96.4275521,WAPANUCKA
1,34.6235638,-96.3476391,WAPANUCKA
1-20,34.6235093,-96.3758511,HARTSHORNE
34-1,34.4318538,-96.4553197,OIL CREEK
1-27,34.6099268,-96.3503174,ARBUCKLE
2-30,34.7076977,-96.3005543,CROMWELL
11-1,34.4891894,-96.4246027,ARBUCKLE
2-10,34.7445691,-96.2323855,ARBUCKLE
1,34.576525,-96.211825,HARTSHORNE
1,34.584014,-96.266266,"MCLISH, OIL CREEK"
A#1,34.6045946,-96.5086035,CROMWELL
1,34.5987231,-96.5088184,CROMWELL
1,34.5370651,-96.4319276,ATOKA
SWDW 1,34.606191,-96.342287,CHEROKEE
1,34.619959,-98.1821311,GRANITE WASH
2,34.6400644,-98.2699902,CONGLOMERATE
1,34.6345865,-98.2523458,GRANITE WASH
2,34.62915,-98.2391824,GRANITE WASH
4B,34.6292219,-98.2018722,GRANITE WASH
4,34.6094491,-98.2849824,PERMIAN
2,34.6020555,-98.2656087,GRANITE WASH
A-5,34.7403755,-98.2761184,SPENCER
6,34.7420753,-98.2822025,SPENCER
7,34.714439,-98.25868,LAWTON
1-A,34.7091275,-98.2751285,GRANITE WASH
1,34.616473,-98.1824693,GRANITE WASH
1-B,34.7551979,-98.2411082,PERMIAN
18,34.6262238,-98.2578547,PERMIAN
2,34.6384306,-98.1923727,GRANITE WASH
3,34.6224215,-98.2453471,GRANITE WASH
5,34.6278424,-98.2485433,GRANITE WASH
2A,34.6251929,-98.2705375,GRANITE WASH
23,34.6288191,-98.2748861,PERMIAN
4,34.7220154,-98.2576851,FORTUNA
1,34.6344055,-98.1972663,GRANITE WASH
1,34.624767,-98.2929281,GRANITE WASH
11,34.7220088,-98.2595984,FORTUNA
18,34.7230046,-98.26165,FORTUNA
6A,34.6470081,-98.2815402,PERMIAN
1,34.6007005,-98.2727017,GRANITE WASH
2,34.6165042,-98.2502634,GRANITE WASH
8,34.4790803,-98.2513438,ZIPSIE
1-12,34.7433886,-98.207372,YULE
1-13,34.7370336,-98.2047979,"CISCO, HOXBAR, PERMIAN "
1,34.7320506,-98.2658394,FORTUNA
7,34.6279503,-98.2967267,PERMIAN
8,34.7570317,-98.2343228,FORTUNA
13,34.6297609,-98.2956068,PERMIAN
3,34.476389,-98.2508317,ZIPSIE
10,34.6238525,-98.2896751,PERMIAN
2-13,34.7363104,-98.2073236,YULE
2,34.4305563,-98.189001,DORRANCE
7,34.3299684,-98.3586537,SOLDIERS CREEK
4,34.31914,-98.3548827,SOLDIERS CREEK
15,34.3193417,-98.364562,SOLDIERS CREEK
3,34.3181441,-98.3674785,CISCO
5,34.3169805,-98.3674759,SOLDIERS CREEK
1,34.3144823,-98.3601782,SOLDIERS CREEK
A-6,34.3015065,-98.3706762,CISCO
9,34.2996749,-98.3684907,CISCO
