well_number,latitude,longitude,zone
21-1,34.4622765,-97.5719601,"FUSINILID, INSCORE, SIMS, TUSSY"
18-8,34.4604975,-97.5741556,"FUSINILID, INSCORE, SIMS, TUSSY"
20-3,34.4617948,-97.5763408,"FUSINILID, INSCORE, SIMS, TUSSY"
24-1,34.458687,-97.5718831,"FUSINILID, INSCORE, SIMS, TUSSY"
20-4,34.4586899,-97.5763507,"FUSINILID, INSCORE, SIMS, TUSSY"
33-1,34.4532188,-97.5651245,"FUSINILID, INSCORE, SIMS, TUSSY"
35-2,34.4533325,-97.5653542,"FUSINILID, INSCORE, SIMS, TUSSY"
40-6,34.4514358,-97.5635087,"FUSINILID, INSCORE, SIMS, TUSSY"
63-2,34.4423367,-97.5654044,DEESE
48,34.4350623,-97.5698039,PONTOTOC
73-1,34.438697,-97.5654124,DEESE
1,34.3917336,-97.6900392,PONTOTOC
7,34.4331958,-97.6377685,SIMS
3,34.431491,-97.6399413,SIMS
13,34.4277551,-97.633209,SIMS
25,34.4296854,-97.6268034,SIMS
16,34.429678,-97.6312167,HUMPHREYS
44,34.4260604,-97.6201795,HUMPHREYS
37,34.4242389,-97.6223839,HUMPHREYS
54,34.4224315,-97.6157625,HUMPHREYS
49,34.4206101,-97.617967,SIMS
42,34.4224245,-97.6201754,SIMS
27,34.426034,-97.6267431,VELMA
31,34.4224173,-97.6245883,SIMS
18,34.4260421,-97.6312122,SIMS
68,34.424245,-97.6113771,SIMS
58,34.4240367,-97.6135668,HUMPHREYS
57,34.4242422,-97.6135773,SIMS
70,34.4206189,-97.6092015,HUMPHREYS
59,34.4224276,-97.6137276,SIMS
4,34.4932495,-97.715821,HOXBAR
1,34.5006956,-97.7422445,SIMS
9,34.4895021,-97.7093452,HOXBAR
7,34.4914449,-97.7116313,HOXBAR
19,34.4860441,-97.7115332,HOXBAR
23,34.4839834,-97.7049889,HOXBAR
27,34.48253,-97.70748,HOXBAR
118,34.4641193,-97.6831033,SIMS
112,34.4659342,-97.6831589,SIMS
B-14,34.4535115,-97.759898,HOXBAR
D-1,34.4593777,-97.7177124,"PERMIAN, PONTOTOC"
7-W,34.4497932,-97.7029531,PERMIAN
3-11,34.455283,-97.7160786,ADA
128,34.4624064,-97.6788128,SIMS
133,34.4605895,-97.6766721,SIMS
126,34.4624139,-97.6831916,SIMS
62,34.442667,-97.6700257,TUSSY
D-01,34.44812,-97.69683,HOXBAR
1-A,34.4439137,-97.7078666,PERMIAN
37,34.4202269,-97.7101212,PERMIAN
9-2,34.4243427,-97.7116703,SPRINGER
9-3,34.4261767,-97.7138009,"HUMPHREYS, SIMS"
3,34.4220494,-97.711826,"BASAL, PONTOTOC"
9-7,34.4225103,-97.7140107,"HUMPHREYS, SIMS"
8,34.4237805,-97.6718341,PERMIAN
A-1,34.4207372,-97.6680554,PONTOTOC
3,34.4826021,-97.7818178,HOXBAR
2,34.4510832,-98.0638357,CISCO
8,34.4519909,-98.0660333,ARMSTRONG
A1,34.451545,-98.0470046,HOXBAR
B-8,34.4361295,-98.0236455,ARMSTRONG
B-13,34.4361277,-98.0229491,GRIMES SAND
B-2,34.4363754,-98.0283508,UNKNOWN FORMATION
6,34.4374334,-98.0336932,HOXBAR
A-1,34.4483633,-98.0632465,"HALL, STRAY"
A36W,34.4236341,-98.0492522,CISCO
3,34.4270926,-98.0272441,CISCO
9,34.4319952,-98.0896347,HOXBAR
1,34.4301823,-98.0961861,BLAYDES SAND
22,34.417001,-97.5697939,DEESE
10,34.418834,-97.5697883,DEESE
29,34.4151235,-97.565422,DEESE
28,34.4151604,-97.5676138,DEESE
41,34.4133331,-97.572022,DEESE
47,34.4114791,-97.5632541,DEESE
46,34.4114868,-97.5654396,FUSULINA 
45,34.4114265,-97.5676502,DEESE
60,34.407784,-97.5632569,FUSULINA 
177,34.4060184,-97.5741983,HUMPHREYS
158,34.4077276,-97.5786319,SIMS
104,34.4133474,-97.5960599,SIMS
140,34.46951,-97.72036,SIMS
137,34.4096592,-97.5853076,HUMPHREYS
142,34.4078443,-97.5829784,SIMS
141,34.4078162,-97.5827921,HUMPHREYS
131,34.4078473,-97.5873337,HUMPHREYS
135,34.4078633,-97.585152,SIMS
132,34.4060397,-97.5873397,SIMS
119,34.409664,-97.5915656,HUMPHREYS
109,34.4096681,-97.5939171,"SIMS, SPRINGER"
111,34.4114791,-97.5937479,HUMPHREYS
122,34.407849,-97.5895492,SIMS
120,34.4084001,-97.5917354,SIMS
79,34.4187959,-97.6048037,SIMS
89,34.4151528,-97.6026347,HUMPHREYS
85,34.4133313,-97.6048204,SIMS
76,34.4169743,-97.6069895,SIMS
64,34.4169894,-97.611451,SIMS
62,34.4169741,-97.6135301,SIMS
74,34.4133313,-97.6070005,SIMS
73,34.4151784,-97.6090102,SIMS
99,34.41164,-97.59864,SIMS
98,34.4102176,-97.5982937,SIMS
87,34.4115098,-97.6026458,SIMS
52,34.4187764,-97.6157492,SIMS
50,34.4187918,-97.617939,PONTOTOC
40,34.41883,-97.6201,SIMS
3,34.4028716,-97.6555964,PONTOTOC
1,34.4042566,-97.6613051,PERMIAN
3,34.4047089,-97.6652061,TOMMAWALK SAND
3,34.3947095,-97.6511995,PERMIAN
4,34.39322,-97.64944,PERMIAN
2,34.3918627,-97.6073452,TUSSY
208,34.4024055,-97.5654658,"HUMPHREYS, SIMS"
210,34.398753,-97.5654658,HUMPHREYS
34,34.3993804,-97.5647305,DEESE
196,34.4007308,-97.5698311,SIMS
201,34.4005441,-97.5678368,HUMPHREYS
186,34.4042339,-97.5720421,SIMS
184,34.403422,-97.5720414,"HUMPHREYS, SIMS"
178,34.45677,-97.67222,HUMPHREYS
162,34.4042739,-97.5786055,SIMS
168,34.4042119,-97.5763333,SIMS
213,34.3970635,-97.5633173,SIMS
53,34.457228,-97.67495,DEESE
214,34.3975234,-97.5625509,HUMPHREYS
14-1,34.3860806,-97.5677133,WOODMANSEE SAND
14-4,34.3860846,-97.5699049,DEESE
8-3,34.3879199,-97.574298,DEESE
8-1,34.3880488,-97.5786225,DEESE
13-15,34.384341,-97.5742724,DEESE
12-19,34.3842663,-97.57851,DEESE
13-18,34.3805823,-97.5698776,DEESE
26-2,34.3787634,-97.5632916,TUSSY
25-1W,34.3769403,-97.5654733,DEESE
22-21,34.3787717,-97.5676744,DEESE
18-2A,34.3769426,-97.5698618,DEESE
17-16,34.380611,-97.5742586,DEESE
13-17,34.3824343,-97.5720769,DEESE
12-20,34.3824422,-97.5764599,DEESE
18-3A,34.3787798,-97.5720573,DEESE
10-2,34.3842624,-97.5851706,DEESE
16-2,34.3824406,-97.5808115,DEESE
16-4,34.3805294,-97.5831266,DEESE
16,34.3801284,-97.5857075,PONTOTOC
8,34.3805766,-97.5917206,DEESE
4,34.3805724,-97.5961954,DEESE
1,34.3824293,-97.5938934,DEESE
2,34.3769494,-97.5917288,DEESE
9,34.3787629,-97.5917251,DEESE
3,34.3769513,-97.5960776,DEESE
5-6,34.3787618,-97.593911,DEESE
3,34.3842771,-97.6004558,DEESE
1,34.3823882,-97.5982859,DEESE
2,34.3805798,-97.6004502,DEESE
4-3,34.3805756,-97.5982912,DEESE
4-6,34.3823952,-97.6004721,DEESE
4-4,34.380586,-97.6026672,DEESE
8,34.3823995,-97.6026605,DEESE
1,34.3769606,-97.6004698,DEESE
9-3,34.3787668,-97.6004866,DEESE
11-03,34.3769583,-97.6026443,DEESE
2,34.3902359,-97.6403725,PONTOTOC
2,34.3902208,-97.6425599,PONTOTOC
13-1,34.3733778,-97.5983026,DEESE
16,34.3733769,-97.5808064,PERMIAN
16-2,34.3715431,-97.5873716,DEESE
7,34.3733774,-97.5961017,DEESE
14-8,34.3733454,-97.5939212,DEESE
4,34.3715448,-97.5917357,DEESE
30-2,34.3751172,-97.5632706,TUSSY
32-24W,34.3733788,-97.5698852,TUSSY
32-25,34.3715476,-97.5676653,TUSSY
A-23,34.3697302,-97.57643,SPRINGER
21,34.3678165,-97.5699457,PONTOTOC
20,34.4176728,-97.6719925,UNKNOWN FORMATION
1,34.4156723,-97.6796205,PONTOTOC
8,34.413834,-97.6839063,UNKNOWN FORMATION
23,34.4170728,-97.6965194,PERMIAN
24,34.4170612,-97.6943224,PERMIAN
3W,34.4075001,-97.6849404,PERMIAN
1,34.4058,-97.6867175,PERMIAN
22,34.4091003,-97.7014188,TUSSY
33,34.4062632,-97.6986589,"DORNICK HILL, TUSSY "
9,34.4157538,-97.7066615,TUSSY
2,34.4116172,-97.7184416,PENNSYLVANIA
19,34.4062453,-97.7118321,HOXBAR
5,34.4075882,-97.7161812,PONTOTOC
3,34.4094,-97.7211843,PERMIAN
9,34.3958054,-97.7036599,PERMIAN
1-A,34.3990187,-97.6856067,PERMIAN
2,34.4008488,-97.6941669,DEESE
2,34.3971974,-97.6856527,PERMIAN
2,34.39197,-97.69016,TUSSY
3,34.3931029,-97.6993187,PERMIAN
1,34.3899774,-97.6837254,TUSSY
8,34.3847702,-97.6938452,SANTA FE SAND
3,34.383037,-97.6982362,PERMIAN
2,34.3573605,-97.7534358,"BASAL, PENN"
8G,34.3717767,-97.8277965,"NICHOLS, PENN"
8D,34.3717748,-97.8321717,"NICHOLS, PENN"
10,34.3663199,-97.8299737,HOXBAR
11F,34.3663251,-97.8299658,PERMIAN
10-D,34.36831,-97.83276,HOXBAR
1,34.3626939,-97.8299655,D-1 SAND
10,34.3681933,-97.792762,FARRIS
SWD 3,34.3513954,-97.7802006,HOXBAR
1,34.3521598,-97.7822199,HOXBAR
5,34.3513926,-97.7812935,PERMIAN
3,34.3132239,-97.7124356,LOCO 
4,34.355423,-97.8409112,JONES
5,34.3446234,-97.7937546,ARBUCKLE
2,34.3757708,-97.9586731,CISCO
1,34.4081104,-98.0048221,PERMIAN
7,34.4161709,-98.0251294,PENNSYLVANIA
3,34.4180111,-98.0324794,PENNSYLVANIA
1,34.3712496,-97.9845893,COMANCHE SAND
1,34.2972637,-97.5940027,HEALDTON
1-A,34.2931798,-97.5923747,DEESE
12-4,34.2954498,-97.5940046,DEESE
2,34.2936394,-97.5961826,DEESE
7-1,34.2974011,-97.5983633,FUSILINID
6,34.2990555,-97.5987003,DEESE
4,34.3227812,-97.722851,LOCO 
6,34.3314342,-97.745325,LOCO
2,34.330512,-97.7463522,HOXBAR
2,34.3323343,-97.7496297,HOXBAR
9,34.3314431,-97.7692944,LOCO
1,34.3190986,-97.7622046,ARBUCKLE LIME
2,34.3186452,-97.7638442,LOCO
7,34.3159815,-97.7037074,LOCO
3,34.3177864,-97.7070446,LOCO
2,34.312299,-97.7091651,LOCO 
8,34.3042742,-97.7159352,LOCO 
3,34.3063757,-97.6878492,LOCO
1,34.2976724,-97.6752578,UNKNOWN FORMATION
3,34.3009044,-97.7010025,LOCO 
23,34.2950332,-97.7025938,LOCO
7,34.2923012,-97.7058625,LOCO
16,34.2922971,-97.7036694,LOCO 
11,34.2941329,-97.7113607,LOCO
1,34.3245751,-97.7752734,PERMIAN
4,34.3140812,-97.7866329,LOCO
2,34.3890775,-97.9971518,CISCO
5,34.3081193,-97.6028879,"FUSULINID, TUSSY "
1,34.6530756,-97.6934042,PERMIAN
13,34.522237,-97.7070253,MARCHAND SAND
15,34.5225062,-97.711059,MARCHAND SAND
22,34.5188129,-97.7066913,MARCHAND SAND
24,34.518824,-97.7110756,MARCHAND SAND
28,34.5170106,-97.7045241,MARCHAND SAND
26,34.5169974,-97.7088877,MARCHAND SAND
1-3,34.5369178,-97.625348,ASHSHALINTUBBI
1-1,34.5423581,-97.6252967,ASHSHALINTUBBI
10-4,34.4713817,-97.5741549,SPRINGER
4,34.5876301,-98.1208327,CISCO
7-A,34.4174931,-98.0288628,SUBER
B-3,34.57648,-97.6933,PERMIAN
25,34.2954641,-97.7075463,LOCO
A22W,34.4205044,-98.0541873,CICSO
5,34.453162,-97.68644,DEESE
13,34.2936539,-97.7010181,LOCO
14,34.2928098,-97.6982052,LOCO
B2,34.585485,-97.7038377,PERMIAN
15,34.5755153,-97.6919066,DOYLE
2,34.5913771,-97.6978663,PONTOTOC
2-1,34.4859169,-97.5785243,DEESE
C-4,34.5206331,-98.0639207,HOXBAR
26,34.2936506,-97.7075309,LOCO
5,34.3753433,-97.9763554,WILSON
117,34.4307074,-97.7117268,PERMIAN
#9-3,34.586012,-97.70918,PENNSYLVANIA
12-4,34.5841381,-97.7088114,PENNSYLVANIA
5-2,34.5841249,-97.6978622,PENNSYLVANIA
6-3,34.5823074,-97.7000407,PENNSYLVANIA
7-1,34.5841209,-97.7000446,PENNSYLVANIA
7-3,34.5841285,-97.7022566,PENNSYLVANIA
14-5,34.5786988,-97.6912891,PENNSYLVANIA
#8-2,34.584198,-97.370479,PENNSYLVANIA
16-3,34.5789742,-97.6828905,PENNSYLVANIA
5-1,34.5841172,-97.6956595,PENNSYLVANIA
3-5,34.5804895,-97.6934675,PENNSYLVANIA
8-1,34.585558,-97.70479,PENN SANDS
6,34.5233667,-97.648398,HOXBAR
8,34.5114387,-97.5903721,"SIMS, SPRINGER"
29,34.5078157,-97.5838236,"SIMS, SPRINGER"
13-4,34.5078906,-97.6123133,ALDRIDGE
3,34.5297114,-97.6472287,HOXBAR
2-6,34.5405446,-97.6275052,ASHSHALINTUBBI
S2,34.5644823,-97.6705673,GARBER
16-9,34.5096718,-97.6298309,DEESE
16-8,34.5114933,-97.6276193,DEESE
3,34.5153118,-97.7570734,PENNSLYVANIA
9,34.5206491,-97.7591472,JEMISON
4,34.5750617,-97.7790154,HOXBAR
34,34.5134967,-97.6995853,PONTOTOC
3,34.5125276,-98.0678423,PERMIAN
5,34.5302645,-98.0797606,PONTOTOC
2,34.5477226,-98.1275427,ARBUCKLE LIME
1,34.5495108,-98.1142677,HOXBAR
5,34.5696149,-98.1098102,HOXBAR
4,34.5749741,-98.1186178,HOXBAR
3,34.5714061,-98.1164489,PENNSYLVANIA
3,34.6494514,-97.695594,DEESE
9,34.6548954,-97.6955881,PERMIAN
1,34.6620261,-97.7220266,PERMIAN
2,34.636484,-98.05966,"CISCO, HOXBAR"
1,34.6767255,-98.0443597,CISCO
A10W,34.4220325,-98.0558515,CISCO
A8W,34.4254099,-98.052519,CISCO
A10,34.4269329,-98.0511991,PENNSYLVANIA
5,34.5194566,-97.7547142,PERMIAN
2-W,34.3509456,-97.7787593,PERMIAN
15,34.3799972,-97.5758296,PENNSYLVANIA
A-1,34.292751,-97.7108376,LOCO A AND B
1,34.3305806,-97.7725182,PERMIAN
1-2,34.4877505,-97.5807171,DEESE
A-162,34.4914352,-97.5851066,"SIMS, SPRINGER"
2-2,34.4895439,-97.5785162,"DEESE, SPRINGER"
7-6,34.4841071,-97.5763384,DEESE
249,34.4877288,-97.5785203,PONTOTOC
18-4,34.4640942,-97.5741475,"FUSINILID, INSCORE, SIMS, TUSSY"
10-9,34.4714221,-97.5785343,"FUSINILID, INSCORE, SIMS, TUSSY"
10-10,34.4768521,-97.5763504,"FUSINILID, INSCORE, SIMS, TUSSY"
2,34.4477747,-97.5657303,PONTOTOC
24-4,34.4568436,-97.5741671,"FUSINILID, INSCORE, SIMS, TUSSY"
1,34.4894231,-97.7263171,SIMS
1,34.5059844,-97.5649614,PENNSLYVANIA
1,34.4975435,-97.6050991,PONTOTOC
1,34.5015152,-97.6201448,PONTOTOC
17,34.430655,-97.6974167,PERMIAN
3,34.4229725,-98.0420305,"HOXBAR, GRIMES"
1,34.3486778,-97.7791073,HOXBAR
42-D2,34.5495667,-97.6669694,PERMIAN
10,34.4271271,-98.0241746,PERMIAN
5B,34.4443527,-97.7095281,PERMIAN
6,34.4547863,-97.7144864,ADA 
9,34.3867717,-97.9849979,PERMIAN
B-2,34.56971,-97.77708,PERMIAN
1,34.3823431,-97.5894369,DEESE
1,34.5151005,-97.6101069,PERMIAN
9,34.5822999,-97.6912775,PERMIAN
3,34.4497211,-98.0663143,CISCO
6,34.4534508,-98.0671279,CISCO
14-4,34.4695913,-97.5764024,"FUSINILID, INSCORE, SIMS, TUSSY"
1,34.4026723,-97.6962726,"DEESE, PENN "
77,34.411907,-97.69027,TUSSY
7,34.38407,-97.58814,PERMIAN
10,34.2987196,-97.7451789,"LOCO, PERMIAN"
6,34.48124,-97.71434,THOMAS
33,34.4363246,-97.6995618,PERMIAN
C-3,34.3632035,-97.7944109,HOXBAR
2,34.4715552,-97.7088912,PERMIAN
234,34.41312,-97.5936764,"HUMPHREYS, SIMS"
3,34.4724603,-97.7083361,PERMIAN
5,34.3818555,-97.6949541,PERMIAN
1,34.3902982,-97.9777778,PERMIAN
B-5,34.4701751,-97.707808,PERMIAN
4,34.3826578,-97.8454261,NICHOLS
11,34.450014,-97.75154,PONTOTOC
15,34.420611,-97.6769021,PERMIAN
1,34.4717674,-97.7152962,PERMIAN
33,34.4326352,-97.6998975,PERMIAN
34,34.4288433,-97.6993098,PERMIAN
A-3,34.4283743,-98.0962154,BLAYDES SAND
1,34.4271274,-97.6974739,PERMIAN
1,34.427162,-97.6930214,PERMIAN
W-15,34.427163,-97.7020573,PERMIAN
14,34.4474175,-97.6883375,PERMIAN
21,34.4516285,-97.7116785,SIMS
11,34.4021182,-97.6773409,PERMIAN
1,34.4870931,-97.6106272,PONTOTOC
32,34.4641914,-97.6421344,HOXBAR
17,34.4402116,-97.6904766,PERMIAN
4,34.44572,-97.7243017,PERMIAN
5,34.495637,-97.7070617,PERMIAN
C-1,34.4301601,-98.1005905,"BLADES, GRIMES"
252,34.4041958,-97.5702773,HUMPHREYS
251,34.4075914,-97.5789803,HUMPHREYS
2-11,34.4575447,-97.7133386,"CLEVELAND, PRUE"
2,34.4088107,-97.6580812,PERMIAN
8,34.2987058,-97.7496072,"LOCO, PERMIAN"
2,34.4299171,-98.0987338,CISCO
1,34.4480685,-97.7445443,HOXBAR
1,34.4255925,-97.6195695,PONTOTOC
1,34.41739,-98.05284,CISCO
301,34.4286492,-97.6178519,SIMS
400,34.4145086,-97.5975521,SIMS
12,34.4138906,-97.694875,PERMIAN
261,34.4068698,-97.5768769,HUMPHREYS
259,34.4105399,-97.586104,SIMS
305,34.4218432,-97.6074471,SIMS
253,34.4942682,-97.5926807,"SIMS, SPRINGER"
1,34.6308064,-98.0147504,PONTOTOC
306,34.4200474,-97.6034002,"HUMPHREYS, SIMS"
1,34.5247498,-97.7696087,HOXBAR
402,34.4169543,-97.6016556,HUMPHREYS
15-5,34.4672733,-97.5740778,"FUSINILID, INSCORE, SIMS, TUSSY"
403,34.4178611,-97.606231,SIMS
4,34.5283768,-97.7685015,PERMIAN
256,34.5015977,-97.5839989,"SIMS, SPRINGER"
264,34.4119422,-97.5883527,SIMS
1,34.4329142,-98.054107,BLAYDES SAND
4,34.4662677,-97.7140396,PERMIAN
308,34.4288866,-97.6239904,SIMS
9W,34.4055346,-97.6876935,PERMIAN
10W,34.4073796,-97.6909883,PERMIAN
11W,34.4088357,-97.6909975,PERMIAN
12W,34.4088044,-97.6877157,PERMIAN
1-W,34.411693,-98.01851,PERMIAN
11,34.3965258,-97.6522284,PERMIAN
3,34.4011357,-97.6684104,"PICKENS, WILLIAMS"
1,34.4444409,-97.8846232,YATES
9,34.4393997,-97.7133379,PERMIAN
2,34.3250135,-97.7212209,LOCO
5,34.4049089,-97.6869719,PERMIAN
5,34.413015,-97.7156544,PERMIAN
23-1 SWD,34.455817,-97.8864353,CISCO
1-A,34.378466,-97.6294638,PERMIAN
14,34.3001075,-97.7207061,LOCO
47,34.2991186,-97.7205933,LOCO
3,34.5752071,-98.1398575,DEESE
2,34.3018524,-97.7124472,PERMIAN
15,34.4429986,-97.7232188,PERMIAN
135,34.4320763,-97.7137835,PERMIAN
7,34.445716,-97.7199238,RED BED SAND
2,34.4375237,-97.7210534,PERMIAN
4,34.4384418,-97.7232382,PERMIAN
296,34.4471965,-97.6674456,SIMS
24-A,34.4456322,-97.691596,PERMIAN
1,34.4251215,-97.6992182,PERMIAN
1,34.4199996,-97.7017573,PERMIAN
1,34.4232279,-97.7015871,PERMIAN
1,34.4199962,-97.6976294,PERMIAN
1,34.4199927,-97.693518,PERMIAN
41,34.4215503,-97.6997867,PERMIAN
42,34.4251732,-97.6953376,PERMIAN
43,34.4215468,-97.6955759,PERMIAN
44,34.4233616,-97.6973964,PERMIAN
45,34.4233583,-97.6935005,PERMIAN
5,34.3005214,-97.7506978,PERMIAN
1,34.315531,-97.7664646,PERMIAN
48-W,34.2950228,-97.7233374,LOCO
1,34.4019914,-97.6640751,PERMIAN
A-7,34.47976,-97.56554,PONTOTOC
WD-1,34.4251877,-97.7040044,PERMIAN
421,34.4244694,-97.6257802,SIMS
12,34.427517,-97.7077882,PERMIAN
1,34.3722195,-97.9264286,PERMIAN
16,34.4134344,-97.6943261,PERMIAN
20-W,34.3027475,-97.7097605,LOCO
10W,34.4357254,-97.6910027,PERMIAN
8,34.39351,-97.5937318,PONTOTOC
14-1,34.3861951,-97.9044678,MARLOW
16-W,34.3027339,-97.7249524,PERMIAN
38W,34.2918288,-97.7031456,LOCO
36,34.2909303,-97.7075079,LOCO
1,34.4296765,-97.5938871,SIMS
43,34.4397551,-97.7040119,PERMIAN
1,34.4260709,-97.5830004,SIMS
6,34.393912,-97.6305362,"PERMIAN, PONTOTOC"
29,34.3117131,-97.7004636,PERMIAN
55,34.4361427,-97.7127773,PERMIAN
5,34.3793699,-97.6752806,PERMIAN
3,34.4217459,-97.875863,WADE
1,34.425865,-97.5919475,PONTOTOC
5,34.4329904,-97.7155305,PERMIAN
2,34.3803164,-97.6927595,PERMIAN
50,34.4288399,-97.6952644,PERMIAN
10,34.4397605,-97.707295,PERMIAN
54,34.4215611,-97.7040765,PERMIAN
55,34.4215758,-97.7074915,PERMIAN
5,34.3785029,-97.6905553,PERMIAN
23,34.4093559,-97.6893603,PONTOTOC
2W,34.456617,-97.7056759,PERMIAN
2,34.5849293,-98.1252751,"KETCHUM, JONES"
8,34.3739554,-97.9575684,CISCO
5,34.3749136,-97.9589894,CISCO
4,34.4602629,-97.7199165,PERMIAN
8,34.3775962,-97.6916404,PERMIAN
2,34.5811337,-97.6930712,PONTOTOC
4,34.4658928,-97.5933716,DEESE
23,34.4166366,-97.6998097,PERMIAN
26,34.4111275,-97.6849968,PERMIAN
9,34.4311816,-97.7166458,PERMIAN
11,34.37779,-97.69075,PERMIAN
3-A,34.3658504,-97.682753,PERMIAN
63,34.4233545,-97.6889211,PERMIAN
64,34.4251698,-97.6909793,PERMIAN
27    ,34.3045498,-97.7053726,PERMIAN
I-1,34.4232667,-97.7105413,PERMIAN
W-33,34.4161714,-97.6975368,PERMIAN
W-34,34.4179052,-97.6954388,PERMIAN
G-1,34.4232468,-97.7063184,PERMIAN
26,34.4538791,-97.6980182,PERMIAN
1-W,34.4093872,-97.692642,PERMIAN
29,34.421881,-97.69136,PERMIAN
W-30,34.420974,-97.69027,PERMIAN
5,34.4375089,-97.7166063,PERMIAN
1D,34.4675072,-97.7219968,PERMIAN
34A,34.2982067,-97.7293329,"LOCO, PERMIAN "
37A,34.2991136,-97.7293281,"LOCO, PERMIAN "
1,34.426844,-97.6889551,PERMIAN
9,34.5261385,-97.7108896,MARCHAND SAND
8,34.4529961,-97.7231772,PERMIAN
17,34.3775961,-97.692734,PERMIAN
7-25,34.4826042,-97.5785981,DEESE
18,34.4520947,-97.6871326,PERMIAN
1,34.4215392,-97.6868809,PERMIAN
10-A,34.4156985,-97.6839247,PERMIAN
A-1,34.42415,-97.69301,"HUNTON, VIOLA "
1,34.4170689,-97.7030901,PERMIAN
6,34.4219929,-97.6861344,PERMIAN
A1,34.3100153,-97.71551,PERMIAN
A2,34.30708,-97.71117,PERMIAN
1-14,34.4859887,-97.5824381,DEESE
1,34.5020391,-97.7395181,PERMIAN
3,34.453891,-97.7100602,PERMIAN
7,34.4547098,-98.0638629,PERMIAN
1A,34.426579,-97.7112278,PERMIAN
5-A,34.4265958,-97.7145093,PERMIAN
1,34.56835,-97.77872,PONTOTOC
7,34.5655262,-97.7756382,PONTOTOC
15,34.3748627,-97.9531322,CISCO
429,34.4260389,-97.617037,SIMS
23A,34.38853,-97.69042,PERMIAN
3,34.371237,-97.9586453,PERMIAN
1,34.2958888,-97.6906143,PERMIAN
1,34.3562562,-97.8836291,PERMIAN
1,34.4350947,-97.5960735,SIMS
R-1,34.4121074,-97.6926607,PERMIAN
7-18A,34.4803037,-97.5760704,DEESE
1,34.3707866,-97.9345453,PONTOTOC
44,34.2936423,-97.7031609,LOCO
#6-6,34.58056,-97.69823,PENNSYLVANIA SAND
540,34.3164054,-97.7293992,HOXBAR
546,34.3118737,-97.7269882,LOCO
SWD # 1,34.4134458,-97.6965142,PERMIAN
31,34.4529662,-97.7002094,PERMIAN
C-1,34.4369121,-97.5982566,VIOLA
1,34.3811734,-97.9769183,CISCO
1,34.3965601,-97.6652502,PERMIAN
1,34.3281941,-97.8191562,CANYON
7,34.4502817,-97.7165997,PERMIAN
1,34.3984694,-97.7178921,PERMIAN
6A,34.4602708,-97.7155363,PERMIAN
35,34.370012,-97.5768276,PERMIAN
14,34.4206231,-97.6835277,PERMIAN
20,34.4187583,-97.567599,SIMS
4,34.5628416,-97.7783563,PONTOTOC
9-A,34.4211495,-97.7134781,PERMIAN
3,34.3985298,-97.7200094,PERMIAN
2,34.4003083,-97.7200587,PERMIAN
2-12,34.5678125,-98.0923179,CISCO
2,34.4768648,-97.9915022,YULE
28,34.3741368,-97.5775399,PERMIAN
1,34.4326767,-98.0631105,BLAYDES SAND
1,34.434181,-97.68484,PERMIAN
15W,34.434317,-97.689222,PERMIAN
22W,34.4324593,-97.6866732,PERMIAN
26W,34.4323625,-97.6780659,PERMIAN
32W,34.430553,-97.680237,PERMIAN
35W,34.4288323,-97.686638,PERMIAN
37W,34.4287435,-97.6824081,PERMIAN
1,34.4340425,-97.6802706,PERMIAN
1,34.4340348,-97.6760591,PERMIAN
1,34.4305453,-97.6760257,PERMIAN
7W,34.424311,-98.06227,PERMIAN
3-A,34.4897695,-97.582879,DEESE
1,34.4224206,-97.5763901,SIMS
12W,34.4358798,-97.6865438,PERMIAN
1,34.420685,-98.0579,PERMIAN
30-W,34.430644,-97.6847157,PERMIAN
24W,34.4322332,-97.6825413,PERMIAN
39-W,34.4287352,-97.6778653,PERMIAN
20W,34.4324633,-97.6911499,PERMIAN
15A,34.4142955,-97.6768007,PERMIAN
C-7,34.471916,-97.7056036,DEESE
29,34.4184415,-97.6981762,PERMIAN
18,34.4224398,-97.6823473,PERMIAN
19,34.4206263,-97.6823298,PERMIAN
21,34.3940106,-97.7025324,PERMIAN
10,34.3921972,-97.7004201,PERMIAN
16-1,34.46597,-97.56339,DEESE
13,34.3985761,-97.7003665,PERMIAN
15,34.42979,-98.05133,PERMIAN
2P,34.4525083,-97.7018191,PERMIAN
1,34.4307852,-97.6888455,PERMIAN
1,34.4270712,-97.6844975,PERMIAN
1,34.4270634,-97.6802035,PERMIAN
15,34.4256104,-97.6807366,PERMIAN
1,34.3758032,-97.6942841,PERMIAN
502,34.4274103,-97.6193792,HUMPHREYS
619,34.417394,-97.6025826,HUMPHREYS
6,34.57736,-97.7817405,PONTOTOC
8,34.4188291,-97.6855953,PERMIAN
12,34.4188405,-97.6877836,PERMIAN
10,34.530035,-98.0928427,CISCO
1,34.4097936,-97.6877224,PERMIAN
8,34.3866852,-97.7048347,PERMIAN
1,34.3738991,-97.9378425,PONTOTOC
9A,34.4011895,-97.7178606,PERMIAN
1,34.4317091,-97.88251,PERMIAN
1B,34.4138653,-97.6806256,PERMIAN
1,34.3949198,-98.0085906,CISCO
15,34.4187552,-97.6898551,PERMIAN
28,34.3032023,-97.7070655,HOXBAR
A-4,34.3100044,-97.7108755,PERMIAN
51,34.2968488,-97.7037341,LOCO
