well_number,well_type,well_name,operator_id
1W,2D,CARTWRIGHT,23059
W1,2R,PAXTON,22945
7,2D,THE LITTLE GARRETT,22945
W-13,2R,CHAPPELL,22945
W-11,2R,CHAPPELL,22945
W-10,2R,CHAPPELL,22945
3,2D,CHESTER MADDUX,23454
13-4,2R,WEST TRACT,20857
13-5,2R,WEST TRACT INJ,20857
AW-14,2R,MILDRED PAXTON,13989
7DDI,2R,F.R. WHITE,13989
1,2D,MULLIGAN ,23726
2,2D,TOWNSEND,2315
1,2R,SHEALY,21909
1 SWD,CDW,LOWERY,15085
B-1,2D,"STANFORD, D. L.",21820
1,2D,CRA-DUKES,23209
1,2R,SALLEE,21820
1,2D,DOUGLAS,20882
1,CDW,FEGGET,15085
18,2R,PARSON GILCREASE (3A),23209
4,2R,SPICKARD,1235
3,2D,COLLINS,23422
4,2D,McMAHAN,15602
1,2R,CURRY,6709
6,2R,T.V. MCMAHAN,23209
1,2D,CHALAKEE,21822
6,2D,VAN PELT,22550
2,2D,CARY PENN SAND UNIT(MCVEIGH 3),23817
2,2R,VAN PELT,22550
1,2D,PALMER,12655
4,2D,LEONARD B,15298
4,2RSI,BRAS,1235
1B,2D,LIKOWSKI,20996
3,2D,FOLLANSBEE,21553
3,2R,UNUSSE,2315
3-1,2R,N OKEMAH UNIT,23209
3,2D,SPORLEADER,23209
CW-1,2D,DOUGLAS,8411
1,2R,RINEHART,23209
9,2R,TANNER,23479
1,2D,GRAGG,14156
11-1,2R,WEST ARNO UNIT,15298
10-1,2R,WEST ARNO UNIT (CAPPS #1),15298
1,2R,PARKS,21067
B1,2R,NESPOR,14156
1,2D,FRANKS,20923
18-4,2R,FISHER,22119
5,2D,REPLOGLE,20923
6,2D,JINCY BARNETT,17138
1,2D,SOWDER,21916
4,2D,HARMON ,20773
1A,2R,ENGLESMAN,8441
5-A,2D,MICCO,16896
1,2D,HENDERSON,1235
2,2D,DIEFFENBACH,20720
1,CDW,"COWAN, CLARA",23631
4,2D,PALMER ET AL,12655
1,2R,PALMER,20773
1,2D,AUDRA MAJORS-SILL,844
2,2R,TURKEY,20518
5,2D,STEPHENSON,2262
1,2D,BEAR,6401
3-A,2D,PHAROAH,10368
1,2D,CRAWLEY,23922
1,2R,FRANKS,7657
2,2D,COOPER FRANKS,21610
E-2,2R,LIVESAY,22756
1,2D,MARY,19836
6,2D,RANEY,11938
2-18,2D,SNELL HEIRS,23922
2-A,2D,FISHER,21822
1-A,2D,SKRIMAGER,6709
B-2,2D,SMITH,23478
1,2D,BUTCHER,20811
5,2D,PALMER,15298
24-8,2D,GORDON,23209
2-C,2R,HURLEY,23997
1,2D,DUROY,23817
4,2D,McMAHAN,18957
13,2R,PARSONS GILCREASE,23209
7,2R,BLACKBURN,16918
5,2R,KING HEIRS,23197
2,2D,JORDON-STARKEY,21842
1,2R,WEST HAPKE,23197
1,2D,DEEP FORK,15298
1,2D,SIXSHOOTER,18232
5-20,2D,HODGES,21164
1-23,2D,BROOKS,17066
31-1,2D,MELINGA-HARPKE,18957
3,2D,OKFUSKEE,17728
23-1,2D,DESHIELDS,21822
1-C,2D,MARTHA JANE,23209
1,2D,LITLE,17066
2-A,2D,LAMAR,10368
1,2D,RABBIT HOLLOW,23209
10,2D,VICTOR PAUL,7580
1,2D,BRESNAN,24030
1,2D,DUECK,21902
2,2D,EARNEST,1235
6,2R,BEAR,18722
2,2D,LYNCH,21822
16,2D,VICTOR PAUL,8411
2,2D,MCMAHAN,20900
1,2D,MATTHEWS,10368
2,2D,LINDLEY,6401
1,2D,MCCOY,11199
11-11I,2D,LOWE,18957
7,2R,MICAWBER WFU,20518
9,2D,DEERE,14156
1-9,2D,SIMMONS,21562
2,2R,LINDSEY,20864
1A,2D,PLATO,13989
1-15,2D,LITTLE,20773
 2-12,2R,BESS,20864
1,2D,FITE,23209
1-7,2D,GIBSON,19798
6,2R,HOMEPLACE,20864
2,2D,JIMMY,15298
1-23,2D,PUCKETT,16896
3,2D,MAYS,7580
3,2D,SCOTT ,18538
1,2D,JOSEPHINE,21553
1-36,2D,BURNETT,23936
7,2R,LINDSEY ,20864
3B,2D,SUTTERFIELD,20173
2-36,2D,BURNETT,23936
4,2D,HIBLER,18538
1,2D,PARAMOUNT-CYNTHIA,20585
1,2D,PATAGONIA,23197
1,2D,PARADISE,20585
1,2D,COUNTY LINE,20678
1,2D,SILL,20173
1-6,2D,LANDERS,20585
1-22,2D,ENTERPRISE,21418
2,2D,DYNASTY,19836
1,2R,BUCHANAN,20173
1,2D,PARADOX,20585
1,2D,ROSIER SWD,3959
1,2D,JEANA,22988
1,CDW,OKEMAH SWD,23221
1-35,2D,MONTGOMERY SWD,21164
1-5,2D,STEFFAEN SWD,21164
11,2R,RCSU,16144
1-30,2R,G-MAN,18232
10-2,2D,AURORA,24034
1-27,2D,WALKER BROS SWD,21164
26-1,2R,STAFFORD RANCH ,22836
1-14,2D,MARLOW SWD,20585
2-A,2D,ADA SMITH,22709
1,2D,COCHRAN,22800
35-11C,2D,DODSON 'A',4183
1-6,2D,HOFFMAN,23530
2-13,2D,COY,23209
3-22,2D,JOSEPHINE,21418
2-A,2D,GARST,20976
1,2D,MOGRIDGE,16144
3,2D,FISHER,22119
2,2D,LAUGHLIN      SWD,23328
1-20,2D,OLSON,23112
4,2D,HARDCASTLE,7775
1,2D,TRAVIS,19087
12,2D,THEIMER A,19113
D-2,2D,WALNUT GROVE (NO MIT REQUIRED,8891
4-3,2R,OKC SO WILCOX UNIT,19113
1,2D,OLD HADSON OHIO WALKER,22699
1-A,2D,MCGREW,13834
1,2D,JAMES,21639
2-T15,2R,C.M.S.U. CHOCTAW,20266
1-T21,2R,C.M.S.U. CRUME,20266
20,2R,WHEATLAND UNIT,23271
26,2R,WHEATLAND UNIT,23271
32-2,2R,ORR,23271
9,2R,WHEATLAND UNIT,23271
28,2R,WHEATLAND UNIT,23271
3-T17,2R,C.M.S.U. CHOCTAW,20266
4-17,2R,GROSS,21553
2-15,2R,MORSE,21740
29,2R,WHEATLAND UNIT,23271
31,2R,WHEATLAND UNIT,23271
3,2R,WILL ROGERS UNIT,23271
20,2R,EAST WHEATLAND UNIT,23271
9,2R,WILL ROGERS UNIT,23271
22,2R,EAST WHEATLAND UNIT,23271
6,2R,WILL ROGERS UNIT,1363
23-2,2R,SALYER,21740
1-14,2D,CUMBIE,11420
15,2R,WILL ROGERS UNIT,23271
17,2R,WILL ROGERS UNIT,23271
33,2R,WILL ROGERS UNIT,23271
3-21,2R,OKLAHOMA COUNTY,19104
1-5,2D,MARY SUSAN,11420
22,2R,WILL ROGERS UNIT,23271
26,2R,WILL ROGERS UNIT,1363
23-3,2R,WESTBOROUGH,21740
1-21,2R,SWEM,19104
32,2R,E WHEATLAND UNIT,23271
19,2R,WILL ROGERS UNIT,23271
24,2R,EAST WHEATLAND UNIT,23271
29,2R,EAST WHEATLAND UNIT,23271
30,2R,WILL ROGERS UNIT,23271
1-20,2R,CAPSHAW,19104
37,2R,WILL ROGERS UNIT,23271
1-20,2R,SOUDA,19104
28,2R,WILL ROGERS UNIT,1363
1,2R,CATLETT,21740
2,2R,GREEN,20696
1-19,2R,SOPER,20696
9C-3,2R,BOOTH,16711
8B-4,2R,PARKVIEW,16711
1-8,2R,REDING,16711
1-8,2R,DOUGLAS,16711
18A-3,2R,PENNWICK,16711
2,2D,LUTHER,20585
7D-4,2R,PENNWICK,16711
8C-4,2R,RISCHARD,16711
8C-3,2R,RISCHARD,16711
17B-3,2R,RANCHO,16711
1-9,2R,SYCAMORE,16711
1-19,2R,MOMENTUM,19104
17B-4,2R,RANCHO,16711
18A-4,2R,PENNWICK,16711
16 B-4,2D,CAPITOL HILL SWD,16711
6-22,2R,WITCHER RED FORK UNIT,19104
10-20,2R,WRU,19104
3,2D,MCCOON,12990
41,2R,WRU,23271
12,2D,J.M. YOUNG,7775
44,2R,WILL ROGERS UNIT,1363
47,2R,WILL ROGERS UNIT,23271
49,2R,WILL ROGERS UNIT,23271
53,2R,WILL ROGERS,23271
10-3,2R,INJECTION WELL,17016
1,2R,C.J. JUDY,24008
1,2D,DEEP THROAT,20585
4-5,2D,WILEY POST,17195
1,2D,SWEETHEART,20585
1,2D,SHARON,23817
1,2D,REID,23328
1,2D,CHAMBERS,20585
1,2D,FLOWER POWER,20585
7,2D,MARY UNSELL,8891
1,2D,TOBIN SWD,23328
1,2D,O'BRIEN SEC9 SWD (TR 188),23199
1-20 SWD,2D,CARLSON,17195
2-17,2D,COMMANDER SWD,17195
1,2D,BLOCK 22 CENTRAL,19087
1,2D,WISHON SWD,20585
17-21,2R,OKC SO WILCOX UNIT,19113
1,CDW,DAHL SWD FACILITY,23986
17-22,2R,OKC S. WILCOX UNIT,19113
C-2,2R,LORD,19113
4-1,2R,OKC S WILCOX SAND UNIT(401W),19113
3-4,2R,OKC S WILCOX SAND UNIT,19113
2,CDW,HEMMER,8891
1,2D,WINSTEAD,8891
1,2D,CLAUDE YOUNT  ,8891
1,2D,HANNA,1796
2,2D,INLAND-HAM,7775
1,2D,McMLLEN,8891
1,2D,HILDRETH,19087
1,2D,LONG UNIT,23234
3,2D,CORBETT,23234
1,2D,KIMMEL,15845
1,2D,RUSSELL COMMUNITY,8891
2,2D,HARDCASTLE,7775
1,2D,WALLACE J.H.,8891
1-1,CDW,PESTHOUSE,20111
6,CDW,BAKER-TOWNSEND (NO MIT NEEDED,19087
299,2D,WEHLU (BLUFF D-5),23199
1,2D,HUDSON,21155
31,2D,THOMPSON,16112
1,2D,WHITECOTTON,3065
5,2R,LOGAN-PETREE ,22765
4A,2D,HUDSON,21815
791,2R,EDWARDS DUTCHER SAND UNIT,10368
4,2R,THOMPSON HAZLET (H. MAHER #4),2169
1,2D,ROSE LEWIS,19010
2,2D,ENDRES,7069
16-D,2R,GOODMAN,20900
2-A,2R,COLLINS,22014
7,2R,GEO JAMES ,22731
6,2R,TOBE JEFFERSON,22343
2,2R,McCOLLUM,23629
5D,2D,HENRY B,18510
8,2D,CHARLIE KING,11750
8,2D,COWAN,13736
I-1,2R,SHARP,19040
I-2,2R,BOSS,19040
1,2D,HOSKINS,12358
16,2D,REYNOLDS,1220
4,2R,FISHER ,22550
2,2D,"CHANCEY, HOMER",6078
1,2D,REYNOLDS,19531
1,2D,WILSON,15757
12,2R,REYNOLDS,1220
59,2D,GRAYSON,5644
2,2R,BYARS-CORBIN,21981
10,2D,HART,5644
5,2D,JONES,7069
W-6,2R,BALD HILL DUTCHER SU,21067
4,2R,LEE,22731
9-A,2D,BOWLING,5644
3-A,2D,GRIMMETT,7069
C-2,2R,S.E. YOUNGSTOWN,21553
1,2D,"KERR  ""B""",15757
2,2D,WITHROW,22931
1A,2R,TOM BURROWS,4704
1,2D,SMITH,12550
15,2D,ROSE LEWIS,19010
1,2D,DANIELS,5644
4,2D,TIGER DRISCOLL,17067
1882,2R,BEGGS DEEP FORK DUTCHER S U,8610
3A,2D,REED,12209
1952,2D,BEGGS DEEP FORK DUTCHER  SU,8610
1,2D,FIELDS (VIERLING) ,23059
1911,2R,BDDSU,8610
1874,2R,BDDSU,8610
1872,2R,BDDSU,8610
2,2D,BOHNEFELD,20173
1A,2D,BUTTERLY (NO MIT - EXEMPT),21820
1934-W,2R,BDDSU,8610
1915,2R,BDDSU,8610
1-22,2D,EWELL,13961
SW-1,2D,COLEMAN - GORDAN,18795
1,2D,FLUD,21677
1,2D,STEWART,21842
1 SWD,2D,POLLARD,1622
3,2D,HARRELSON,23987
1,2R,BREHM,20099
3,2D,CIRCLE  V,22458
3,2R,TANNER,11750
4,2R,YARGEE,20712
1,2D,CASEY A,20712
1,2D,FLEETWOOD,21286
2,2D,PINE (SMITH 1A),22306
1-9,2D, ROBINSON    (NO MIT NEEDED),10837
2,2D,WILSON,15757
1,2D,BEAVER,19531
D-1,2R,CARUTH,20099
1,2D,CLARK,6816
1,2D,VIERSEN,17067
1,CDW,OSAGE TERM.,16331
2,2R,WILSON ,8610
3-A,2D,HARRIS,12683
1,2D,MORAN L&D,23036
2,2D,HANK  (CLARK),7069
1,2D,ANTHIS,17720
2,2D,YARBROUGH,4183
3,2R,HENRY 'J',18510
1,2D,JACK NOBLE,20712
12W,2D,WILDLIFE,16112
1,2D,EPISCOPAL,15085
1,2D,PINE,17067
6,2R,WATSON GRIFFIN,10021
1,2D,HOLLINGSWORTH,19531
21,2D,CENTURY (RAINEY #1),20830
3D,2D,ROBERTSON,19531
1-34,2D,STORTS,17067
12,2D,HILLMAN,21678
1-A,2D,WATSON,18232
6-27,2R,STEELE,18232
1,2D,AMMONS,21669
I-1,2R,FROST (HENRY),19040
1,2D,DEVILLE,17592
6-21,2R,WATSON,19780
3,2R,ADAMS,22731
3,2D,PITCHFORD,23618
1,2D,SCHACHLE,18722
1-27,2R,MILLER,18232
12,2R,SCHOOL LAND,23629
3A,2D,PATSY WILSON,3744
2,2D,ADAMSON,21842
1W,2R,KENNETH CLINE,17296
2,2R,RICE,22343
3-27,2D,MILLER,18232
3,2D,SPURGIN  / BURKE,19531
23,2D,DICEY MCINTOSH,22141
9,2D,DAVIS,19531
4,2D,ROBERTS,8834
9,2R,PINE,22971
1-5,2D,LESLIE,20173
6,2D,HENRY LYONS,21759
4,2D,WILSON,8610
6,2R,DEARMON,22437
8,2D,DEARMON,21669
19,2R,DEARMON,22437
1,2D,MONDAY,19531
1,2D,SUNNY,15757
6,2R,TANNER-FIELDS,11750
3-B,2D,KECK,23807
1,2D,BEAVER,17592
1,2D,GASAWAY,12683
10,2D,HULL,16572
PF-6,2D,DUFF,20099
6-1,2D,MILLER,19459
2,2R,PARKS PG,19840
PG#4,2R,PARKS,19840
PG-6,2R,PARKS,19840
7,2R,PARKS PG,19840
621W,2R,EDWARDS DUTCHER SAND UNIT,10368
641W,2R,EDWARDS DUTCHER SAND UNIT,10368
1,CDW,HART,17592
785W,2R,EDWARDS DUTCHER SAND UNIT,10368
3-3,2R,PIERCE,20893
2-S,2D,COPELAND,10170
6,2D,WRIGHT,18907
2-B,2D,CASSELMAN,21679
1-A,2D,HAWKINS,20271
D-2,2D,MCNUTT,22751
36-2,2D,MILLER,19459
5X,2R,LEE FEE,23629
5A,2D,E S WERNER,1220
6,2D,"WHITE, CHARLEY",10837
2,2R,PINE KEENER UNIT TR. 1,22971
7,2D,"WHITE, CHARLEY",10837
I-4,2R,SANDERS,19040
I-6,2R,MEADORS,19040
2,2D,BUCHANAN,1622
2A,2D,JOSH HOLMES,4529
1-21,2D,BROOKS,23380
6A,2D,HUGHEY,2392
1-34,2D,TOM B,20789
1-7,2D,CAL FARLEY,23618
1,2R,RANDOLPH,7697
7,2R,RANDOLPH,7697
6,2R,RANDOLPH,7697
#1-9,2R,RANDOLPH DUTCHER,7697
1-11,2D,DILLINGHAM RANCH,20789
2-10,2D,DILLINGHAM RANCH,20789
18,2D,J.J.R.,21842
W-1,2R,BALD HILL DUTCHER SU,21067
W-9,2R,BALD HILL DUCTHER SU,21067
W-8,2R,BALD HILL DUTCHER SU,21067
W-4,2R,BALD HILL DUTCHER SU,21067
W-2,2R,BALD HILL DUTCHER SU,21067
66,2D,BROWN,10368
1,2D,LODESTONE SWDW,21610
2-1,2D,BOATMAN,18957
1-A,2D,VAUGHN,21709
7-10,2D,DILLINGHAM RANCH,20789
48,2R,RENTIE WELL,18232
18,2D,ANICKER,18232
16,2D,WRIGHT WELL,18232
1,2D,BEAGLE,2902
2,2D,BIEDLEMAN,20173
1-8,2D,EDDIE,19500
13,2D,PEAVLER,21476
2,2D,WATSON,4183
5-8F,2D,GIBBENS,22709
1-30,2D,CASEY LYNN,17501
W2,2D,OKMULGEE MANNING PROJECT,22945
1-7,2R,MOSES INJECTION WELL,17501
5,2R,NASH,17501
10-1,2D,KLIMEK,23515
5D,2D,FRED  ,22466
644,2R,GHDSU,10368
3,2D,HARJO,15859
1-29,2D,WATERS,16909
1,2D,JAMES,17221
15,2D,ARNOLD,2595
3,2D,MCCOLLOUGH,19319
29,2R,J B BOOHER,23271
5,2D,DOYLE,22388
30,2R,MULLENDOR & BERRY,23271
1,2D,HARPER TURNER DEWITT,21651
1A,2D,KEETON,21660
2,2D,BEHRENS,2595
D-3,2D,DEROIN,22388
2A,2D,MCFALL,23271
34,2R,J B BOOHER,23271
32,2R,J B BOOHER,23271
46,2R,J A JONES,23271
43,2R,JUlIA A. JONES,23271
47,2R,LOUISA M. JONES,23271
48,2R,L M JONES,23271
5,2D,OLDHAM,22388
6,2D,OLDHAM,22388
2,2D,WRIGHT,3765
19A,2D,ARNOLD,2595
16,2D,W.J. LAUDERDALE,17221
9,2D,BREWER(COTTON),17221
1A,2D,EMMA MARTIN,23271
9,2D,BREWER,17221
18,2R,J.L. MILLER,23271
20,2R,MILLER,23271
W-23,2R,MILLER,23271
1,2R,ACE AIRPORT,23271
A-1,2R,BOYLES,2057
SWD,2D,TOWNSITE SWD (BESSER H #5),19319
1,2D,BROWN,12292
5,2D,SWEET  ,23556
WS-2,2D,SCHOOL LAND 66,23209
25,2R,SCHOOL LAND,17221
1,2D,MCDANIEL,2057
3,2D,ZICKEFOOSE,6456
3 SWD,2D,EYEBEAR,20814
2-A,2D,COOK,7719
2-A,2D,SKINNER,2595
3-A,2D,WILLIAMS,23271
6,2R,VAN EMAN,23271
3,2D,BIVIN,17221
1,2D,CHILDERS,17221
1SWD,2D,PEPPER CREEK,12808
3,2D,RYAN,20780
5,2D,MOORE     OGW,2595
4-A,2D,MULLENDORE,21423
2,2R,FIELDCAMP,23271
1-W,2D,M JOHNSON,23271
14,2D,JONES,2595
3,2D,BAKER,19773
50,2R,J A JONES,23271
1,2D,MC NULTY,2057
56,2R,JA JONES,23271
1,2R,MOUNT,20830
20,2R,D L MURPHY,23271
2,2D,LAUGHTER,1680
4,2R,MARLOW,21165
1,2D,RAMBO,19672
4,2D,HUDSON,23059
2,2D,CLARK,20780
12,2R,FRANK WHITE (BREWER),17221
15,2D,HAMILTON,17221
2,2D,SCHOOL LAND,21822
1,2D,CHAPMAN,23271
4,2D,C.D. BROWN,18460
C-1,2D,HORINE C,17221
4A,2R,BYERS,21423
1,2D,HUNDLEY,23271
11,2R,LITTLE,17221
1,2D,STAFFORD,15458
1,2D,WALKER,23271
5-A,2D,BURKDOLL-BONANZA,21822
50,2R,LOUISA M. JONES,23271
36,2R,MULLENDORE & BERRY,23271
36,2R,J.B. BOOHER,23271
B25,2D,BREWER,17221
39,2R,MULLENDORE-BERRY,23271
38,2R,MULLENDORE-BERRY,23271
1-4,2D,WALL UNIT (WARD),17221
1-A,2R,SHAPARD,23271
SWD-1,2D,"KELLER, EMMA",15458
1-C,2D,GLASS/REED,15266
18,2D,W.J. LAUDERDALE,17221
1,2D,SHENOLD,23605
B-1,2D,FOGLE,3765
1-B,2D,"LUNSFORD, R.",17221
1,2D,GRIPE,16610
3,2R,STATE B,17221
2,2D,LYNCH,23176
5,2D,"BEAVER, C.",17221
1,2D,NEFF,20891
10-1,2R,NEJ,16610
2,2D,"WARD, JAMES L.",18534
12A,CDW,CARNES FEE,23082
23,2D,MULLNDORE,2595
A-1,2R,FOGLE,23271
1,CDW,DAWES-RAPER TOBY,21850
2,2D,ROBINSON,21822
7,2D,SAVVY,20331
2,2D,SCHOOL LAND,2057
3,2R,R.D.,17221
105,2R,NEJ,16610
2,2D,THOMAS,23605
3,2D,MILLER,16252
3,2D,BISCHOFF,17221
4,2D,WILSON,20780
2-2,2D,RIPLEY,7719
4,2D,RYAN,20830
11,2D,STONEWALL,18534
1,2D,RAMBO SWD,12808
1-A,2D,AKERS,22037
3A,2D,STATE,17221
1,2D,COOPER,19319
10,2D,CARRIGER,22037
B-5,2D,MARY,19947
4,2D,MITCHELL,7935
8,2D,HEWITT,17221
2,2D,RABBITT,17221
1,2D,TODD,23176
4,2D,RYAN-OSBORN,20780
3,2D,KEETON,22375
S,2D,LITTLE,19672
2-A,2R,TISDALE,19809
1,2D,KELSEY,16610
55,2R,JA JONES,23271
5,2D,RYAN OSBORN,20780
6,2R,WELDON,23271
27-6 SWD,2D,BROWN UNIT,23954
4,2D,BRIEN,23176
7,2D,RYAN-OSBORNE,20780
3,2D,SELF,23659
4-10,2D,ERIC,21963
1,2D,HUDGINS,21780
15-2,2R,MAGGART,16146
22-4,2R,MAGGART,16146
4,2R,OSBORN,23046
4-29,2D,ROBERTS,16909
34-1D,2D,FERGUSON,12451
15-1D,2D,CARTMELL,12451
1-A,2D,LINDA,21321
10,2D,DANA RYAN,18222
4-2D,CDW,LARIAT,23529
3,2D,CURT BROWN,11558
11,2R, GRIESEL,23046
3,2D,WILLIAMS,10659
9-1D,2D,WATERS,23529
1,2D,EXOKO-BRUNS,15984
3-26,2D,GATEWOOD,844
9-D,2D,STRIKER,23879
6,2D,N. KLINTWORTH,16112
8-10,2D,WILSON,15458
1-16B,2R,STATE,6320
5-16,2R,STATE,6320
1-35,2D,SKEEN,17221
2,2D,WELLS,19319
10-3,2R,MAYFIELD UNIT,2057
2,2D,MULLENDORE,23271
3-35,2D,LAIRD,7935
3,2R,W.T. HEWITT,17221
10-A,2D,WIDENER,17221
1A,2R,DOLL,16610
1,2R,GLENCOE,21860
14,2R,JS SEWELL,2057
23,2R,D.L. MURPHY,23271
2,2D,STATE,20764
1,2D,RAYMOND,20891
6-31,2R,GLENCOE,21860
42740,2R,ADAMS,22165
2-33,2D,FUSS,22558
8-9,2D,ERIC FOUST,21165
1,2D,SECHRIST SWD,23529
1,2D,"COOPER ""D""",23529
1,2D,RIPLEY SWD,23778
1 SWD,2D,SCROGGINS,22165
1-21 INJ,2R,AUSTIN,12808
31,2R,MILLER,23271
2-28,2D,MOEBIUS,22558
1SWD,2D,FLATBUSH,12808
41,2R,JB BOOHER,23271
16,2R,HELMICK,23271
10,2R,ALDERSON,23271
1-29H,2R,BARBARA,23529
14,2R,LOWARANCE,23271
15,2R,LOWARANCE,23271
1-32 SWD,2R,STILLWELL ,17310
1-33 SWD,2D,SCOGGINS,23879
1-27 SWD,2D,NORMAN,23778
1-6 SWD,2D,CARNES,17310
1-15D,2D,ROGERS,5481
13,2R,VAN EMAN,23271
1-20,2D,NGR SWD,17310
1-17 SWD,2D,GILBERT,23358
1 SWD,2D,HARRINGTON,22709
1-35 SWD,2D,EASTOK-RIEMAN,22558
13A,2R,CARNES  ,23271
14A,2R,CARNES  ,23271
13A,2R,MCNULTY,23271
3A,2R,McNULTY,23271
1,2R,WARREN SWD,23529
23,2R,FRAZEE,23271
1-31 SWD,2D,PAWCO,5481
1-26 SWD,2D,CARTER,23402
2-16,2D,SCHOOL LAND,21902
4-36,2R,CROSSROADS,21902
1,2R,WHITE SWD,23529
1-31,2R,YARDBERRY,21902
12-36,2R,GRAVITT ,21902
3,2D,STATE THOMAS C-3,2057
1,2D,SULLIVAN SWD,16909
8,2R,J B HELMICK,23271
12-8S,2D,MAYFIELD UNIT 12-8S,2057
1,CDW,MARYOTT,15138
1,CDW,MUEGGENBORG,9063
1,2D,WALKER,15227
1,2D,GERRISH,19695
1-17,2D,RAMSEY UNIT,12808
2,2D,BARTA (BLUMER 2),6320
1,2D,TELFORD,12827
2,2D,REX HOLLAND,19947
2,2D,EBERHART,18303
6,2D,BERRY FEE,19336
2,2D,CUNDIFF,20909
2,2D,MATHENY,844
3-9,2D,BROYLES UNIT,22880
3,2D,HAYMOND,10148
1,2D,"BROYLES ""C""",22880
6-2,2D,NSU (MATL-HOGAN#2),6320
1,2R,STATE PENNEY,21321
3,2D,ABERDEEN,534
3,2D,THOMSON,21321
1,2R,NORTH POTTS,13748
1,2D,ELLIS,19313
3-C,2D,STATE C,20417
17,2D,LAUGHLIN,23209
1,2D,PENNY STORE,19754
3,2R,STANOLIND,7657
3,2R,OLIVE,17151
1,2D,QUAY FEE,534
3,2D,BARKER,10148
3-1,2R,SVVSU,20952
1A-1,2R,SOUTHEAST VASSAR VERTZ SAND UN,20952
3-2,2R,SEVVSU,20952
1A-9,2R,SEVVSU,20952
7-2,2R,SEVVSU      (PAUL WILLIAMS #2),20952
2,2D,WHITMORE,18620
7-5,2R,SEVVSU    (PAUL WILLIAMS #7-5),20952
4-3,2R,LOST CREEK EXT. SK. UNIT,19773
1,2D,"EDWARDS""A""",23271
1,2R,BURKE,16144
1A,CDW,HOLBROOK,8996
1,2D,HOUSTON,21321
1,2D,JOHN FINNELL,17441
2,2D,MYERS,12827
2,2D,SHAW,21321
3,2D,MUEGGENBORG,18268
2,2D,MOEBIUS,12296
8,2R,GEORGE,23209
1,2D,MILLER,21660
3,2D,LOZIER,21321
1-21,2D,BLAND,20122
1-33,2D,WILLIAMS,18303
2,2D,ROSIER,23529
2,2R,STOOPS ETAL,13748
3,2R,BENTLEY,23271
4,2R,BENTLEY,23271
3,2R,RINGWALD-SHANNON,558
1,2D,SCHNEIDER A,23271
8-2,2R,SE VVSU,20952
2,2D,SCHELGAL ,13748
1-16R,2D,STATE SCHOOL LAND,7657
1,2D,DEERING,19500
2,2R,SCHNEIDER 'A',23271
1,2D,GROVER,23797
1 SWD,2D,MCNEILL,21321
1,2D,STATE OF OKLAHOMA  SWD  (102),19672
1,2D,DRYDEN-MAYO SWD,22784
1,2D,WETZEL,21764
2,2D,JESKE,16252
2,2D,CLIFF WILLIAMS,17151
4-1,2D,LILLY,24072
9-2,2R,SE VASSAR VERTZ SAND UNIT,20952
1,2D,DEAN,21956
25-1D,2D,BAUMANN,17151
1,2R,BIBLE,23962
5-1,2D,EAST RIPLEY RED FORK SKINNER U,10368
6-1,2R,EAST RIPLEY RED FORK/SKINNER,10368
6,2D,RINGWALD-SHANNON,558
1,2R,MIGHTY MOUSE,20931
1-12,2D,DELLA,22885
2A,2R,LESTER PRATT (EPA WELL),21677
4,2D,E. FISHER,21660
3,2D,C. MINOR FEE,14665
W10,2R,YALE SKINNER SAND UNIT,19672
12-1D,2D,TUCKER,7657
1-22,2D,KEYS,17357
3-10,2R,ROSIERE,8997
2,2R,AMERADA ARRINGTON,12827
4,2D,CIRCLE T,19754
1,2D,WELLS,20037
2,2D,KING,23358
1,2D,OVERHOLT,8997
1-A,2R,BLASIER,23234
1,2D,NASH,8997
2,2D,EXXON,15227
34-2,2R,BOYCE,17820
3-9,2R,SEVVSU,20952
2-A,2R,IRENE,16610
1-8,2R,SOUTHEAST VASSAR VERTZ SAND UN,20952
2,2R,RANO,17151
1-16,2R,SCHOOL HOUSE,23209
4,2D,BARNEY PORTER,13171
2,2R,SCHARDEIN,18532
1,2R,NOTTINGHAM / EXPT FROM TESTING,23209
8-4,2R,SEVVSU,20952
2-A,2R,I.C. JOHNSON,16610
3,2R,VAUGHN,18303
1-1,2R,HOKE,23209
1,2R,SALLY,19500
1-15,2D,MOORE,21705
1,2R,DENNY,19500
1-13,2D,ROWLEY,22516
1-4,2D,ADAMS,23711
4,2RSI,STAFFORD,18303
3-14,2D,BEHRENS,19500
4-A,2R,IRENE,16610
3,2R,FISHER,18303
5-I,2R,THOMPSON,23209
1,2D,TEXACO ROAD,20994
7,2D,MINNICH,23980
1,2D,BOSTIAN,23980
3-A,2R,LEWIS,16610
3-5,2R,HIXSON,23529
1,2D,HOPE,7657
1,2R,VERA,12808
1,2D,VINCO,23610
7-16,2R,STATE,7657
1,2D,CUNDIFF SWD,23980
1-18,2D,RAMSEY UNIT,12808
1,2D,WOODS SWDW,23529
1-D,2D,CROCKETT,20721
1-19,2D,RAMSEY,12808
1-22D,2D,REBOUND,20721
3,2R,BRYANT ESTATE,7657
1-I,2R,WILLIAMS,23610
1-I,2R,COX,23610
35-2,2D,CALYX SWD,23358
2-27,2D,STANDEFER,21321
3-1,2D,DEAN SWD,23358
21-2,2D,BOYCE SWD,23358
11-1,2D,WHEELER SWD,23358
