event_id,magnitude,mag_type,depth
usb000k8d1,2.6,ml,4.56
usb000k8hb,3.2,ml,3.43
usb000k8y6,2.7,ml,5.0
usb000k95r,2.9,ml,2.16
usb000k99s,2.7,ml,5.0
usb000kdyr,2.5,ml,5.7
usb000kanc,2.1,ml,4.3
usb000kann,2.2,ml,4.0
usb000kbi8,3.0,ml,5.0
usb000ksb0,2.5,ml,5.866
usb000ksb8,2.7,ml,5.0
usb000kekl,2.5,ml,5.0
usb000keii,2.7,ml,5.0
usb000keq6,2.4,mb_lg,5.0
usb000kh58,2.9,ml,5.0
usb000kh5m,2.5,ml,5.0
usb000khjk,3.1,ml,5.0
usc000km4f,2.8,ml,3.1
nm610092,1.9,md,3.99
usb000ki88,2.9,ml,4.51
usc000klvy,2.8,mb_lg,5.0
usc000kmvx,2.4,ml,2.8
usc000kng2,3.0,ml,4.94
usc000knw2,2.5,ml,5.0
nm610097,2.4,md,0.05
usc000krcu,2.7,ml,4.287
nm610099,1.9,md,5.08
nm610098,1.8,md,9.46
nm610100,2.2,md,0.05
usc000ks6w,2.6,ml,4.705
usb000kqt2,2.2,ml,5.0
usb000krei,2.1,mb_lg,5.0
usb000kres,2.0,mb_lg,5.0
usb000krfn,3.5,mwr,5.0
usb000krgb,2.9,ml,5.0
usb000kuhb,2.8,ml,5.0
usb000krgx,3.2,ml,5.77
usb000kri9,3.4,mwr,5.0
usb000krwl,2.7,ml,5.0
usb000krwr,3.0,ml,5.0
usb000krx6,2.6,ml,5.72
usb000krxv,2.5,ml,3.9
nm610102,2.1,md,10.86
usb000ks8m,3.3,mb_lg,5.821
usb000ktw5,2.5,ml,5.0
usb000ktw9,2.4,ml,5.0
usb000ktwl,2.0,ml,5.0
usb000ksnp,3.8,mwr,5.0
usb000ksqj,2.5,ml,3.795
usb000ksri,3.2,mb_lg,5.0
usb000ktb0,2.6,mb_lg,5.0
usb000kttf,2.6,mb_lg,5.0
usb000kuhu,2.1,ml,4.42
usb000kug7,2.8,mb_lg,5.0
usb000kvh8,2.6,ml,5.0
usb000kugh,3.3,ml,5.0
usb000kvhe,3.3,ml,5.0
usb000kuiv,2.4,ml,5.0
usb000kuj4,2.6,ml,4.882
usb000kv22,2.3,mb_lg,5.0
usb000kv9n,3.0,mb_lg,5.0
usb000kvny,2.2,ml,5.0
usb000kwbj,2.5,ml,3.7
usb000kvnz,2.3,ml,5.0
usb000kvp1,2.5,ml,5.7
usb000kvln,3.5,ml,5.03
usb000kvmf,2.3,ml,5.0
usb000kvp4,2.1,ml,7.363
usb000kvp6,1.9,ml,6.053
usb000kvp7,1.9,ml,4.24
usb000kvpm,2.8,mb_lg,5.0
usb000kvps,2.3,mb_lg,5.0
usb000kvqm,2.4,mb_lg,5.0
usb000kvqe,3.2,ml,5.0
usb000kxnm,2.1,ml,2.2
usb000kvvd,3.3,ml,5.0
usb000kxpp,1.6,mb_lg,5.0
usb000kw0p,3.4,mb_lg,5.76
usb000kxq7,2.2,ml,6.43
usb000kw90,3.1,mb_lg,4.25
usb000kwie,3.2,ml,2.1
usb000kwma,2.7,ml,6.09
usb000kxqk,2.3,ml,6.0
usb000kxr1,2.6,mb_lg,5.0
usb000kxqu,1.9,ml,5.0
usb000kxr5,2.2,ml,5.0
usb000kxrb,2.7,ml,6.5
usb000kyt2,2.4,ml,5.0
usb000kyrj,2.2,ml,5.0
usb000kyn7,3.0,mb_lg,5.21
usb000kyth,2.6,ml,6.9
usb000kzm1,2.7,mb_lg,4.78
usb000kzsf,2.5,ml,5.9
usb000kzsi,2.7,ml,7.1
nm610107,1.9,md,0.08
nm610108,1.7,md,0.09
nm610109,1.7,md,0.05
nm610110,1.8,md,0.33
nm610111,1.8,md,0.08
nm610112,2.1,md,6.71
usb000l2sk,2.5,ml,5.981
nm610113,1.9,md,8.22
usb000l2nb,2.1,ml,5.0
usb000l2nv,2.8,ml,7.2
usb000l2ny,2.4,ml,5.0
usb000l2p5,2.8,ml,5.0
usb000l17a,3.2,ml,5.0
usb000l2bu,2.5,mb_lg,5.0
usb000l2d2,2.8,mb_lg,5.0
usb000l2kc,3.6,mb_lg,5.0
usb000l44l,2.1,mb_lg,5.0
nm610117,2.3,md,0.0
usb000l469,1.9,ml,5.0
usb000l4zu,2.0,ml,6.8
usb000l4ak,3.6,ml,3.11
usb000l53l,2.9,mb_lg,5.0
usb000l5ee,2.9,ml,4.4
nm610118,2.4,md,0.03
usb000l764,2.2,ml,3.9
usb000l63h,3.4,mb_lg,5.0
usb000l76q,2.8,mb_lg,5.0
usb000l6rp,2.7,ml,5.0
usb000l6wt,2.5,ml,5.0
usb000l77a,2.8,mb_lg,2.27
usb000l77t,3.0,ml,6.6
usb000l792,3.0,ml,5.26
usb000l7lw,3.7,mb,5.0
usb000l7m9,2.8,mb_lg,4.99
usb000l8e3,2.4,ml,5.0
usb000l8e5,2.2,ml,3.0
usb000l8eb,2.3,ml,5.0
usb000l8ec,2.5,ml,5.0
usb000l7w7,3.1,mb_lg,5.0
usc000lra1,2.6,ml,5.0
usb000l8ey,2.6,ml,5.0
usb000l8k5,3.0,ml,5.0
usb000lbr3,1.9,mb_lg,5.07
usb000l92n,3.2,ml,8.66
usb000l92p,3.1,ml,9.01
usb000lbs2,2.4,ml,5.0
usb000lbs7,2.0,ml,5.0
nm610122,2.2,md,4.88
usb000lac6,2.7,mb_lg,5.0
usb000ldqp,2.8,ml,5.0
usb000lb4j,2.7,ml,5.0
nm610123,2.0,md,6.62
usb000lcdt,3.1,ml,5.0
nm610124,1.7,md,3.1
usb000ldeh,4.5,mwr,8.44
usb000ldg0,3.0,ml,6.431
usc000lx5r,2.5,ml,6.655
usb000ldks,3.2,ml,6.73
usb000ldmx,3.6,mb_lg,4.99
usb000ldn6,3.3,ml,6.18
usc000lhef,2.6,ml,5.0
usc000li1d,1.9,ml,5.6
usc000li1j,2.3,ml,6.2
usb000ldvy,2.9,ml,4.33
usc000lirn,1.8,ml,5.046
usb000ldzh,3.7,mb_lg,5.0
usc000lirx,2.3,ml,6.5
usc000liry,2.5,ml,6.4
usc000li1t,2.6,ml,5.0
usc000lhsg,2.7,mb_lg,5.0
usc000lisk,2.4,ml,5.0
usc000lme4,2.6,ml,4.9
usc000lit1,2.7,mb_lg,5.0
usc000ljrt,2.8,ml,4.0
usc000ljwu,2.6,mb_lg,5.0
usc000lkgp,2.7,mb_lg,4.69
usc000lvjr,2.5,ml,6.441
usc000lkpy,2.6,ml,4.2
usc000lkyp,2.1,ml,5.0
usc000lkxx,2.9,mb_lg,5.05
usc000llhu,3.8,mwr,5.0
usc000lmpr,2.5,ml,5.0
nm610131,1.8,md,7.64
usc000lm1y,3.4,ml,3.3
usc000lmng,2.1,mb_lg,5.0
nm610134,1.8,md,3.98
usc000lpdi,2.2,ml,5.0
nm610135,2.3,md,6.57
usc000lpw1,2.7,ml,5.0
nm610136,1.8,md,0.04
usc000lpzn,3.2,ml,5.0
usc000lq03,3.3,mb_lg,5.0
usc000lqat,3.3,mb_lg,6.39
usc000lr7h,3.7,mb_lg,5.0
usc000lvk4,2.1,ml,3.805
usc000lrbp,3.0,ml,5.95
usc000lri7,2.8,ml,5.0
usc000mj7f,2.5,ml,6.434
usc000lrvt,2.5,ml,5.465
usc000lsfb,2.9,ml,5.0
usc000lvke,3.1,ml,3.553
usc000ltan,3.3,ml,5.0
usc000ltil,3.6,mwr,5.2
usc000ltkv,3.7,mwr,5.0
usc000ltmv,2.6,ml,5.0
usc000ltyx,2.9,ml,5.0
nm610144,1.7,md,0.0
nm610145,1.7,md,1.05
usc000lujk,2.9,ml,10.113
usc000lul1,2.9,ml,5.0
usc000luva,2.6,ml,4.4
nm610147,2.2,md,0.05
nm610251,1.9,md,1.67
usc000lw47,2.3,ml,7.5
usc000lvld,3.1,ml,5.0
usc000lvrp,3.2,ml,4.4
nm610252,2.0,md,6.41
nm610253,2.0,md,2.05
usc000lwef,2.6,ml,5.0
usc000lwqc,3.0,ml,5.1
usc000lwqg,2.0,ml,5.0
usc000lwxy,3.5,mb_lg,2.988
usc000lwzb,3.2,mb_lg,5.0
usc000lx1g,3.7,mb_lg,5.0
usc000lxh8,2.9,mb_lg,5.0
usc000lxim,3.3,mb,5.0
usc000lykz,2.3,ml,6.6
usc000lz84,2.3,ml,3.4
usc000lymp,2.5,ml,5.0
usc000lz86,2.2,ml,5.0
usc000lz7a,3.8,ml,3.21
usc000lz9l,2.8,ml,5.0
usc000lzuf,2.8,ml,5.0
usc000lzul,2.3,ml,4.6
usc000m009,2.2,ml,2.9
usc000lzpy,3.0,ml,2.66
usb000m4m4,2.6,ml,4.01
usb000m4md,2.6,ml,5.0
usc000m0uz,2.1,ml,6.8
usc000m0v1,2.7,ml,5.0
usc000m1fr,2.2,mb_lg,6.24
nm610257,1.8,md,0.05
nm610258,1.5,md,3.82
usc000m283,3.1,mb_lg,5.0
usb000m1bm,2.3,ml,6.6
nm610260,2.1,md,2.86
usb000m14t,2.8,ml,5.0
nm610261,2.5,md,3.83
usc000myxb,2.6,ml,2.702
usc000mz0c,2.8,ml,5.0
usb000m4kr,2.7,ml,5.0
usb000m4ke,2.6,mb_lg,5.0
usb000m4lb,2.6,ml,5.0
usb000m4u7,2.7,mb_lg,3.15
nm610265,1.9,md,0.05
usb000m5k3,2.8,ml,5.0
usb000m6k3,2.4,ml,5.0
usb000m65j,2.4,mb_lg,1.39
usb000m6k4,2.5,ml,5.0
nm610266,2.0,md,1.68
nm610267,2.0,md,0.71
usb000m6k7,2.8,ml,3.622
usb000m6ba,2.7,ml,1.0
usb000m6bd,3.6,ml,4.37
usb000m79e,2.3,ml,4.621
usb000m7xv,2.6,ml,4.9
usb000m8ar,3.1,ml,2.54
usc000mcnp,2.6,ml,5.0
nm610270,1.5,md,0.05
usb000m8p0,2.8,ml,4.31
usc000mcnx,2.7,mb_lg,5.0
usb000m9f4,2.9,mb_lg,3.78
usb000m9jx,2.9,ml,16.5
usc000mc7l,3.0,ml,5.5
usc000mcpa,2.5,mb_lg,5.0
nm610273,2.6,md,3.78
usc000mcpn,3.0,ml,5.0
usc000mcld,3.2,ml,5.0
usc000mcqf,2.3,ml,5.0
usc000mdes,3.2,ml,5.77
usc000n5tf,2.7,ml,3.7
usc000mejv,3.1,ml,8.82
usc000meqp,2.9,ml,5.0
usc000mf70,3.6,mwr,5.0
usc000mfbv,2.5,ml,5.0
usc000mflh,2.4,mb_lg,4.99
usc000mnz8,2.7,ml,5.0
usc000mh8f,2.6,ml,5.0
nm610277,2.1,md,10.42
usc000mfzp,2.9,mb_lg,5.0
usc000mg0h,3.6,mwr,5.0
usc000mg4w,2.7,mb_lg,5.0
nm610279,2.6,md,13.52
usc000n5vt,2.6,ml,5.0
usc000mj15,2.6,ml,6.47
usc000mgyu,3.3,mb_lg,5.0
usc000mh1z,3.0,ml,5.0
nm610281,1.9,md,12.98
usc000mirk,3.5,ml,10.649
usc000mj5f,3.3,ml,4.45
usc000mjxz,2.6,ml,5.0
usc000mkvs,2.2,mb_lg,5.0
usc000mlar,4.1,mwr,5.0
usc000mlcl,2.7,ml,4.4
usc000mlrm,2.6,ml,6.72
usc000mlxh,2.8,mb_lg,4.71
usc000mmn2,3.5,mwr,5.0
usc000mmsb,3.0,ml,5.0
usc000mmvl,3.0,ml,7.78
usc000mn7q,2.5,ml,10.6
usc000mnm8,2.8,mb_lg,4.92
usc000mp06,3.4,ml,10.42
usc000ni0l,2.5,ml,5.0
usc000mqbw,2.5,ml,5.0
usc000mtf8,2.7,ml,5.0
usc000mr2m,2.9,ml,3.621
usc000n2z8,2.5,ml,5.0
usc000mr2p,3.0,ml,5.0
usc000mr2r,2.7,ml,3.763
usc000mr2s,2.9,ml,3.7
usc000mr0g,3.1,ml,5.0
nm610292,2.2,md,0.06
usc000napw,2.5,ml,5.0
usc000mt94,3.1,mb_lg,5.0
usc000mt97,2.2,ml,5.0
usc000mrdm,3.3,ml,5.0
usc000mt9c,2.6,ml,5.0
usc000mt9e,2.1,ml,4.2
usc000mt9i,2.6,ml,5.0
usc000mt9k,2.1,ml,5.0
usc000mrse,3.8,mwr,7.4
usc000nszq,3.2,ml,5.39
usc000mrtq,2.5,ml,5.028
usc000mru0,2.9,ml,5.0
usc000mt9x,2.6,ml,5.0
usc000mrx5,2.7,ml,4.55
usc000mrza,3.1,ml,5.0
usc000ms02,3.0,ml,4.4
usc000msxx,2.7,ml,5.0
usc000msfq,2.5,ml,5.0
usc000mta4,2.6,ml,4.83
usc000mta9,2.5,ml,4.72
usc000msib,2.7,ml,5.0
usc000msmc,3.4,ml,5.03
usc000msmq,3.2,ml,5.14
usc000msne,2.7,ml,5.0
usc000msxf,2.7,ml,5.0
usc000msxs,2.8,ml,4.8
usc000mtad,2.4,ml,4.338
usc000mtaf,2.4,ml,5.0
usc000mt87,2.9,ml,0.99
usc000mtjk,3.1,ml,6.1
usc000mv6n,2.0,ml,5.0
usc000mw8m,2.2,ml,5.0
usc000mvhh,3.2,ml,5.0
usc000mvig,2.8,ml,5.0
usc000mvy2,3.1,ml,5.17
nm610297,2.3,md,0.04
usc000mw9g,2.5,ml,6.1
usc000mwdk,2.7,ml,4.7
usc000mwww,2.2,ml,4.1
usc000mwus,3.0,ml,5.0
usc000mwvn,3.2,ml,5.0
usc000mwxc,2.7,ml,5.0
usc000mwxf,3.0,ml,5.0
usc000mwy5,3.3,mwr,5.0
usc000mx1h,2.5,ml,5.0
usc000mx1v,2.6,ml,5.0
usc000mx4n,3.1,ml,5.0
nm610300,1.8,md,0.08
usc000mx9a,2.9,ml,4.2
usc000mx9e,2.7,ml,5.0
usc000mycp,2.3,ml,5.0
usc000mxb1,3.2,ml,4.3
usc000mycs,2.3,ml,3.3
usc000myct,2.1,ml,5.0
usc000mxly,2.7,mb_lg,3.19
usc000mycz,2.2,ml,5.0
usc000myd2,2.4,ml,5.0
usc000n4z3,3.0,ml,5.172
usc000mylm,3.4,ml,5.0
usc000mym7,3.0,ml,5.0
nm610302,2.2,md,11.95
usc000myuy,3.2,ml,0.001
usc000myyy,3.4,ml,7.75
usb000my0t,2.2,ml,4.24
usb000mzcq,1.6,ml,5.0
usb000myxa,2.1,ml,5.0
usb000mzcs,2.1,mb_lg,5.0
usb000mzbr,3.5,ml,4.4
usb000mzdy,2.4,mb_lg,6.79
usb000mzfr,2.4,mb_lg,8.59
usb000mzgh,2.8,ml,5.0
usb000mzgp,3.0,ml,3.0
usb000mzj9,2.9,ml,3.0
usc000p9ur,2.7,ml,2.28
usb000mzt9,2.8,ml,7.2
usb000mztu,2.4,ml,5.4
usb000n0hq,2.8,ml,5.0
usc000pe4b,2.8,ml,5.0
usb000n1de,2.3,ml,5.0
usb000n0lf,2.5,ml,3.762
usb000n0ww,2.6,ml,4.677
usb000n1di,2.2,ml,5.0
usb000n1dg,2.9,ml,4.546
usb000n1dl,2.4,ml,5.0
usb000n1dn,2.1,ml,3.0
usb000n1im,3.3,mwr,6.4
usc000n3xf,2.7,ml,6.2
usc000n3zh,2.6,ml,6.172
usc000n40t,2.6,ml,5.0
usc000n4ja,2.5,ml,5.0
usc000n4ms,2.5,ml,5.0
usc000n4wh,2.9,ml,3.052
usc000n58c,2.5,ml,5.0
usc000n59k,3.0,ml,4.7
usc000n59s,3.1,ml,5.0
usc000n5aw,2.4,ml,6.3
usc000n5jn,3.3,ml,5.0
usc000n5mx,2.9,ml,6.228
usc000n5q0,2.8,ml,7.4
usc000n5um,2.3,ml,7.437
usc000n5zh,3.0,ml,7.29
nm610308,1.7,md,2.97
usc000n63m,2.8,ml,4.32
usc000n6kk,2.6,ml,5.0
usc000n6tc,2.2,ml,5.45
usc000n6d7,3.5,ml,4.334
usc000n6g1,2.1,ml,5.0
usc000n7tb,2.5,ml,2.97
usc000n7mi,3.4,mwr,4.89
usc000n7xy,2.9,ml,3.7
usc000n8b8,2.3,ml,5.0
usc000n8c8,2.3,ml,5.0
usc000n8jp,2.5,ml,4.6
usc000n8k3,2.5,ml,6.5
usc000n951,2.7,ml,5.0
usc000n8sf,2.8,mb_lg,10.21
usc000n8tq,3.3,mb_lg,3.1
usc000n90u,2.7,mb_lg,2.31
usc000n91j,2.6,mb_lg,6.63
usc000n93u,2.8,ml,4.267
usc000n999,2.5,ml,5.0
usc000n99t,2.5,ml,5.0
usc000n9fa,2.9,mb_lg,5.0
usc000n9d2,2.5,ml,5.0
usc000n9ha,3.2,mb_lg,5.0
usc000n9v7,2.7,mb_lg,5.0
usc000napx,2.5,ml,4.83
usc000naqn,2.7,ml,10.1
usc000na9d,2.5,ml,19.4
usc000nabb,2.5,ml,5.0
usc000naye,3.1,ml,4.4
usc000nb2a,2.1,mb_lg,5.8
usc000nc7e,2.6,ml,3.6
usc000nc8e,2.8,ml,5.0
usc000nbyc,2.8,ml,6.3
usc000nc3v,2.7,ml,5.0
usc000nc51,2.9,ml,2.769
usc000nc8a,2.9,ml,5.3
usc000nccz,2.7,mb_lg,2.23
usc000ncmx,2.9,ml,5.0
usc000ncv8,2.8,ml,4.8
usc000ncvg,2.9,ml,6.7
usc000nd3w,3.0,ml,5.0
usc000nd4e,2.7,ml,5.2
usc000nd9r,3.7,mwr,3.08
usc000ndtb,2.6,ml,9.263
usc000ndvy,2.5,ml,5.0
usc000ndy6,3.4,ml,7.01
usc000ne6c,2.3,ml,7.2
usc000nein,3.1,ml,5.1
usc000nes0,2.6,ml,7.2
usc000nfik,2.5,ml,3.989
usc000nezl,3.0,ml,4.023
usc000nf5r,2.9,ml,5.0
usc000nfgq,2.5,ml,4.737
usc000nfit,2.7,ml,3.803
usc000nfu0,2.5,ml,5.0
usc000nh70,2.6,ml,3.8
usc000nh19,2.7,ml,7.528
usc000ngly,3.1,mb_lg,5.0
usc000ngmx,3.1,ml,4.258
usc000ngsg,3.1,ml,3.7
usc000nh4q,2.5,ml,2.8
usc000nhcy,3.4,mwr,1.6
usc000nhr1,2.9,ml,2.3
usc000nidh,2.5,ml,7.42
usc000ni0e,2.8,ml,5.0
usc000ni0f,3.1,ml,6.715
usc000nief,3.3,ml,5.0
usc000nim4,2.6,ml,4.216
usc000nin1,2.8,ml,4.35
usc000njg8,2.7,ml,4.834
usc000njca,3.3,ml,3.66
usc000njg6,2.5,ml,1.9
usc000njk1,2.5,ml,5.0
usc000njup,2.8,ml,4.349
usc000nji8,2.8,ml,9.72
usc000njk6,3.0,ml,4.296
usc000njt5,2.7,ml,4.212
usc000njqa,2.8,ml,4.165
usc000nk01,3.0,mb_lg,10.95
usc000nk6e,2.7,ml,7.338
usc000nkag,2.6,ml,5.0
usc000nkid,2.6,ml,6.7
usc000nkq2,3.1,ml,4.5
usc000nksc,2.6,ml,5.9
usc000nknz,2.8,ml,6.0
usc000nkpw,3.0,ml,5.0
usc000nkth,3.1,ml,4.5
usc000nkq4,3.9,mwr,4.5
usc000nkxs,2.8,mb_lg,8.27
usc000nkxu,3.0,mb_lg,6.54
usc000nl52,2.8,ml,4.445
usc000nl5l,2.5,ml,7.39
usc000nl9e,2.8,ml,5.0
usc000nlc2,2.5,ml,5.0
usc000nlcq,3.0,ml,5.0
usc000nld4,2.8,ml,5.0
usc000nldm,3.3,ml,4.1
usc000nlnx,2.7,ml,5.0
usc000nlu3,2.7,mb_lg,7.34
usc000nn2l,2.5,ml,5.0
usc000nmxg,2.5,ml,5.158
usc000nn3s,2.7,ml,5.0
nm610322,2.1,md,6.52
usc000nptu,2.6,ml,5.0
usc000np5g,3.0,ml,5.761
usc000npwc,2.6,ml,4.05
usc000nppd,3.0,mwr,6.016
usc000nq8x,2.6,ml,5.0
usc000nr63,2.7,ml,5.0
usc000nrbr,2.7,ml,3.4
usc000ntpw,3.2,ml,4.6
usc000nunm,2.7,ml,7.823
usc000nula,2.7,ml,6.88
usc000nuhq,2.8,mb_lg,3.9
usc000nutr,2.5,ml,4.766
usc000nuuj,2.4,ml,5.5
usc000nv0d,3.1,ml,0.393
usc000nv3m,2.8,ml,5.0
usc000nvgm,3.2,ml,6.983
usc000nvq5,3.1,ml,7.049
usc000nvr7,2.5,ml,5.0
usc000nx58,2.6,ml,5.0
usc000nvy7,2.9,ml,5.576
usc000nwkx,2.7,ml,5.32
usc000nx4p,2.7,ml,7.049
usc000nwaf,2.7,ml,6.6
usc000nwgf,3.4,mwr,7.403
usc000nwi0,3.5,mwr,5.0
usc000nx0c,2.6,ml,6.825
usc000nwl5,3.0,ml,7.509
usc000nwm8,3.3,ml,4.656
usc000nxmh,2.5,ml,5.0
usc000nwmq,4.2,mwr,4.831
usc000nwn9,3.3,ml,5.0
usc000nwpa,3.3,mwr,2.535
usc000nwq1,3.3,mwr,2.277
usc000nwqj,3.9,mwr,2.483
usc000nwr8,2.9,ml,4.854
usc000nws4,2.6,ml,2.596
usc000nwu7,3.4,ml,5.0
usc000nww4,4.1,mwr,3.903
usc000nx8l,2.7,ml,5.0
usc000nxkf,2.6,ml,4.026
usc000nxk1,2.8,ml,5.0
usc000nxj0,2.5,ml,5.0
usc000nxma,2.7,ml,4.54
usc000nxni,3.2,ml,3.4
usc000nxz6,2.5,ml,5.0
usc000ny2h,2.6,ml,5.0
usc000ny6b,2.6,ml,4.635
usb000pmzt,2.5,ml,4.97
usc000ny72,2.9,ml,5.0
usc000ny7y,3.0,ml,5.0
usc000ny8t,2.7,ml,5.0
usc000ny9g,2.9,ml,5.0
usc000nzje,2.6,ml,2.55
usc000nyet,2.1,ml,6.3
usc000nyfa,3.0,mb_lg,6.38
usc000nyvb,2.6,ml,4.432
usc000nz29,3.2,ml,5.0
usc000nzrj,2.6,ml,5.0
usc000p003,3.3,ml,5.0
usc000p07x,2.5,ml,5.199
usc000p0dd,3.0,ml,7.176
usc000p15h,2.9,ml,5.0
usc000p1dp,2.5,ml,4.35
usc000p2xb,2.7,ml,5.0
usc000p2xn,2.8,ml,4.709
usc000p2ys,2.1,ml,6.242
usc000p3a3,3.3,ml,4.797
usc000p3uc,3.1,ml,5.0
usc000p3wt,3.1,ml,5.0
usc000p5d8,2.8,ml,5.0
usc000p5c1,2.9,ml,7.203
usc000p4bf,3.5,ml,5.22
usc000p592,2.7,ml,5.0
usc000p4ch,2.7,ml,5.0
usc000p4dq,3.1,ml,5.0
usc000p4ia,3.0,ml,4.176
usc000p4zq,2.6,ml,5.0
usc000p4th,2.7,ml,5.0
usc000p5k8,3.1,mwr,5.0
usc000p600,2.8,ml,4.53
usc000p6al,2.2,mb_lg,5.0
usc000p66y,2.7,ml,5.518
usc000p6a4,2.7,ml,5.0
usc000p6b3,2.8,ml,5.0
usc000p6fe,3.0,ml,3.877
usc000p6gp,3.8,mwr,2.174
usc000p6k9,2.5,ml,5.0
nm610331,2.0,md,2.33
nm610332,2.1,md,14.14
usc000p7mm,3.0,ml,5.0
usc000p7n7,3.8,mwr,5.0
usc000p7qh,2.7,ml,5.0
usc000p82i,2.6,ml,4.285
usc000p898,3.1,ml,5.0
usc000p8b7,2.8,ml,4.584
usc000p8ce,3.4,mwr,5.0
usc000p8fz,3.0,ml,4.134
usc000p8w7,2.5,ml,4.301
usc000p8uw,2.5,ml,5.0
usc000p92s,4.2,mwr,5.131
usc000p983,2.6,ml,5.0
usc000p98r,2.5,ml,5.0
usc000p9d8,3.1,ml,5.316
usc000p9g0,2.6,ml,5.308
usc000p9u2,2.9,ml,5.309
usc000pa16,2.8,ml,5.004
usc000pauj,2.6,ml,6.272
usc000pdu8,2.3,ml,5.0
usc000pbx2,2.8,ml,5.0
usc000pby6,2.8,ml,5.561
usc000pbz9,3.2,ml,4.667
usc000pc2i,2.7,ml,7.06
usc000pc4r,2.7,ml,4.754
usc000pcd1,2.8,ml,5.0
usc000pcdm,2.9,ml,4.446
usc000pckc,2.7,ml,5.581
usc000pdvv,2.3,ml,5.0
usc000pdwm,2.6,ml,5.748
usc000pcwv,3.0,ml,6.832
usc000pd10,2.4,ml,7.053
usc000pd57,2.8,ml,7.089
usc000pdcn,3.2,ml,6.033
usc000pds6,2.8,ml,2.638
usc000pdss,3.2,ml,5.282
usc000pdut,2.7,ml,5.0
usc000pdwa,2.6,ml,3.957
usc000pdy4,4.0,mwr,7.04
usc000pe7r,3.2,ml,6.837
usc000pdzw,3.4,mwr,5.537
usc000pgzm,3.5,ml,5.0
usc000pe2z,2.7,ml,5.429
nm610340,2.3,md,0.05
usc000pe90,2.9,ml,5.768
usc000pemt,2.8,ml,5.984
usc000pelz,3.1,ml,7.988
usc000pepi,3.7,ml,8.204
usc000peuj,2.7,ml,8.64
usc000per5,3.1,ml,8.621
usc000pfhn,2.7,ml,4.681
usc000pfm9,2.6,ml,5.0
usc000pfna,2.7,ml,5.125
usc000pg21,2.5,ml,5.236
usc000pfqk,3.0,ml,5.105
usc000pfrs,2.5,ml,6.185
usc000pfx0,2.6,ml,5.0
usc000pfxf,3.2,ml,5.16
usc000ph8e,2.5,ml,5.115
usc000ph8l,3.0,ml,5.251
usc000phan,3.6,mwr,5.0
usc000phds,2.7,ml,5.0
usc000phff,2.8,ml,5.0
usc000phmn,3.3,ml,3.075
usc000phsd,2.9,ml,5.0
usc000pk4k,2.6,ml,6.968
usc000pi3p,2.9,ml,5.0
usc000piam,2.8,ml,6.973
usc000pits,2.5,ml,6.344
usc000pk6a,2.2,ml,5.97
usc000pk52,2.6,ml,5.398
usc000piw1,3.4,ml,5.737
usc000pix6,2.9,ml,5.556
usc000pk0z,2.9,ml,5.0
usc000pj32,3.5,ml,5.896
nm610343,2.1,md,2.95
usc000pjw7,3.1,ml,7.45
usc000pkak,2.6,ml,5.0
usc000pkbt,2.5,ml,5.0
usb000pl92,2.5,ml,5.0
usb000pl8x,2.6,ml,0.975
usb000pm07,2.8,ml,4.948
usb000pmdj,2.6,ml,7.032
usb000pmjy,3.2,ml,5.0
usb000pmx5,2.7,ml,5.0
usb000pnle,2.8,ml,3.563
nm610346,1.7,md,1.32
usb000pnr7,3.6,ml,3.008
usb000ppuk,2.4,mb_lg,5.0
usb000ppvf,2.4,ml,5.0
usb000pq36,2.5,ml,4.176
usb000ppvj,1.8,ml,3.6
nm610347,2.0,md,6.87
nm610348,2.2,md,0.09
nm610350,2.4,md,5.08
usb000pr1n,2.9,ml,4.745
usb000pr2f,2.7,ml,5.0
usb000ps74,2.6,ml,7.093
usb000pr4t,3.8,mwr,4.157
usb000prft,2.9,ml,5.612
nm610351,1.7,md,4.55
nm610352,1.9,md,0.06
usb000prrj,2.8,ml,4.114
nm610353,1.8,md,0.74
nm610354,1.9,md,3.78
nm610357,2.1,md,3.76
nm610358,2.0,md,3.93
nm610359,1.7,md,2.75
usb000ps3d,3.7,mwr,6.717
usb000ps5p,3.0,ml,5.846
usb000ps4d,3.3,ml,7.193
usb000pszb,2.5,ml,5.252
usb000psu3,2.5,ml,6.153
usb000psg0,2.6,ml,5.0
usb000pst7,3.2,ml,5.822
nm610362,2.3,md,2.05
usb000pte2,2.5,ml,10.071
nm610363,1.9,md,2.14
usb000ptih,2.9,ml,4.523
usb000ptvz,2.8,ml,6.681
usb000ptmx,3.3,ml,5.913
usb000puqt,2.7,ml,5.0
usb000puwi,2.5,ml,5.0
usb000putx,2.8,ml,5.0
usb000pv96,2.6,ml,5.84
usb000pw4z,3.1,ml,7.962
usb000pxwv,3.2,ml,5.0
usb000pymf,2.6,ml,5.0
usb000pzc3,2.6,ml,7.548
usb000pz0j,2.5,ml,5.0
usb000pz2v,3.2,ml,6.478
usb000pz73,2.8,ml,3.262
usb000pz9a,2.5,ml,6.193
usb000q04e,3.0,ml,3.073
usb000q07m,2.7,ml,5.0
usb000q0f9,2.6,ml,5.0
usb000q0mk,2.5,ml,5.0
usb000q0wq,3.0,ml,4.633
usb000q0yb,2.9,ml,5.0
usb000q18z,2.8,ml,5.0
