event_id,magnitude,mag_type,depth
us10003nlw,2.9,ml,7.956
us10003npx,2.6,ml,6.06
ismpkansas70144218,2.43,ml,5.62
ismpkansas70144223,2.04,ml,6.13
us10003nqp,2.7,ml,5.0
ismpkansas70144293,2.23,ml,6.08
us10003nqz,3.4,ml,4.494
us10003nrj,3.0,ml,5.0
us10003xjv,2.6,ml,5.0
ismpkansas70144403,2.0,ml,6.06
us10003nsv,2.9,ml,5.79
us10003nsw,2.8,ml,4.73
us10003nt2,3.5,ml,4.847
us10003nt8,3.1,ml,6.512
us10003nw4,3.0,ml,6.489
us10003nxd,2.5,ml,5.0
us10003xjz,2.5,ml,5.494
us10003p6j,2.5,ml,4.44
ismpkansas70144548,2.27,ml,4.33
ismpkansas70144698,2.27,ml,4.07
us10003xhu,2.5,ml,5.0
us10003p71,2.6,ml,5.82
ismpkansas70144573,1.81,ml,5.78
us10003xjg,2.5,ml,5.0
us10003p4m,2.5,ml,10.46
ismpkansas70144668,1.83,ml,5.86
us10003p7v,2.5,ml,6.882
nm60119406,3.48,mw,16.01
nm60119416,3.2,mlg,15.74
us10003p93,2.9,ml,5.604
us10003psx,2.5,ml,2.16
us10003pah,2.8,ml,6.157
ismpkansas70144818,1.97,ml,3.58
ismpkansas70144828,1.75,ml,4.57
nm60119501,2.26,md,1.61
us10003pbt,3.0,ml,4.29
us10003pcg,3.4,mwr,6.21
us10003pcp,2.9,ml,5.0
us10003pcq,3.4,mwr,5.82
ismpkansas70145018,2.08,ml,6.2
ismpkansas70145023,2.43,ml,6.13
ismpkansas70145043,2.32,ml,6.01
ismpkansas70145063,2.23,ml,6.19
us10003xiq,2.8,ml,5.898
us10003ps0,2.6,ml,5.0
us10003pfv,2.4,mb_lg,6.53
us10003pgd,2.9,mb_lg,6.54
ismpkansas70145083,1.9,ml,5.83
us10003pgf,3.3,ml,5.8
us10003pgm,3.1,ml,5.582
ismpkansas70145143,1.93,ml,5.95
us10003pre,2.6,ml,6.1
ismpkansas70145208,2.03,ml,6.22
ismpkansas70145248,1.76,ml,5.55
us10003prt,2.4,ml,3.93
us10003psa,2.5,ml,4.405
ismpkansas70145263,2.04,ml,3.75
us10003pj8,2.8,ml,4.89
ismpkansas70145318,1.97,ml,4.81
us10003pjq,2.7,ml,4.68
us10003pk9,3.0,ml,3.79
us10003pks,2.8,ml,5.55
us10003pl4,3.1,mwr,5.648
us10003pl9,3.2,ml,4.089
ismpkansas70145433,1.77,ml,3.63
ismpkansas70145463,2.17,ml,3.87
ismpkansas70145468,2.39,ml,6.07
us10003pmv,2.8,ml,6.07
ismpkansas70145478,2.06,ml,6.1
us10003xi6,2.8,ml,6.499
us10003pn5,2.8,ml,7.526
us10003prb,3.2,ml,5.0
ismpkansas70145538,1.63,ml,5.31
us10003pt3,2.7,mb_lg,5.0
us10003rn3,2.3,mb_lg,5.0
ismpkansas70145558,1.87,ml,5.14
us10003q09,2.5,ml,5.0
us10003pvv,2.8,ml,1.197
ismpkansas70145633,2.34,ml,6.34
ismpkansas70145638,2.04,ml,4.07
us10003pyx,2.5,ml,5.0
ismpkansas70145673,1.93,ml,4.81
us10003qbd,2.8,ml,5.429
ismpkansas70145718,2.34,ml,6.03
ismpkansas70145963,1.84,ml,6.32
us10003xib,2.6,ml,5.589
ismpkansas70145738,1.91,ml,6.21
us10003q8m,2.5,ml,5.366
nm60120026,2.34,md,12.0
us10003qhd,2.6,ml,3.88
ismpkansas70145988,2.03,ml,5.03
us10003qqh,3.1,ml,5.904
us10003qsp,2.5,ml,6.787
ismpkansas70146243,1.95,ml,4.32
nm60013808,2.11,md,8.37
ismpkansas70146298,2.21,ml,4.43
us10003rny,2.1,mb_lg,5.0
us10003rp2,2.6,mb_lg,5.72
us10003r0a,2.7,ml,5.318
us10003xjc,2.8,ml,5.845
ismpkansas70146413,1.9,ml,7.68
us10003r2a,2.5,ml,5.123
us10003rl5,2.7,ml,5.71
us20004fph,2.6,ml,5.341
us20004g1h,2.6,ml,6.289
us10003rj5,2.7,ml,4.124
us10003r5d,3.2,ml,5.562
nm60120391,2.39,md,15.59
us10003rjk,2.7,ml,3.734
us10003xjf,2.7,ml,5.647
ismpkansas70146683,1.79,ml,3.13
us10003xgc,2.5,ml,5.751
us10003rl7,3.0,ml,2.72
us10003r7v,3.2,ml,5.308
us10003r89,3.5,ml,5.446
us20004fpg,2.6,ml,5.0
us10003rl4,2.6,ml,3.609
us10003r8p,2.9,ml,2.583
us10003r9e,3.0,ml,7.132
us10003xgs,2.5,ml,5.144
us10003rmb,2.5,ml,4.806
us10003rm5,2.5,ml,5.0
us10003rns,2.6,ml,2.837
us10003xi2,2.8,ml,6.306
us10003rkb,2.4,ml,1.613
us10003rjc,2.9,ml,3.936
us10003xkf,2.6,ml,6.816
us10003rl6,2.5,ml,7.347
us10003rkx,2.5,ml,7.916
ismpkansas70147418,1.96,ml,6.37
us10003rdw,3.4,ml,5.0
us10003rlt,2.5,ml,3.898
us10003rjl,2.7,ml,7.081
us10003xjw,2.6,ml,7.548
us10003xi7,2.8,ml,7.949
us10003xit,2.5,ml,5.0
us10003rq2,3.3,ml,3.87
us10003rqb,3.6,ml,4.02
us2000409k,2.5,ml,4.09
us10003rs7,3.4,ml,2.531
us10003xgl,2.8,ml,4.615
us10003rt7,3.0,ml,5.0
us2000409r,2.6,ml,4.62
us20003zz7,2.3,mb_lg,5.0
us10003rvd,3.1,ml,4.798
us10003xhp,2.8,ml,2.531
us10003xli,2.8,ml,7.716
us20003zzg,3.3,ml,3.516
us20004020,2.2,mb_lg,5.0
us200040a5,2.0,ml,6.32
us2000407d,2.5,ml,6.071
us10003xgd,2.8,ml,5.0
us2000405k,3.1,ml,0.106
us200040aj,2.5,ml,3.408
us200040m2,2.6,ml,4.38
us200040cw,3.5,ml,3.84
us200040dl,3.3,ml,1.936
us200040dn,3.0,ml,1.102
ismpkansas70148393,2.22,ml,4.1
ismpkansas70148403,1.99,ml,1.54
us10003xll,2.7,ml,5.454
us10003xhe,2.8,ml,2.883
us10003xl9,2.5,ml,3.182
ismpkansas70148463,1.84,ml,3.29
ismpkansas70148478,1.92,ml,3.59
us10003xln,2.5,ml,5.516
ismpkansas70148513,1.83,ml,5.96
ismpkansas70148523,2.27,ml,6.24
us200040jv,2.7,ml,5.999
us200040lc,2.5,mb_lg,5.0
ismpkansas70148598,1.79,ml,6.53
us200040mu,3.4,mwr,4.62
us200040pl,3.2,ml,5.828
us200040u9,3.1,ml,1.61
us200041fu,2.7,ml,6.803
us200040wn,2.6,ml,6.14
us200040xa,3.6,mwr,4.673
ismpkansas70148813,1.9,ml,3.92
us200040xy,3.3,ml,4.242
us10003xlr,2.5,ml,7.125
us200041l5,2.6,ml,5.0
us2000410t,2.6,ml,3.43
us2000411m,3.5,ml,4.66
us20004189,2.6,ml,4.862
us2000418d,2.2,ml,6.05
ismpkansas70149023,2.21,ml,6.12
us200041h1,2.9,mb_lg,8.31
us200041nr,2.7,ml,1.79
us2000418j,2.8,ml,5.0
us2000414w,2.8,ml,4.86
us200041h6,2.4,ml,3.53
us10003xl8,2.5,ml,3.053
us200041cy,2.7,ml,4.637
us2000416c,2.9,ml,1.116
us20004fvw,2.9,ml,7.096
us200041st,2.6,ml,5.094
ismpkansas70149333,1.94,ml,6.03
us10003xl7,2.6,ml,2.89
us2000420n,2.7,ml,1.369
ismpkansas70149578,1.84,ml,5.94
ismpkansas70149583,1.98,ml,6.4
us10003xlf,2.5,ml,4.154
ismpkansas70149618,1.81,ml,6.21
us2000419l,2.4,ml,5.571
ismpkansas70149643,2.18,ml,6.27
ismpkansas70149688,1.86,ml,6.04
us200041gi,2.1,ml,6.41
ismpkansas70149698,1.99,ml,6.25
us200041g9,2.2,ml,6.33
ismpkansas70149738,2.13,ml,3.59
us200041bv,3.9,mwr,5.373
us200041ex,2.8,ml,3.515
us200041cz,3.7,ml,7.158
us10003xlt,3.0,ml,5.0
us10003uqm,2.7,ml,6.055
nm60014208,0.89,md,0.04
us200041ru,2.3,mb_lg,6.63
us200041i8,2.2,mb_lg,5.0
us10003urv,2.6,ml,6.232
ismpkansas70149903,1.91,ml,6.33
ismpkansas70149938,2.13,ml,6.24
us10003xlg,2.7,ml,4.893
us10003uvy,2.5,ml,5.0
ismpkansas70149963,1.96,ml,4.76
us10003xlu,2.5,ml,5.9
us200041lr,3.2,ml,5.864
us200041mg,3.3,ml,6.601
us200041ri,3.1,ml,3.917
ismpkansas70150043,2.12,ml,6.14
ismpkansas70150063,2.33,ml,5.92
ismpkansas70150078,1.71,ml,5.97
us200041tq,3.0,ml,9.759
us200041va,2.6,ml,3.343
us200041vh,2.5,ml,6.128
us200041w2,2.5,ml,5.83
us10003yul,2.0,mb_lg,5.21
us200041x4,2.7,ml,5.419
us10003xld,2.5,ml,5.596
us200041ym,3.2,ml,2.888
us10003uqg,2.7,ml,5.669
us200041z6,3.2,ml,2.642
ismpkansas70150313,1.98,ml,5.43
us10003uqw,2.6,ml,5.098
us10003ur8,2.5,ml,4.852
us10003us3,2.7,ml,2.913
us10003utv,2.5,mb_lg,2.1
us10003uud,2.5,ml,1.978
us10003uxc,2.9,ml,5.812
us10003uyf,2.6,ml,4.74
us10003uzz,2.5,ml,6.453
us10003v0j,2.8,ml,6.055
us10003v18,2.7,ml,2.155
us10003v28,2.9,ml,5.617
us10003v29,2.7,ml,5.0
us10003v2b,2.6,ml,3.566
us10003v3k,2.7,ml,5.87
us10003v4d,2.9,ml,5.104
us10003v4u,2.7,ml,1.992
us10003v5c,2.6,ml,3.623
us10003v6i,2.6,ml,6.701
ismpkansas70150873,1.61,ml,4.32
us10003vcp,2.9,ml,6.844
nm60095217,2.59,md,0.02
nm60095232,2.19,md,1.14
us10003ver,2.5,ml,5.0
us10003vfn,3.5,mb_lg,3.81
us10003vfx,3.0,mb_lg,1.37
us10003vfw,3.0,ml,5.0
us10003vfz,2.5,ml,4.41
us10003vge,2.9,mb_lg,1.24
us10003vin,4.1,mwr,5.0
us10003xg4,2.9,ml,4.154
us10003viq,2.7,ml,6.265
us10003viv,3.0,ml,4.856
us10003viy,2.5,ml,2.14
us10003vj7,2.8,ml,3.644
us10003vj8,2.2,ml,6.0
us10003vj9,2.5,mb_lg,5.26
us10003vjg,2.4,ml,7.085
us10003vjj,2.6,ml,4.77
us10003vju,2.6,ml,5.633
us10003vk2,2.6,ml,5.729
us10003vka,2.9,ml,2.609
us10003vkr,3.8,mwr,3.905
us10003vkt,3.1,ml,5.0
us10003vkx,3.1,ml,5.0
us10003vl0,3.0,ml,3.159
us10003vl2,2.6,mb_lg,4.23
us10003vlb,3.0,ml,2.149
us10003vlk,3.4,ml,4.963
ismpkansas70151498,1.9,ml,3.78
us10003vlv,2.5,ml,5.51
us10003vm1,3.5,ml,3.207
us10003vm6,2.7,ml,1.305
us10003vmj,3.6,ml,4.734
us10003vmt,2.5,ml,7.185
ismpkansas70151593,1.84,ml,4.42
us10003vnh,3.5,ml,3.666
us10003vp5,2.7,ml,1.97
us10003vpa,3.4,ml,2.954
us20004g1i,2.6,ml,5.411
us10003vps,2.5,ml,3.564
us10003vr6,2.9,ml,3.525
us10003vrn,2.9,ml,4.84
ismpkansas70151953,1.84,ml,7.57
us10003vst,3.5,ml,4.192
us10003vub,2.3,ml,4.35
us10003vvy,2.7,ml,4.775
us10003vwm,3.0,ml,5.0
us10003vxn,3.7,ml,6.516
us10003vyf,2.6,ml,5.0
us10003vyk,2.8,ml,5.036
ismpkansas70152298,1.99,ml,3.68
us10003w3p,3.6,mwr,4.27
us10003w4l,2.6,ml,3.91
us10003w4u,2.5,ml,3.421
us10003w5f,2.8,ml,3.87
ismpkansas70152393,2.31,ml,5.33
us10003w5p,2.6,ml,5.92
us10003w5u,2.9,ml,5.903
us10003w5w,2.7,ml,5.0
us10003w5z,3.5,ml,6.25
us10003w61,2.9,ml,5.0
us10003w62,2.6,ml,5.135
us10003w63,2.8,ml,0.686
us10003w7b,2.7,mb_lg,5.0
us10003w7j,3.5,ml,6.1
ismpkansas70152583,2.35,ml,5.96
nm60014408,1.93,md,8.03
us10003wa7,2.7,ml,4.09
us10003waa,2.6,mb_lg,5.0
us10003wab,3.2,ml,2.091
us10003wah,3.3,mwr,4.339
us10003wak,2.8,ml,3.199
us10003was,3.7,ml,0.113
us10003x3t,3.5,ml,3.434
us10003x3v,3.0,ml,5.0
us10003x3y,2.8,ml,1.465
us10003x4h,2.7,ml,5.0
us10003x5f,3.2,mb_lg,2.17
us10003x7r,3.1,ml,5.015
us10003x89,2.6,ml,6.366
us10003x8k,2.5,ml,0.919
us10003x8l,3.5,mwr,2.143
us10003x8m,3.0,ml,1.118
us10003x9v,2.8,ml,5.0
us10003xa5,2.5,ml,0.735
us10003xa9,2.0,ml,3.72
us10003xas,2.9,ml,5.0
us10003xcp,3.4,ml,6.004
ismpkansas70152973,2.32,ml,6.4
us10003xdw,2.6,ml,2.79
us10003xeg,2.7,ml,6.08
us10003xeh,3.4,ml,5.986
us10003xel,2.9,ml,5.172
us10003xlv,2.5,ml,5.0
us10003y9z,2.6,ml,3.181
us10003xqd,2.7,ml,5.864
us10003xr7,3.0,ml,5.495
us10003xrf,3.0,ml,5.457
us10003xrr,2.5,ml,5.0
us10003xsc,2.6,ml,4.247
ismpkansas70153248,1.86,ml,5.89
ismpkansas70153298,1.73,ml,5.5
us10003xt4,2.7,ml,3.936
us10003xxa,2.8,ml,1.653
us10003xxl,2.7,mb_lg,3.54
us10003xyp,2.5,ml,2.638
us10003xyt,2.5,ml,0.971
us10003xz0,3.4,ml,2.703
ismpkansas70153498,1.94,ml,5.79
us10003y2p,2.6,ml,4.475
us10003y2r,2.6,ml,5.0
ismpkansas70153633,2.06,ml,5.52
us10003y5e,2.5,ml,2.739
us10003y6y,3.1,ml,6.218
us10003y8b,2.5,ml,6.13
us10003yaf,2.8,ml,5.44
us10003ydb,3.1,ml,6.399
us10003ydh,2.9,ml,7.063
us10003yf2,2.8,ml,2.885
us10003yfy,2.0,ml,6.05
us10003yhc,4.3,mwr,5.109
us10003yhw,2.9,mb_lg,5.0
us10003yij,2.6,mb_lg,5.0
us10003yvs,2.0,ml,8.72
us10003ykk,2.4,mb_lg,5.0
us10003yli,2.5,ml,5.541
us10003ylr,2.7,ml,5.467
us10003ym9,2.7,ml,4.369
us10003yp5,2.6,ml,4.849
ismpkansas70154253,2.29,ml,4.34
us10003z5k,2.7,ml,5.63
us10003yxz,2.5,ml,5.0
us10003yz9,2.6,ml,5.548
us10003yzr,3.1,ml,3.339
us10003z01,2.5,ml,5.0
ismpkansas70154478,1.65,ml,3.1
us10003z5n,2.2,ml,1.84
us10003z71,3.2,ml,6.033
ismpkansas70154583,2.06,ml,4.61
us10003z86,3.4,mwr,4.858
ismpkansas70154718,1.61,ml,1.9
us10003z8j,2.7,ml,9.927
us10003zae,2.8,ml,6.219
us10003zcg,2.5,ml,5.0
us10003zcq,2.6,mb_lg,5.0
us10003zeg,2.6,ml,3.938
us10003zf1,3.0,ml,5.834
us10003zgh,2.6,ml,5.837
us10003zgz,4.7,mwr,5.914
us10003zhb,2.6,ml,8.121
us10003zhl,3.2,ml,10.294
us10003zhu,2.6,ml,5.594
us10003zhw,2.8,ml,6.246
us10003zi3,2.5,ml,7.999
us10003zi6,3.3,mwr,7.009
us10003zig,3.2,ml,4.87
us10003zit,3.7,mwr,4.488
us10003zp9,2.5,ml,5.0
us10003zkh,2.9,ml,7.583
us10003zm1,2.6,ml,7.963
us10003zmh,2.5,ml,9.828
us10003znr,2.7,ml,3.367
us10003zqq,2.7,ml,3.854
us10003zqy,2.6,ml,6.894
us10003zri,2.9,ml,6.769
us10003zrm,3.7,ml,6.69
us10003zru,2.5,ml,5.045
us10003zsc,3.4,ml,4.934
us10003zse,2.5,ml,7.414
us10003zsf,2.6,ml,4.499
us10003zst,2.6,ml,5.78
us10003zt0,3.5,ml,7.096
us10003zt3,3.0,ml,5.727
us10003zv0,3.3,ml,5.0
us20004h74,2.6,ml,4.313
us10003zva,2.6,ml,6.598
us100040j2,2.6,ml,2.801
us10003zxn,3.4,ml,6.697
us10003zyc,4.1,mwr,5.0
us10003zye,2.5,ml,4.237
us10003zyh,3.5,ml,4.878
us10003zyj,3.5,mwr,3.555
us10003zyn,2.7,ml,5.398
us10003zyv,3.4,ml,7.995
us10003zzp,2.8,ml,5.77
us10003zzy,2.5,ml,5.232
us10004002,2.9,ml,0.996
ismpkansas70155513,2.16,ml,6.7
us1000400f,2.7,ml,5.787
ismpkansas70155618,1.99,ml,5.29
us1000402g,2.7,ml,4.45
ismpkansas70155663,1.8,ml,4.24
us1000402n,2.3,ml,4.31
us1000402v,2.8,ml,5.012
us1000403g,2.9,ml,3.231
us20004fpc,2.9,ml,7.786
us1000403h,2.7,ml,7.039
us1000403s,2.7,ml,3.977
us1000403t,3.0,ml,4.068
us1000404r,2.7,ml,3.735
us10004058,2.5,mb_lg,2.72
us1000405v,2.6,ml,5.0
us10004063,2.9,ml,5.27
us10004083,2.5,ml,2.365
us1000409m,2.7,ml,8.111
us100040a0,2.6,ml,4.989
us100040ai,3.0,ml,6.981
ismpkansas70156158,2.05,ml,4.01
us100040bm,2.8,ml,2.308
ismpkansas70156173,2.03,ml,5.88
us100040d8,2.5,ml,7.756
us100040dx,2.7,ml,5.792
us100040e2,2.7,ml,7.275
us100040e4,2.8,ml,4.649
us100040e6,2.1,mb_lg,4.77
us100040fa,2.6,ml,0.096
us100040fg,2.4,ml,6.818
ismpkansas70156398,2.21,ml,6.24
us100040g7,2.1,mb_lg,4.78
us100040g8,2.6,ml,5.0
ismpkansas70156453,2.23,ml,4.44
us100040gr,2.5,ml,3.318
us100040i1,3.2,ml,7.427
ismpkansas70156538,1.83,ml,3.45
us100040je,4.4,mwr,5.028
us100040lz,2.6,ml,4.379
us100040ji,3.8,ml,4.266
us100040lf,3.3,mwr,5.517
us100040li,3.1,ml,6.835
us100040ln,2.7,ml,5.999
us100040m2,3.0,ml,5.942
us100040md,2.6,ml,4.722
us100040mg,2.1,mb_lg,1.34
us100040pv,2.5,ml,3.89
us100040t8,2.8,ml,5.0
us100040wk,2.5,mb_lg,4.99
us1000413f,4.1,mb,4.864
ismpkansas70157238,2.01,ml,3.39
us1000415l,2.7,ml,4.444
us1000415w,2.5,ml,6.672
us1000415x,2.6,mb_lg,8.28
us10004161,2.6,mb_lg,6.73
us1000416l,2.8,ml,6.797
us1000418r,2.6,ml,4.896
us1000418t,3.3,ml,4.103
us10004198,2.8,ml,5.783
us100041ai,3.0,ml,5.213
ismpkansas70157348,2.17,ml,1.82
ismpkansas70157358,1.76,ml,1.83
us100041ci,2.6,ml,6.664
us100041cu,2.7,ml,7.214
us100041di,3.3,ml,5.439
us100041dk,3.1,mwr,4.784
us100041es,3.1,ml,5.438
us100041ew,3.0,ml,5.466
us100042rg,2.6,ml,7.3
us100041hc,2.6,ml,6.957
us100041hj,2.6,ml,2.809
us100041hw,3.0,ml,2.752
us100041hx,3.2,ml,6.286
us100041i1,2.1,ml,3.7
us100041ib,2.5,ml,3.603
ismpkansas70157623,1.91,ml,5.52
us100041lc,2.7,ml,7.645
us100041lh,2.9,ml,5.229
us100041lj,2.8,ml,3.909
us100041lr,2.7,ml,6.632
us100041mx,2.6,ml,6.799
us100041qj,2.5,ml,6.773
us100041qv,2.6,ml,8.279
us100041tk,2.6,ml,6.501
us100041tt,2.6,ml,6.015
us100041u1,2.7,ml,4.335
us100041uu,2.5,ml,6.945
us100041vb,2.4,ml,10.23
us100041vt,2.8,ml,5.495
us100041vy,2.6,ml,7.614
ismpkansas70157848,1.67,ml,6.17
ismpkansas70157858,1.81,ml,6.28
ismpkansas70157868,2.13,ml,5.58
us100041ww,2.7,ml,6.259
us100041x0,2.7,ml,5.671
us100041x1,2.6,ml,6.092
us100041x3,2.9,ml,7.225
us100041x7,2.6,ml,4.871
us100041xc,2.6,ml,7.96
ismpkansas70157978,1.8,ml,6.02
ismpkansas70158043,1.63,ml,7.97
us1000420w,3.0,ml,6.333
us10004216,2.8,ml,7.98
ismpkansas70158153,2.31,ml,5.89
us1000421s,2.5,ml,4.531
us10004236,2.6,ml,6.465
ismpkansas70158273,1.94,ml,7.35
us1000424d,4.7,mwr,5.629
us1000424k,2.7,ml,5.0
us1000424v,2.5,ml,0.111
ismpkansas70158358,1.83,ml,7.84
us10004252,2.6,ml,7.091
us10004257,2.8,ml,7.191
us1000425c,2.6,ml,7.534
us1000425g,3.2,ml,5.448
us10004261,3.2,ml,11.418
us10004267,2.7,ml,7.36
us100042jw,2.5,ml,0.0
us1000428c,1.5,ml,5.58
us1000428g,2.4,mb_lg,5.0
us1000428p,2.5,ml,4.981
us10004292,3.3,ml,2.981
us100042a0,3.3,mwr,5.264
us100042a8,2.5,ml,3.72
us100042ba,2.7,ml,4.026
us100042bj,2.6,ml,6.101
us100042c1,2.7,ml,7.551
us100042c5,2.5,ml,6.965
us100042ca,3.2,ml,7.922
us100042cz,2.7,ml,6.736
us100042dp,2.1,ml,3.84
ismpkansas70158668,1.94,ml,3.83
us100042e5,2.5,ml,3.68
us100042fa,2.6,ml,7.857
us100042fr,2.5,ml,5.218
us100042ft,2.7,ml,4.14
ismpkansas70158793,2.1,ml,3.94
us100042fy,2.6,ml,4.12
us100042g3,2.6,ml,3.373
us100042gb,2.7,ml,6.506
us100042gx,3.1,ml,1.255
us100042h0,3.0,ml,3.18
ismpkansas70158873,1.73,ml,3.74
us100042mf,3.1,ml,6.77
us100042pc,2.7,ml,5.996
us100042sh,2.7,ml,11.935
us100042sp,3.4,ml,5.307
us1000447u,2.6,ml,5.0
ismpkansas70159188,1.92,ml,7.83
us100042wm,2.5,ml,5.263
us10004309,2.6,ml,3.763
us1000433b,2.0,ml,6.78
us10004356,2.6,ml,5.0
us1000435f,2.8,mb_lg,5.0
us1000436k,2.5,ml,0.968
us1000436q,3.6,ml,6.714
us1000438i,3.2,mwr,4.986
us1000438z,2.6,mb_lg,5.66
us100043as,2.6,ml,6.155
us100044hu,2.1,ml,5.0
us100043c2,3.1,ml,6.234
us100043e3,2.8,ml,4.689
us100043uc,3.2,ml,5.975
us100044ww,2.5,ml,7.069
us1000447n,2.9,ml,6.288
us1000448c,3.1,ml,10.507
us1000448s,2.7,ml,3.294
us10004491,2.5,ml,4.467
us10004494,2.8,ml,5.569
ismpkansas70159923,1.9,ml,5.18
ismpkansas70159953,2.32,ml,1.53
us100044bl,3.4,ml,6.122
us100044c3,2.9,ml,4.421
us100044ii,2.1,ml,5.7
us100044cf,4.0,mwr,6.126
us20005015,2.5,ml,1.521
us100044ct,3.1,ml,4.099
us100044di,2.9,ml,4.936
us100044dk,2.7,ml,4.75
us100044ee,2.6,ml,4.147
us100044f9,2.8,ml,4.36
us100044fl,2.7,ml,2.853
us100044fy,2.7,ml,5.197
us100044gc,2.6,ml,4.35
us100044gu,2.8,ml,5.037
us100044gy,3.1,ml,4.625
us100044gz,3.5,ml,6.637
ismpkansas70160143,1.86,ml,2.18
us100044ip,2.7,ml,5.0
us100044is,2.8,mb_lg,5.0
us100044iu,2.5,ml,4.33
us100044iw,2.7,ml,4.52
nm60020903,1.97,md,9.14
us100044lw,2.7,ml,6.393
us100044nl,2.7,ml,5.67
us100044ya,3.5,mwr,3.913
us100044ym,3.4,ml,8.096
us100044yw,3.0,ml,3.83
us20004fnd,3.4,ml,4.862
us100044zm,3.5,ml,3.856
us1000450m,2.0,ml,5.74
us1000451l,2.8,ml,4.797
us10004529,2.5,ml,2.695
us1000454f,2.6,ml,5.184
us1000454g,2.9,ml,5.08
us20004fq4,3.0,ml,6.409
us20004fr1,2.6,ml,6.133
ismpkansas70160713,2.14,ml,3.89
ismpkansas70160758,2.11,ml,4.24
us20004g14,3.3,ml,3.966
us20004g1f,2.6,ml,4.72
us20004g2r,2.7,ml,5.846
us20004g3l,2.7,ml,3.421
us20004g54,2.8,ml,5.0
us20004g8y,2.8,mb_lg,5.0
ismpkansas70160903,1.97,ml,6.06
ismpkansas70160908,2.13,ml,6.04
ismpkansas70160923,2.16,ml,6.0
ismpkansas70160928,1.88,ml,5.3
us20004g9l,2.8,ml,5.8
us20004gaa,3.3,ml,7.99
us20004gak,2.5,ml,8.008
ismpkansas70160968,2.23,ml,6.03
ismpkansas70160978,1.78,ml,5.0
ismpkansas70161053,2.31,ml,6.48
us20004gc7,2.8,ml,6.521
us20004gcc,2.7,ml,4.662
us20004gcj,2.6,ml,4.765
us20004gd1,2.8,ml,5.56
us20004gnb,2.6,ml,5.27
us20004gni,2.8,ml,4.834
ismpkansas70161223,1.81,ml,6.24
ismpkansas70161238,1.97,ml,6.4
us20004gpy,3.1,ml,8.016
us20004grw,2.2,ml,6.51
us20004grz,3.4,ml,6.667
ismpkansas70161358,2.02,ml,3.03
us20004gul,2.6,ml,3.608
ismpkansas70161403,1.97,ml,5.72
us20004gwd,3.0,ml,5.778
us20004gxs,3.0,ml,7.584
us20004gzm,2.7,ml,4.013
us20004h01,3.2,ml,6.583
ismpkansas70161638,1.97,ml,3.81
us20004h0q,2.5,ml,4.565
us10004qxx,2.5,ml,5.483
ismpkansas70161658,1.7,ml,5.66
us20004h4c,2.7,ml,4.745
us20004h4s,2.6,ml,6.126
us20004h5q,2.5,mb_lg,2.87
us20004h6d,2.7,ml,5.649
us20004h8c,3.1,ml,6.32
us20004hai,3.2,ml,6.119
us20004hct,3.3,ml,6.29
us20004hee,3.2,ml,4.64
us20004hg0,3.2,ml,6.153
us20004hip,2.8,ml,5.522
us20004hiq,3.4,ml,5.801
ismpkansas70161883,1.97,ml,6.4
us20004hiy,2.8,ml,2.588
us20004hj9,2.5,ml,5.48
ismpkansas70161933,2.04,ml,5.92
ismpkansas70161938,1.94,ml,5.48
us20004hjb,2.8,ml,1.139
us100047ss,2.7,ml,5.743
us100047tj,2.5,ml,4.682
us100047uq,2.1,mb_lg,5.0
us100047uy,3.1,ml,5.588
us100047xn,3.4,ml,5.952
us100047xp,2.8,ml,6.989
us100047z6,2.9,ml,5.0
us1000481d,3.0,mb_lg,5.0
us1000481y,3.7,ml,5.563
us10004fxw,2.8,ml,4.492
us10004820,3.4,ml,6.634
us1000482a,3.6,ml,6.519
us1000482s,2.7,ml,5.085
us10004832,3.3,ml,5.0
us1000486b,3.2,ml,4.904
us1000488c,2.8,ml,4.475
us1000489g,3.3,ml,6.822
us100048an,2.6,mb_lg,8.67
ismpkansas70162573,2.07,ml,1.24
us100048bn,2.8,ml,4.337
us100048hw,1.5,ml,2.3
us100048ds,2.9,ml,5.875
us10004rwa,2.5,ml,6.762
ismpkansas70162688,1.84,ml,5.43
us100048fl,2.5,ml,6.878
us100048fr,2.4,ml,4.667
us100048gl,2.1,ml,4.88
us100048h6,3.0,ml,6.424
us100048ie,2.5,mb_lg,5.0
us100048ir,3.0,ml,5.0
us100048is,2.5,mb_lg,11.45
us100048iv,2.6,ml,7.166
us100048j8,2.8,ml,7.016
us100048l1,2.7,ml,5.776
us100048l8,2.6,ml,6.05
us100048le,2.8,ml,7.134
us10004rw7,2.5,ml,5.703
us100048ns,2.9,ml,7.164
ismpkansas70163003,1.75,ml,4.91
us100048sd,2.5,mb_lg,7.93
us100048si,2.6,ml,5.257
us100048u7,3.5,ml,5.58
us100048w6,2.9,ml,6.572
us100048w8,3.0,ml,6.443
us100048y2,3.3,ml,6.433
us100048yp,2.7,ml,5.535
us100048yr,3.3,ml,3.315
us10004901,3.0,ml,6.33
us10004969,2.5,mb_lg,7.67
ismpkansas70163323,2.32,ml,4.08
ismpkansas70163353,1.89,ml,3.83
us10004973,2.8,ml,5.965
us10004974,2.7,ml,3.759
us1000497a,2.6,ml,6.359
us1000497g,3.3,ml,6.521
us1000497h,2.7,ml,5.217
